rxn,rxnNames,subSystem
HDCA6Gtr,"Glucuronidated Compound Transport (HDCA-6G)","Transport, extracellular"
HYOCHOLabc,"hyocholic acid ABC bile acid transporter","Transport, extracellular"
HYOCHOLt,"hyocholic acid transport via bicarbonate countertransport","Transport, extracellular"
HYOCHOLt2,"hyocholic acid transport via sodium cotransport","Transport, extracellular"
HYOCHOLtr,"Bile salt transport (hyocholic acid)","Transport, extracellular"
ICDCHOLabc,"Isochenodeoxycholic acid ABC bile acid transporter","Transport, extracellular"
ICDCHOLt,"Isochenodeoxycholic acid transport via bicarbonate countertransport","Transport, extracellular"
ICDCHOLt2,"Isochenodeoxycholic acid transport via sodium cotransport","Transport, extracellular"
ISOCHOLabc,"Isocholic acid ABC bile acid transporter","Transport, extracellular"
ISOCHOLt,"Isocholic acid transport via bicarbonate countertransport","Transport, extracellular"
ISOCHOLt2,"Isocholic acid transport via sodium cotransport","Transport, extracellular"
LCA24GSc,"UDP-Glucuronosyltransferase (UGT) cytosolic (lithocholic acid)","Bile acid synthesis"
LCA24GSr,"UDP-Glucuronosyltransferase (UGT) ER (lithocholic acid)","Bile acid synthesis"
LCA24Gte,"Glucuronidated bile acid excretion (LCA-24G)","Transport, extracellular"
LCA24Gtr,"Glucuronidated Compound Transport (LCA-24G)","Transport, extracellular"
LCA3GSc,"UDP-Glucuronosyltransferase (UGT) cytosolic (lithocholic acid)","Bile acid synthesis"
LCA3GSr,"UDP-Glucuronosyltransferase (UGT) ER (lithocholic acid)","Bile acid synthesis"
LCA3Gte,"Glucuronidated bile acid excretion (LCA-3G)","Transport, extracellular"
LCA3Gtr,"Glucuronidated Compound Transport (LCA-3G)","Transport, extracellular"
LCA3Sabc,"Lithocholic acid 3-sulfate ABC bile acid transporter","Transport, extracellular"
LCA3St,"Lithocholic acid 3-sulfate transport via bicarbonate countertransport","Transport, extracellular"
LCASULT,"Lithocholic acid sulfotransferase","Bile acid synthesis"
M02155tr,"Bile salt transport (hyodeoxycholic acid)","Transport, extracellular"
TCA3Sabc,"Taurocholic acid 3-sulfate ABC bile acid transporter","Transport, extracellular"
TCA3St,"Taurocholic acid 3-sulfate transport via bicarbonate countertransport","Transport, extracellular"
TCASULT,"Taurocholic acid sulfotransferase","Bile acid synthesis"
TCDCA3Sabc,"Taurochenodeoxycholic acid 3-sulfate ABC bile acid transporter","Transport, extracellular"
TCDCA3St,"Taurochenodeoxycholic acid 3-sulfate transport via bicarbonate countertransport","Transport, extracellular"
TCDCA6AH,"Taurochenodeoxycholic acid 6alpha-hydroxylase","Bile acid synthesis"
TCDCASULT,"Taurochenodeoxycholic acid sulfotransferase","Bile acid synthesis"
TDCA3Sabc,"Taurodeoxycholic acid 3-sulfate ABC bile acid transporter","Transport, extracellular"
TDCA3St,"Taurodeoxycholic acid 3-sulfate transport via bicarbonate countertransport","Transport, extracellular"
TDCASULT,"Taurodeoxycholic acid sulfotransferase","Bile acid synthesis"
THYOCHOLabc,"taurohyocholic acid ABC bile acid transporter","Transport, extracellular"
THYOCHOLt,"taurohyocholic acid transport via bicarbonate countertransport","Transport, extracellular"
THYOCHOLt2,"taurohyocholic acid transport via sodium cotransport","Transport, extracellular"
TUDCA3Sabc,"Tauroursodeoxycholic acid 3-sulfate ABC bile acid transporter","Transport, extracellular"
TUDCA3St,"Tauroursodeoxycholic acid 3-sulfate transport via bicarbonate countertransport","Transport, extracellular"
TUDCASULT,"Tauroursodeoxycholic acid sulfotransferase","Bile acid synthesis"
UCHOLabc,"Ursocholic acid ABC bile acid transporter","Transport, extracellular"
UCHOLt,"Ursocholic acid transport via bicarbonate countertransport","Transport, extracellular"
UCHOLt2,"Ursocholic acid transport via sodium cotransport","Transport, extracellular"
UDCA3Sabc,"Ursodeoxycholic acid 3-sulfate ABC bile acid transporter","Transport, extracellular"
UDCA3St,"Ursodeoxycholic acid 3-sulfate transport via bicarbonate countertransport","Transport, extracellular"
UDCASULT,"Ursodeoxycholic acid sulfotransferase","Bile acid synthesis"
UDCHOLt,"Ursodeoxycholic acid transport via bicarbonate countertransport","Transport, extracellular"
UDCHOLt2,"Ursodeoxycholic acid transport via sodium cotransport","Transport, extracellular"
12HTACRhr,"oxidation of tacrolimus in hepatocytes","Drug metabolism"
12HTACRtu,"efflux of 12-hydroxy tacrolimus into intestinal lumen by ABC transporter","Drug metabolism"
12HTACRtep,"exit of 12-hydroxy tacrolimus into portal blood","Drug metabolism"
1331TAALThr,"demethylation of 13-O-desmethyl-tacrolimus to 13,31-O-Didesmethyl-tacrolimus in hepatocytes","Drug metabolism"
1331TACRhr,"demethylation of 31-O-desmethyl-tacrolimus to 13,31-O-Didesmethyl-tacrolimus in hepatocytes","Drug metabolism"
1331TACRteb,"efflux of 13,31-O-Didesmethyl-tacrolimus into bile","Drug metabolism"
1331TACRtev,"exit of 13,31-O-Didesmethyl-tacrolimus into hepatic vein","Drug metabolism"
13DMThr,"demthylation of tacrolimus to 13-O-desmethyl tacrolimus in hepatocytes","Drug metabolism"
13DMTtu,"efflux of 13-O-desmethyl tacrolimus into intestinal lumen by ABC transporter","Drug metabolism"
13DMTtep,"exit of 13-O-desmethyl tacrolimus into portal blood","Drug metabolism"
14HMDZALThr,"oxidation of 4-OH-midazolam to 1,4-Dihydroxy-midazolam in hepatocytes","Drug metabolism"
14HMDZhr,"oxidation of 1-OH-midazolam to 1,4-Dihydroxy-midazolam in hepatocytes","Drug metabolism"
14MDZtev,"efflux of 1,4-Dihydroxy-midazolam into hepatic vein","Drug metabolism"
1513DTALThr,"demthylation of 15-O-desmethyl tacrolimus to 13,15-O-didesmethyl tacrolimus in hepatocytes","Drug metabolism"
1513DTACRhr,"demthylation of 13-O-desmethyl tacrolimus to 13,15-O-didesmethyl tacrolimus in hepatocytes","Drug metabolism"
1513TACRtu,"efflux of 13,15-O-didesmethyl tacrolimus into intestinal lumen by ABC transporter","Drug metabolism"
1513TACRtep,"exit of 13,15-O-didesmethyl tacrolimus into portal blood","Drug metabolism"
1531TACRhr,"demethylation of 15-O-desmethyl tacrolimus to 15, 31-O-Didesmethyl-tacrolimus in hepatocytes","Drug metabolism"
1531TACRteb,"efflux of 15, 31-O-Didesmethyl-tacrolimus into bile","Drug metabolism"
1531TACRtev,"exit of 15, 31-O-Didesmethyl-tacrolimus into hepatic vein","Drug metabolism"
1531TALThr,"demethylation of 31-O-desmethyl tacrolimus to 15, 31-O-Didesmethyl-tacrolimus in hepatocytes","Drug metabolism"
15DMThr,"demethylation of tacrolimus to 15-O-desmethyl tacrolimus in hepatocytes","Drug metabolism"
15DMTtu,"efflux of 15-O-desmethyl tacrolimus into intestinal lumen by ABC transporter","Drug metabolism"
15DMTtep,"exit of 15-O-desmethyl tacrolimus into portal blood","Drug metabolism"
1HIBUPGLUC_Sthv,"release of 1-hydroxy S-ibuprofen-glucuronide into hepatic vein","Drug metabolism"
1HIBUP_SGLUhep,"glucuronidation of 1-hydroxy ibuprofen","Drug metabolism"
1HIBUP_Sthv,"release of 1-hydroxy-ibuprofen into hepatic vein","Drug metabolism"
1HMDGLUChr,"glucuronidation of 1-OH-midazolam in enterocytes","Drug metabolism"
1HMDZGLUChc,"uptake of 1-OH-midazolam-glucuronide into hepatocytes","Drug metabolism"
1OHMDZhr,"oxidation of midazolam to 1-OH-midazolam in hepatocytes","Drug metabolism"
1OHMDZtep,"efflux of 1-OH-midazolam into portal blood","Drug metabolism"
2HATVLAChc,"conversion of 2-hydroxy-atorvastatin-acid to its lactone form in hepatocytes","Drug metabolism"
2HATVACIDGLUChr,"glucuronidation of 2-hydroxy-atorvastatin-acid in hepatocytes","Drug metabolism"
2HATVACIDGLUCteb,"efflux of 2-hydroxy-atorvastatin-acyl-glucuronide into bile","Drug metabolism"
2HATVACIDOXDhc,"oxidation of atorvastatin acid to 2-hydroxy-atorvastatin-acid in hepatocytes","Drug metabolism"
2HATVACIDhc,"conversion of 2-hydroxy-atorvastatin-lactone to its acid form in hepatocytes","Drug metabolism"
2HATVACIDteb,"efflux of 2-hydroxy-atorvastatin-acid into bile","Drug metabolism"
2HATVACIDtep,"efflux of 2-hydroxy-atorvastatin-acid into portal blood","Drug metabolism"
2HATVACIDthc,"uptake of 2-hydroxy-atorvastatin-acid into hepatocytes","Drug metabolism"
2HATVLACGLUChr,"glucuronidation of 2-hydroxy-atorvastatin-lactone in hepatocytes","Drug metabolism"
2HATVLACGLUCteb,"efflux of 2-hydroxy-atorvastatin-lactone-glucuronide into bile","Drug metabolism"
2HATVLACOXDhc,"oxidation of atorvastatin lactone to 2-hydroxy-atorvastatin-lactone in hepatocytes","Drug metabolism"
2HATVLACteb,"efflux of 2-hydroxy-atorvastatin-lactone into bile","Drug metabolism"
2HATVLACtep,"efflux of 2-hydroxy-atorvastatin-lactone into portal blood","Drug metabolism"
2HATVLACthc,"uptake of 2-hydroxy-atorvastatin-lactone into hepatocytes","Drug metabolism"
2HIBUPGLUC_Sthv,"release of 2-hydroxy S-ibuprofen-glucuronide into hepatic vein","Drug metabolism"
2HIBUP_Rthv,"release of R-2-hydroxy-ibuprofen into hepatic vein","Drug metabolism"
2HIBUP_SGLUhep,"glucuronidation of S-2-hydroxy ibuprofen","Drug metabolism"
2HIBUP_Sthv,"release of S-2-hydroxy-ibuprofen into hepatic vein","Drug metabolism"
31DMThr,"demethylation of tacrolimus to 31-O-desmethyl tacrolimus in hepatocytes","Drug metabolism"
31DMTtu,"efflux of 31-O-desmethyl tacrolimus into intestinal lumen by ABC transporter","Drug metabolism"
31DMTtep,"exit of 31-O-desmethyl tacrolimus into portal blood","Drug metabolism"
35DHPVShc,"conversion of pravastatin to 3-alpha-5-beta-dihydroxy pravastatin in entercoytes","Drug metabolism"
35DHPVStep,"3-alpha-5-beta-dihydroxy pravastatin exit into portal blood","Drug metabolism"
35DHPVSthc,"uptake of 3-alpha-5-beta-dihydroxy pravastatin by hepatocytes","Drug metabolism"
35DSMVhep,"formation of 3,5-dihydrodoil simvastatin","Drug metabolism"
35DSMVteb,"efflux of 3,5-dihydrodiol-simvastatin-lactone form into bile","Drug metabolism"
3HIBUPGLUC_Sthv,"release of 3-hydroxy S-ibuprofen-glucuronide into hepatic vein","Drug metabolism"
3HIBUP_Rthv,"release of R-3-hydroxy-ibuprofen into hepatic vein","Drug metabolism"
3HIBUP_SGLUhep,"glucuronidation of S-3-hydroxy ibuprofen","Drug metabolism"
3HIBUP_Sthv,"release of S-3-hydroxy-ibuprofen into hepatic vein","Drug metabolism"
3HLVSTAChep,"conversion of 3-hydroxy-lovastatin lactone to acid form","Drug metabolism"
3HLVSTACtbc,"release of 3-hydroxy-lovastatin acid form into bile","Drug metabolism"
3HPVSTETCOAhcm,"beta oxidation of 3-S-hydroxy-pravastatin-CoA to tatranor-CoA derivative in hepatocytes, mitochondria","Drug metabolism"
3HPVSTETCOAhcx,"beta oxidation of 3-S-hydroxy-pravastatin-CoA to tetranor-CoA in hepatocytes, peroxisomes","Drug metabolism"
3HPVSTETteb,"efflux of 3-S-hydroxy-pravastatin-tetranor into bile","Drug metabolism"
3HPVSTETtev,"exit of 3-S-hydroxy-pravastatin-tetranor into hepatic vein","Drug metabolism"
3HPVShc,"oxidation of pravastatin to 3-hydroxy pravastatin in hepatocytes","Drug metabolism"
3HPVSteb,"efflux of 3-S-hydroxy-pravastatin into bile","Drug metabolism"
3HPVStep,"3-hydroxy pravastatin exit into portal blood","Drug metabolism"
3HPVSthc,"uptake of 3-hydroxy pravastatin by hepatocytes","Drug metabolism"
3HSMVACIDhep,"conversion of 3-hydroxy simvastatin lactone to acid form","Drug metabolism"
3HSMVACIDteb,"efflux of 3-hydroxy-simvastatin-acid form into bile","Drug metabolism"
3HSMVhep,"acid catalyzed rearrangement of 6-beta-hydroxy-simvastatin to 3-hydroxy simvastatin","Drug metabolism"
3ISPVShc,"isomerization of pravastatin to 3-alpha-iso-pravastatin in hepatocytes","Drug metabolism"
3ISPVSteb,"efflux of 3-alpha-iso-pravastatin into bile","Drug metabolism"
3ISPVStep,"3-alpha-iso-pravastatin exit into portal blood","Drug metabolism"
3ISPVSthc,"uptake of 3-alpha-iso-pravastatin by hepatocytes","Drug metabolism"
3MEACMPhc,"formation of 3-methoxy-acetaminophen in hepatocytes","Drug metabolism"
3OHACMPhr,"oxidation of acetaminophen to 3-OH-acetaminophen in hepatocytes","Drug metabolism"
3OHACMPtev,"efflux of 3-OH-acetaminophen into hepatic vein","Drug metabolism"
4BHGLZABCt,"excretion of 4-beta-OH-gliclazide into bile","Drug metabolism"
4BHGLZhr,"oxidation of gliclazide to 4-beta-OH-gliclazide in hepatocytes","Drug metabolism"
4BHGLZtev,"excretion of 4-beta-OH-gliclazide into hepatic vein","Drug metabolism"
4HATVACIDOXDhc,"oxidation of atorvastatin acid to 4-hydroxy-atorvastatin-acid in hepatocytes","Drug metabolism"
4HATVACIDhc,"conversion of 4-hydroxy-atorvastatin-lactone to its acid form in hepatocytes","Drug metabolism"
4HATVACIDteb,"efflux of 4-hydroxy-atorvastatin-acid into bile","Drug metabolism"
4HATVACIDtep,"efflux of 4-hydroxy-atorvastatin-acid into portal blood","Drug metabolism"
4HATVACIDthc,"uptake of 4-hydroxy-atorvastatin-acid into hepatocytes","Drug metabolism"
4HATVLACOXDhc,"oxidation of atorvastatin lactone to 4-hydroxy-atorvastatin-lactone in hepatocytes","Drug metabolism"
4HATVLAChc,"conversion of 4-hydroxy-atorvastatin-lactone to its acid form in hepatocytes","Drug metabolism"
4HATVLACteb,"efflux of 4-hydroxy-atorvastatin-lactone into bile","Drug metabolism"
4HATVLACtep,"efflux of 4-hydroxy-atorvastatin-lactone into portal blood","Drug metabolism"
4HATVLACthc,"uptake of 4-hydroxy-atorvastatin-lactone into hepatocytes","Drug metabolism"
4HMDGLUCtev,"efflux of 4-OH-midazolam-glucuronide into hepatic vein","Drug metabolism"
4HMDZGLUChr,"glucuronidation of 4-OH-midazolam in enterocytes","Drug metabolism"
4OHMDZhr,"oxidation of midazolam to 4-OH-midazolam in hepatocytes","Drug metabolism"
4OHMDZtev,"efflux of 4-OH-midazolam into hepatic vein","Drug metabolism"
56DHPVShc,"oxidation of triol metabolite to 3-keto-5,6,-dihydroxy-pravastatin in hepatocytes","Drug metabolism"
56DHPVSteb,"efflux of 3-keto-5,6,-dihydroxy-pravastatin into bile","Drug metabolism"
56DHPVStev,"exit of 3-keto-5,6,-dihydroxy-pravastatin into hepatic vein","Drug metabolism"
56EPPVShc,"oxidation of 3-alpha-iso-pravastatin to 5,6-epoxy-3-alpha-iso-pravastatin in hepatocytes","Drug metabolism"
56EPPVSteb,"efflux of 5,6-epoxy-3-alpha-iso-pravastatin into bile","Drug metabolism"
56EPPVStev,"exit of 5,6-epoxy-3-alpha-iso-pravastatin into hepatic vein","Drug metabolism"
5OHFVSGLUhc,"glucuronidation of 5-hydroxy-fluvastatin","Drug metabolism"
5OHFVSGLUtev,"exit of 5-hydroxy-fluvastatin-glucuronide into hepatic vein for excretion in urine","Drug metabolism"
5OHFVShc,"oxidation of fluvastatin to 5-hydroxy-fluvastatin in hepatocytes","Drug metabolism"
5OHFVSteb,"efflux of 5-hydroxy-fluvastatin into bile for excretion into faeces","Drug metabolism"
6AHGLZABCt,"excretion of 6-alpha-OH-gliclazide into bile","Drug metabolism"
6AHGLZhr,"oxidation of gliclazide to 6-alpha-OH-gliclazide in hepatocytes","Drug metabolism"
6AHGLZtev,"excretion of 6-alpha-OH-gliclazide into hepatic vein","Drug metabolism"
6BHGLZABCt,"excretion of 6-beta-OH-gliclazide into bile","Drug metabolism"
6BHGLZGLCABCt,"excretion of 6-beta-OH-gliclazide-glucuronide into bile","Drug metabolism"
6BHGLZGLChr,"glucuronidation of 6-beta-OH-gliclazide-glucuronide in hepatocytes","Drug metabolism"
6BHGLZGLCtev,"excretion of 6-beta-OH-gliclazide-glucuronide into hepatic vein","Drug metabolism"
6BHGLZhr,"oxidation of gliclazide to 6-beta-OH-gliclazide in hepatocytes","Drug metabolism"
6BHGLZtev,"excretion of 6-beta-OH-gliclazide into hepatic vein","Drug metabolism"
6CSMVACIDhep,"conversion of 6-beta-carboxy simvastatin lactone to acid form","Drug metabolism"
6CSMVACIDteb,"efflux of 6-beta-carboxy-simvastatin-acid form into bile","Drug metabolism"
6CSMVhep,"oxidation of 6-exomethylene simvastatin to 6-beta-hydroxy carboxy simvastatin lactone form","Drug metabolism"
6EPSteb,"efflux of 6-epipravastatin into bile","Drug metabolism"
6EPVStep,"6-epi-pravastatin exit into portal blood","Drug metabolism"
6EPVShc,"isomerization of pravastatin to 6-epi-pravastatin in hepatocytes","Drug metabolism"
6EPVSthc,"uptake of 6-epi-pravastatin by hepatocytes","Drug metabolism"
6HLVSTAChep,"conversion of lactone form of 6-beta-hydroxy-lovastatin to acid form","Drug metabolism"
6HLVSTthep,"uptake of 6-beta-hydroxy-lovastatin by hepatocytes","Drug metabolism"
6HMSMVACIDhep,"conversion of 6-beta-hydroxy-methyl simvastatin lactone to acid form","Drug metabolism"
6HMSMVACIDteb,"efflux of 6-beta-hydroxy-methyl-simvastatin-acid into bile","Drug metabolism"
6HMSMVhep,"oxidation of 6-exomethylene simvastatin to 6-beta-hydroxy methyl simvastatin","Drug metabolism"
6HSMVACIDhep,"conversion of 6-beta-hydroxy simvastatin lactone to acid form","Drug metabolism"
6HSMVACIDteb,"efflux of 6-beta-hydroxy simvastatin acid into bile","Drug metabolism"
6HSMVhep,"oxidation of simvastatin to 6-beta-hydroxy simvastatin","Drug metabolism"
6MELACAChep,"conversion of lactone form of 6-exomethylene-lovastatin to acid form","Drug metabolism"
6MELVACtbc,"release of 6-exomethylene-lovastatin-acid form into bile","Drug metabolism"
6MELVSTthep,"uptake of 6-exomethylene-lovastatin by hepatocytes","Drug metabolism"
6MSMVhep,"oxidation of simvastatin to 6-exomethylene lactone form","Drug metabolism"
6OHFVSGLUhc,"glucuronidation of 6-hydroxy-fluvastatin","Drug metabolism"
6OHFVSGLUtev,"exit of 6-hydroxy-fluvastatin-glucuronide into hepatic vein for excretion in urine","Drug metabolism"
6OHFVShc,"oxidation of fluvastatin to 6-hydroxy-fluvastatin in hepatocytes","Drug metabolism"
6OHFVSteb,"efflux of 6-hydroxy-fluvastatin into bile for excretion into faeces","Drug metabolism"
7AHGLZABCt,"excretion of 7-alpha-OH-gliclazide into bile","Drug metabolism"
7AHGLZhr,"oxidation of gliclazide to 7-alpha-OH-gliclazide in hepatocytes","Drug metabolism"
7AHGLZtev,"excretion of 7-alpha-OH-gliclazide into hepatic vein","Drug metabolism"
7BHGLZABCt,"excretion of 7-beta-OH-gliclazide into bile","Drug metabolism"
7BHGLZGLCABCt,"excretion of 7-beta-OH-gliclazide-glucuronide into bile","Drug metabolism"
7BHGLZGLChr,"glucuronidation of 7-beta-OH-gliclazide-glucuronide in hepatocytes","Drug metabolism"
7BHGLZGLCtev,"excretion of 7-beta-OH-gliclazide-glucuronide into hepatic vein","Drug metabolism"
7BHGLZhr,"oxidation of gliclazide to 7-beta-OH-gliclazide in hepatocytes","Drug metabolism"
7BHGLZtev,"excretion of 7-beta-OH-gliclazide into hepatic vein","Drug metabolism"
7HPVShc,"oxidation of 3-alpha-iso-pravastatin to 7-hydroxy-3-alpha-iso-pravastatin in hepatocytes","Drug metabolism"
7HPVSteb,"efflux of 7-hydroxy-3-alpha-iso-pravastatin into bile","Drug metabolism"
7HPVStev,"exit of 7-hydroxy-3-alpha-iso-pravastatin into hepatic vein","Drug metabolism"
ALLOP2tu,"uptake of allopurinol by the enterocytes","Drug metabolism"
ACMPtu,"efflux of acetaminophen by P-gp from the enterocytes into lumen","Drug metabolism"
ACMPGLUChr,"glucuronidation of acetaminophen in hepatocytes","Drug metabolism"
ACMPGLUTdt,"uptake of acetaminophen-glutathione-conjugate into the enterocytes","Drug metabolism"
ACMPGLUTtep,"efflux of acetaminophen-glutathione-conjugate from enterocytes into portal blood","Drug metabolism"
ACMPGLUTthc,"uptake of acetaminophen-glutathione-conjugate by the hepatocytes","Drug metabolism"
ACMPGLUtep,"efflux of acetaminophen-glucuronide-conjugate from enterocytes into portal blood","Drug metabolism"
ACMPGLUthc,"uptake of acetaminophen-glucuronide-conjugate by the hepatocytes","Drug metabolism"
ACMPShc,"sulphation of acetaminophen in hepatocytes","Drug metabolism"
ACMPdt,"uptake of acetaminophen by enterocytes","Drug metabolism"
ACMPthc,"uptake of acetaminophen by the hepatocytes","Drug metabolism"
ALLOP1tu,"uptake of allopurinol by the enterocytes","Drug metabolism"
ALLOPOXDhep,"oxidation of allopurinol to oxypurinol in hepatocytes","Drug metabolism"
ALLOPtepvb,"uptake of allopurinol by the hepatocytes","Drug metabolism"
AM19CSALThr,"alternative pathway for formation of AM19 from AM1 in hepatocytes","Drug metabolism"
AM19CShr,"oxidation of AM9 to AM19 (cyclosporine) in hepatocytes","Drug metabolism"
AM19CSteb,"efflux of AM19-cyclosporine into bile","Drug metabolism"
AM1A4NCShc,"demethylation of AM1A to AM1A4N in hepatocytes","Drug metabolism"
AM1A4NCSteb,"efflux of AM1A4N-cyclosporine into bile","Drug metabolism"
AM1ACCShr,"oxidation of AM1c to AM1Ac in hepatocytes (alternative mechanism)","Drug metabolism"
AM1ACCStev,"efflux of AM1Ac-cyclosporine into hepatic vein","Drug metabolism"
AM1ACShr,"formation of AM1A-cyclosporine in hepatocytes","Drug metabolism"
AM1ACSteb,"efflux of AM1A-cyclosporine into bile","Drug metabolism"
AM1ACStep,"efflux of AM1A (cyclosporine) into portal blood","Drug metabolism"
AM1ALCShr,"formation of AM1AL-cyclosporine in hepatocytes","Drug metabolism"
AM1ALCSteb,"efflux of AM1AL-cyclosporine into bile","Drug metabolism"
AM1ALCStep,"efflux of AM1AL (cyclosporine) into portal blood","Drug metabolism"
AM1C4N9CShc,"demethylation of AM1c9 to AM1c4N9 in hepatocytes (alternative mechanism)","Drug metabolism"
AM1C4N9CSteb,"efflux of AM1c4N9-cyclosporine into bile","Drug metabolism"
AM1C9CShr,"oxidation of AM1c to AM1c9 in hepatocytes (alternative mechanism)","Drug metabolism"
AM1C9CSteb,"efflux of AM1c9-cyclosporine into bile","Drug metabolism"
AM1C9CStev,"efflux of AM1c9-cyclosporine into hepatic vein","Drug metabolism"
AM1CCShr,"oxidation of cyclosporine to AM1c in hepatocytes","Drug metabolism"
AM1CCSteb,"efflux of AM1c-cyclosporine into bile","Drug metabolism"
AM1CCStev,"efflux of AM1c-cyclosporine into hepatic vein","Drug metabolism"
AM1CGLChr,"glucuronidation of AM1c in hepatocytes","Drug metabolism"
AM1CGLCteb,"efflux of AM1c-glucuronide into bile","Drug metabolism"
AM1CSAhr,"oxidation of cyclosporine to AM1 in hepatocytes","Drug metabolism"
AM1CSAtep,"efflux of AM1 (cyclosporine) into portal blood","Drug metabolism"
AM4N9CShc,"demethylation of AM9 to AM4N9 in hepatocytes","Drug metabolism"
AM4N9CShr,"oxidation of AM4N to AM4N9 in hepatocytes","Drug metabolism"
AM4N9CStev,"efflux of AM4N9-cyclosporine into hepatic vein","Drug metabolism"
AM4NC9CSteb,"efflux of AM4N9-cyclosporine into bile","Drug metabolism"
AM4NCShr,"demethylation of cyclosporine to AM4N in hepatocytes","Drug metabolism"
AM4NCSteb,"efflux of AM4N-cyclosporine into bile","Drug metabolism"
AM4NCStep,"efflux of AM4N (cyclosporine) into portal blood","Drug metabolism"
AM9CSAhr,"oxidation of cyclosporine to AM9 in hepatocytes","Drug metabolism"
AM9CSAteb,"efflux of AM9-cyclosporine into bile","Drug metabolism"
AM9CSAtep,"efflux of AM9 (cyclosporine) into portal blood","Drug metabolism"
ATVACIDMCTtu,"uptake of atorvastatin by enterocytes by MCT1","Drug metabolism"
ATVACIDOATPtu,"uptake of atorvastatin by enterocytes","Drug metabolism"
ATVACIDhc,"conversion of lactone to acid form of atorvastatin in hepatocytes","Drug metabolism"
ATVACIDhr,"spontaneous conversion of atorvastatin ether glucuronide (G1) to atorvastatin-acid","Drug metabolism"
ATVACIDtdu,"passive diffusion of atorvastatin into enterocytes","Drug metabolism"
ATVACIDtu,"efflux of atorvastatin acid by P-gp from the enterocytes into lumen","Drug metabolism"
ATVACYLGLUChc,"glucuronidation of atorvastatin to atorvastatin acyl glucuronide (G2) in hepatocytes","Drug metabolism"
ATVETHGLUChc,"glucuronidation of atorvastatin to atorvastatin ether glucuronide (G1) in hepatocytes","Drug metabolism"
ATVLACGLCURhc,"glucuronidation of atorvastatin lactone to atorvastain lactone ether glucuronide (G3) in hepatocytes","Drug metabolism"
ATVLACThc,"uptake of atorvastatin-lactone into hepatocytes","Drug metabolism"
ATVLACh2r,"spontaneous conversion of glucuronide (G2) to lactone form of atorvastatin","Drug metabolism"
ATVLAChc,"lactonization of atorvastatin in hepatocytes","Drug metabolism"
ATVLAChr,"spontaneous conversion of atorvastain lactone ether glucuronide (G3) to atorvastatin-lactone in hepatocytes","Drug metabolism"
ATVLACtdhc,"passive diffusion of atorvastatin lactone into hepatocytes","Drug metabolism"
ATVLACtu,"efflux of atorvastatin lactone by P-gp from the enterocytes into lumen","Drug metabolism"
Am19CStev,"efflux of AM19-cyclosporine into hepatic vein","Drug metabolism"
Am1CSAteb,"efflux of AM1-cyclosporine into bile","Drug metabolism"
CARBIBUP_SGLUthv,"release of S-carboxy ibuprofen glucuronide into hepatic vein","Drug metabolism"
CARIBUP_Rthv,"release of R-carboxy ibuprofen into hepatic vein","Drug metabolism"
CARIBUP_SGLUhep,"glucuronidation of S-carboxy ibuprofen","Drug metabolism"
CARIBUP_Sthv,"release of S-carboxy ibuprofen into hepatic vein","Drug metabolism"
CRGLZABCt,"excretion of carboxy-gliclazide into bile","Drug metabolism"
CRGLZhr,"oxidation of methyl-hydroxy-gliclazide to carboxy-gliclazide in hepatocytes","Drug metabolism"
CRGLZtev,"excretion of carboxy-gliclazide into hepatic vein","Drug metabolism"
CRVS1M24hc,"hydroxylation of cerivastatin-M1 to M24 in hepatocytes","Drug metabolism"
CRVS1tev,"exit of cerivastatin-M1 into hepatic vein","Drug metabolism"
CRVS23M24hc,"demethylation of cerivastatin-M23 to M24 in hepatocytes","Drug metabolism"
CRVSATPthc,"cerivastatin uptake by hepatocytes by active transport","Drug metabolism"
CRVSATPtu,"efflux of cerivastatin by P-gp or BCRP from the enterocytes into lumen","Drug metabolism"
CRVSM1SPhc,"de-lactonization of cerivastatin-M22 to cerivastatin-M1 in hepatocytes","Drug metabolism"
CRVSM1hc,"demethylation of cerivastatin to M1 in hepatocytes","Drug metabolism"
CRVSM1hr,"beta-glucuronidase of cerivastatin-M1-glucuronide to M1 form","Drug metabolism"
CRVSM1teb,"efflux of cerivastatin-M1 into bile","Drug metabolism"
CRVSM22hc,"spontaneous conversion of glucuronide to cerivastatin-M22 in hepatocytes","Drug metabolism"
CRVSM23hc,"hydroxylation of cerivastatin to M23 in hepatocytes","Drug metabolism"
CRVSM23hr,"beta-glucuronidase of cerivastatin-M23-glucuronide to M23 form","Drug metabolism"
CRVSM23teb,"efflux of cerivastatin-M23 into bile","Drug metabolism"
CRVSM23tev,"exit of cerivastatin-M23 into hepatic vein","Drug metabolism"
CRVSM24teb,"efflux of cerivastatin-M24 into bile","Drug metabolism"
CRVSM24tev,"exit of cerivastatin-M24 into hepatic vein","Drug metabolism"
CRVSM31hc,"spontaneous conversion of glucuronide to cerivastatin-M31 in hepatocytes","Drug metabolism"
CRVStu,"cerivastatin uptake by enterocytes","Drug metabolism"
CRVSthc,"cerivastatin uptake by hepatocytes","Drug metabolism"
CSASULPhc,"conjugation of cyclosporine with sulphate for excretion in hepatocytes","Drug metabolism"
CSASULPteb,"efflux of cyclosporine-sulphate into bile","Drug metabolism"
