Drug_Pair,Gene_Pair,Phenotype_Essentiality,Phenotype_Safety,Number_Genes,Drugs1,Drugs2
Tegafur-uracil;Capecitabine,"{'TYMS;SLC29A2', 'TYMS;TYMP'}",1.0,0.5,2,Tegafur-uracil,Capecitabine
Zidovudine;Fluorouracil,"{'TYMS;SLC29A2', 'SLC29A2;SLC29A1'}",1.0,1.0,2,Zidovudine,Fluorouracil
Gemcitabine;Capecitabine,"{'TYMS;SLC29A2', 'TYMS;TYMP'}",1.0,0.5,2,Gemcitabine,Capecitabine
Tegafur-uracil;Tegafur-uracil,"{'TYMS;SLC29A2', 'SLC29A2;SLC29A1'}",1.0,1.0,2,Tegafur-uracil,Tegafur-uracil
Gemcitabine;Floxuridine,"{'TYMS;SLC29A2', 'TYMS;TYMP'}",1.0,0.5,2,Gemcitabine,Floxuridine
Quinidine;Methotrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Quinidine,Methotrexate
Desipramine;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK'}",1.0,1.0,2,Desipramine,Thymidine monophosphate
Metamfetamine;DB07141,{'SLC22A5;DHFR'},1.0,1.0,1,Metamfetamine,DB07141
Histamine;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Histamine,Pemetrexed
Ceftazidime;Pralatrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Ceftazidime,Pralatrexate
Acetylcholine;Methotrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Acetylcholine,Methotrexate
Trifluridine;Proguanil,"{'TYMP;DHFR', 'DHFR;SLC29A2'}",1.0,0.5,2,Trifluridine,Proguanil
Trifluridine;Piritrexim,"{'TYMP;DHFR', 'DHFR;SLC29A2'}",1.0,0.5,2,Trifluridine,Piritrexim
Histamine;Methotrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Histamine,Methotrexate
Trifluridine;Lamotrigine,"{'TYMP;DHFR', 'DHFR;SLC29A2'}",1.0,0.5,2,Trifluridine,Lamotrigine
Trifluridine;Iclaprim,"{'TYMP;DHFR', 'DHFR;SLC29A2'}",1.0,0.5,2,Trifluridine,Iclaprim
Ceftazidime;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Ceftazidime,Pemetrexed
Trifluridine;Gentamicin,"{'TYMP;DHFR', 'DHFR;SLC29A2'}",1.0,0.5,2,Trifluridine,Gentamicin
Trifluridine;Pyrimethamine,"{'TYMP;DHFR', 'DHFR;SLC29A2'}",1.0,0.5,2,Trifluridine,Pyrimethamine
Trifluridine;Sri-9439,"{'TYMP;DHFR', 'DHFR;SLC29A2'}",1.0,0.5,2,Trifluridine,Sri-9439
Sofosbuvir;Flavin adenine dinucleotide,"{'CMPK1;GCDH', 'CMPK1;DLD'}",1.0,0.0,2,Sofosbuvir,Flavin adenine dinucleotide
Trifluridine;Trimetrexate,"{'TYMP;DHFR', 'DHFR;SLC29A2'}",1.0,0.5,2,Trifluridine,Trimetrexate
Sofosbuvir;Glycine,"{'CMPK1;DLD', 'CMPK1;AGXT'}",1.0,0.5,2,Sofosbuvir,Glycine
Didanosine;Trifluridine,"{'TYMS;SLC29A2', 'SLC29A2;SLC29A1'}",1.0,1.3333333333333333,2,Didanosine,Trifluridine
Didanosine;Tegafur-uracil,"{'TYMS;SLC29A2', 'SLC29A2;SLC29A1'}",1.0,1.3333333333333333,2,Didanosine,Tegafur-uracil
Tetrafluoroaluminate Ion;Pyruvic acid,"{'CMPK1;PDHB', 'CMPK1;SLC16A1'}",1.0,0.0,2,Tetrafluoroaluminate Ion,Pyruvic acid
Levamlodipine;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK'}",1.0,1.0,2,Levamlodipine,Thymidine monophosphate
Mepyramine;Methotrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Mepyramine,Methotrexate
Acetylcholine;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK'}",1.0,1.0,2,Acetylcholine,Thymidine monophosphate
Uridine-5'-Diphosphate;Pyruvic acid,"{'CMPK1;PDHB', 'CMPK1;SLC16A1'}",1.0,0.0,2,Uridine-5'-Diphosphate,Pyruvic acid
Acetylcholine;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Acetylcholine,Pemetrexed
Aminohippuric acid;Methotrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Aminohippuric acid,Methotrexate
Aldosterone;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Aldosterone,Pemetrexed
Guanidine;Methotrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Guanidine,Methotrexate
Cefepime;Pralatrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Cefepime,Pralatrexate
Guanidine;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Guanidine,Pemetrexed
Levamlodipine;Methotrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Levamlodipine,Methotrexate
Uridine-5'-Diphosphate;Glycine,"{'CMPK1;DLD', 'CMPK1;AGXT'}",1.0,0.5,2,Uridine-5'-Diphosphate,Glycine
Guanidine;Pralatrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Guanidine,Pralatrexate
Tetrafluoroaluminate Ion;Glycine,"{'CMPK1;DLD', 'CMPK1;AGXT'}",1.0,0.5,2,Tetrafluoroaluminate Ion,Glycine
Levamlodipine;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Levamlodipine,Pemetrexed
Aldosterone;Methotrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Aldosterone,Methotrexate
Aldosterone;Pralatrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Aldosterone,Pralatrexate
Trifluridine;Sri-9662,"{'TYMP;DHFR', 'DHFR;SLC29A2'}",1.0,0.5,2,Trifluridine,Sri-9662
Benzylpenicillin;Pralatrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Benzylpenicillin,Pralatrexate
Benzylpenicillin;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Benzylpenicillin,Pemetrexed
Aminohippuric acid;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK'}",1.0,1.0,2,Aminohippuric acid,Thymidine monophosphate
Nicotine;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK'}",1.0,1.0,2,Nicotine,Thymidine monophosphate
Cyclacillin;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK'}",1.0,1.0,2,Cyclacillin,Thymidine monophosphate
Dopamine;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Dopamine,Pemetrexed
Acetylcholine;Pralatrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Acetylcholine,Pralatrexate
Dopamine;Pralatrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Dopamine,Pralatrexate
Mepyramine;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK'}",1.0,1.0,2,Mepyramine,Thymidine monophosphate
Ceftazidime;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK'}",1.0,1.0,2,Ceftazidime,Thymidine monophosphate
Dopamine;Methotrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Dopamine,Methotrexate
Histamine;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK'}",1.0,1.0,2,Histamine,Thymidine monophosphate
Sofosbuvir;Ubiquinone Q1,"{'CMPK1;SDHC', 'CMPK1;SDHB', 'CMPK1;SDHD', 'CMPK1;SDHA'}",1.0,1.0,4,Sofosbuvir,Ubiquinone Q1
Tegafur-uracil;Trifluridine,"{'TYMS;SLC29A2', 'SLC29A2;SLC29A1', 'TYMS;TYMP'}",1.0,1.0,3,Tegafur-uracil,Trifluridine
Uridine-5'-Diphosphate;DB04141,"{'CMPK1;SDHC', 'CMPK1;SDHB', 'CMPK1;SDHD', 'CMPK1;SDHA'}",1.0,1.0,4,Uridine-5'-Diphosphate,DB04141
Uridine-5'-Diphosphate;Ubiquinone Q1,"{'CMPK1;SDHC', 'CMPK1;SDHB', 'CMPK1;SDHD', 'CMPK1;SDHA'}",1.0,1.0,4,Uridine-5'-Diphosphate,Ubiquinone Q1
Lamivudine;Ubiquinone Q1,"{'CMPK1;SDHC', 'CMPK1;SDHB', 'CMPK1;SDHD', 'CMPK1;SDHA'}",1.0,1.0,4,Lamivudine,Ubiquinone Q1
Pralatrexate;Trifluridine,"{'TYMS;SLC29A2', 'DHFR;SLC29A2', 'TYMP;DHFR', 'TYMS;TYMP'}",1.0,0.5,4,Pralatrexate,Trifluridine
Lamivudine;DB04141,"{'CMPK1;SDHC', 'CMPK1;SDHB', 'CMPK1;SDHD', 'CMPK1;SDHA'}",1.0,1.0,4,Lamivudine,DB04141
Tetrafluoroaluminate Ion;DB04141,"{'CMPK1;SDHC', 'CMPK1;SDHB', 'CMPK1;SDHD', 'CMPK1;SDHA'}",1.0,1.0,4,Tetrafluoroaluminate Ion,DB04141
Gemcitabine;Ubiquinone Q1,"{'CMPK1;SDHC', 'CMPK1;SDHB', 'CMPK1;SDHD', 'CMPK1;SDHA'}",1.0,1.0,4,Gemcitabine,Ubiquinone Q1
Cytidine-5'-Monophosphate;Ubiquinone Q1,"{'CMPK1;SDHC', 'CMPK1;SDHB', 'CMPK1;SDHD', 'CMPK1;SDHA'}",1.0,1.0,4,Cytidine-5'-Monophosphate,Ubiquinone Q1
Gemcitabine;DB04141,"{'CMPK1;SDHC', 'CMPK1;SDHB', 'CMPK1;SDHD', 'CMPK1;SDHA'}",1.0,1.0,4,Gemcitabine,DB04141
Tegafur-uracil;Fluorouracil,"{'TYMS;SLC29A2', 'SLC29A2;SLC29A1', 'TYMS;TYMP'}",1.0,1.0,3,Tegafur-uracil,Fluorouracil
Tetrafluoroaluminate Ion;Ubiquinone Q1,"{'CMPK1;SDHC', 'CMPK1;SDHB', 'CMPK1;SDHD', 'CMPK1;SDHA'}",1.0,1.0,4,Tetrafluoroaluminate Ion,Ubiquinone Q1
DB03664;Ubiquinone Q1,"{'CMPK1;SDHC', 'CMPK1;SDHB', 'CMPK1;SDHD', 'CMPK1;SDHA'}",1.0,1.0,4,DB03664,Ubiquinone Q1
Levocarnitine;Thymidine monophosphate,"{'SLC22A5;TYMS', 'DTYMK;CPT2', 'SLC22A5;DTYMK', 'SLC25A20;DTYMK'}",1.0,1.0,4,Levocarnitine,Thymidine monophosphate
Methotrexate;Pyridoxal phosphate,"{'TYMS;PLPBP', 'DHFR;PLPBP', 'GGH;CTH', 'SLCO1A2;CTH'}",1.0,0.5,4,Methotrexate,Pyridoxal phosphate
Cytidine-5'-Monophosphate;DB04141,"{'CMPK1;SDHC', 'CMPK1;SDHB', 'CMPK1;SDHD', 'CMPK1;SDHA'}",1.0,1.0,4,Cytidine-5'-Monophosphate,DB04141
DB03664;DB04141,"{'CMPK1;SDHC', 'CMPK1;SDHB', 'CMPK1;SDHD', 'CMPK1;SDHA'}",1.0,1.0,4,DB03664,DB04141
Methotrexate;Trifluridine,"{'TYMS;SLC29A2', 'DHFR;SLC29A2', 'TYMP;DHFR', 'TYMS;TYMP'}",1.0,0.5,4,Methotrexate,Trifluridine
Sofosbuvir;DB04141,"{'CMPK1;SDHC', 'CMPK1;SDHB', 'CMPK1;SDHD', 'CMPK1;SDHA'}",1.0,1.0,4,Sofosbuvir,DB04141
Trifluridine;Pemetrexed,"{'TYMS;TYMP', 'SLC29A2;SLC29A1', 'DHFR;SLC29A2', 'TYMS;SLC29A2', 'TYMP;DHFR'}",1.0,0.8,5,Trifluridine,Pemetrexed
Gemcitabine;Fluorouracil,"{'TYMS;SLC29A2', 'SLC29A2;SLC29A1', 'TYMS;TYMP'}",1.0,1.0,3,Gemcitabine,Fluorouracil
Levocarnitine;Zidovudine monophosphate,"{'DTYMK;CPT2', 'SLC22A5;DTYMK', 'SLC25A20;DTYMK'}",1.0,1.0,3,Levocarnitine,Zidovudine monophosphate
Procainamide;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK'}",1.0,1.0,2,Procainamide,Thymidine monophosphate
"Levocarnitine;2',3'-Dideoxythymidine-5'-Monophosphate","{'DTYMK;CPT2', 'SLC22A5;DTYMK', 'SLC25A20;DTYMK'}",1.0,1.0,3,Levocarnitine,"2',3'-Dideoxythymidine-5'-Monophosphate"
Didanosine;Fluorouracil,"{'TYMS;SLC29A2', 'SLC29A2;SLC29A1'}",1.0,1.0,2,Didanosine,Fluorouracil
Mepyramine;Pralatrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Mepyramine,Pralatrexate
Norfloxacin;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK'}",1.0,1.0,2,Norfloxacin,Thymidine monophosphate
Aminohippuric acid;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Aminohippuric acid,Pemetrexed
Mepyramine;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Mepyramine,Pemetrexed
Aminohippuric acid;Pralatrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Aminohippuric acid,Pralatrexate
Levocarnitine;DB03195,"{'DTYMK;CPT2', 'SLC22A5;DTYMK', 'SLC25A20;DTYMK'}",1.0,1.0,3,Levocarnitine,DB03195
Levocarnitine;DB03845,"{'DTYMK;CPT2', 'SLC22A5;DTYMK', 'SLC25A20;DTYMK'}",1.0,1.0,3,Levocarnitine,DB03845
Zidovudine;Pemetrexed,"{'TYMS;SLC29A2', 'SLC29A2;SLC29A1', 'DHFR;SLC29A2'}",1.0,0.6666666666666666,3,Zidovudine,Pemetrexed
Levocarnitine;DB03280,"{'DTYMK;CPT2', 'SLC22A5;DTYMK', 'SLC25A20;DTYMK'}",1.0,1.0,3,Levocarnitine,DB03280
Tegafur-uracil;Pemetrexed,"{'TYMS;SLC29A2', 'SLC29A2;SLC29A1', 'DHFR;SLC29A2'}",1.0,0.6666666666666666,3,Tegafur-uracil,Pemetrexed
Levocarnitine;DB04395,"{'DTYMK;CPT2', 'SLC22A5;DTYMK', 'SLC25A20;DTYMK'}",1.0,1.0,3,Levocarnitine,DB04395
Levocarnitine;3'-deoxy-3'-aminothymidine monophosphate,"{'DTYMK;CPT2', 'SLC22A5;DTYMK', 'SLC25A20;DTYMK'}",1.0,1.0,3,Levocarnitine,3'-deoxy-3'-aminothymidine monophosphate
Trifluridine;Fluorouracil,"{'TYMS;SLC29A2', 'SLC29A2;SLC29A1', 'TYMS;TYMP'}",1.0,1.0,3,Trifluridine,Fluorouracil
Didanosine;Pemetrexed,"{'TYMS;SLC29A2', 'SLC29A2;SLC29A1', 'DHFR;SLC29A2'}",1.0,0.6666666666666666,3,Didanosine,Pemetrexed
Gemcitabine;Methotrexate,"{'TYMS;SLC29A2', 'CMPK1;SLC16A1', 'DHFR;SLC29A2'}",1.0,0.0,3,Gemcitabine,Methotrexate
Gemcitabine;Pemetrexed,"{'TYMS;SLC29A2', 'SLC29A2;SLC29A1', 'DHFR;SLC29A2'}",1.0,0.6666666666666666,3,Gemcitabine,Pemetrexed
Trifluridine;Trifluridine,"{'TYMS;SLC29A2', 'SLC29A2;SLC29A1', 'TYMS;TYMP'}",1.0,1.0,3,Trifluridine,Trifluridine
Dopamine;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK', 'SOD1;DTYMK'}",1.0,1.0,3,Dopamine,Thymidine monophosphate
Zalcitabine;Pemetrexed,"{'TYMS;SLC29A2', 'SLC29A2;SLC29A1', 'DHFR;SLC29A2'}",1.0,0.6666666666666666,3,Zalcitabine,Pemetrexed
Dopamine;3'-deoxy-3'-aminothymidine monophosphate,"{'SLC22A5;DTYMK', 'SOD1;DTYMK'}",1.0,1.0,2,Dopamine,3'-deoxy-3'-aminothymidine monophosphate
Cefepime;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Cefepime,Pemetrexed
Diphenhydramine;Methotrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Diphenhydramine,Methotrexate
Azathioprine;Tegafur-uracil,"{'TYMS;SLC29A2', 'SLC29A2;SLC29A1'}",1.0,1.0,2,Azathioprine,Tegafur-uracil
"S,S-(2-Hydroxyethyl)Thiocysteine;Trifluridine","{'TYMS;SLC29A2', 'TYMS;TYMP'}",1.0,0.5,2,"S,S-(2-Hydroxyethyl)Thiocysteine",Trifluridine
DB08734;Trifluridine,"{'TYMS;SLC29A2', 'TYMS;TYMP'}",1.0,0.5,2,DB08734,Trifluridine
Methotrexate;DB02328,"{'GGH;CTH', 'SLCO1A2;CTH'}",1.0,0.0,2,Methotrexate,DB02328
Methotrexate;DB03928,"{'GGH;CTH', 'SLCO1A2;CTH'}",1.0,0.0,2,Methotrexate,DB03928
Methotrexate;Didanosine,"{'TYMS;SLC29A2', 'DHFR;SLC29A2'}",1.0,0.0,2,Methotrexate,Didanosine
Methotrexate;Floxuridine,"{'TYMP;DHFR', 'TYMS;TYMP'}",1.0,1.0,2,Methotrexate,Floxuridine
Methotrexate;Fluorouracil,"{'TYMP;DHFR', 'TYMS;TYMP'}",1.0,1.0,2,Methotrexate,Fluorouracil
Methotrexate;Hexadecanal,"{'TYMS;DBI', 'DHFR;DBI'}",1.0,1.0,2,Methotrexate,Hexadecanal
Azathioprine;Trifluridine,"{'TYMS;SLC29A2', 'SLC29A2;SLC29A1'}",1.0,1.0,2,Azathioprine,Trifluridine
Metamfetamine;Pralatrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Metamfetamine,Pralatrexate
Methotrexate;Coenzyme A,"{'TYMS;DBI', 'DHFR;DBI'}",1.0,1.0,2,Methotrexate,Coenzyme A
Ampicillin;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK'}",1.0,1.0,2,Ampicillin,Thymidine monophosphate
DB08479;Trifluridine,"{'TYMS;SLC29A2', 'TYMS;TYMP'}",1.0,0.5,2,DB08479,Trifluridine
Thymidine monophosphate;Hexadecanal,"{'TYMS;DBI', 'DTYMK;DBI'}",1.0,1.0,2,Thymidine monophosphate,Hexadecanal
Azidocillin;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK'}",1.0,1.0,2,Azidocillin,Thymidine monophosphate
Quinine;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK'}",1.0,1.0,2,Quinine,Thymidine monophosphate
Cytidine-5'-Monophosphate;Pyruvic acid,"{'CMPK1;PDHB', 'CMPK1;SLC16A1'}",1.0,0.0,2,Cytidine-5'-Monophosphate,Pyruvic acid
Lamivudine;Flavin adenine dinucleotide,"{'CMPK1;GCDH', 'CMPK1;DLD'}",1.0,0.0,2,Lamivudine,Flavin adenine dinucleotide
Degraded Cephaloridine;Methotrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Degraded Cephaloridine,Methotrexate
Degraded Cephaloridine;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Degraded Cephaloridine,Pemetrexed
Methotrexate;Cysteine,"{'GGH;CTH', 'SLCO1A2;CTH'}",1.0,0.0,2,Methotrexate,Cysteine
Methotrexate;Cidofovir,"{'TYMP;DHFR', 'TYMS;TYMP'}",1.0,1.0,2,Methotrexate,Cidofovir
Diphenhydramine;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Diphenhydramine,Pemetrexed
Methotrexate;Zidovudine,"{'TYMS;SLC29A2', 'DHFR;SLC29A2'}",1.0,0.0,2,Methotrexate,Zidovudine
Nicotine;Methotrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Nicotine,Methotrexate
Nicotine;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Nicotine,Pemetrexed
Nicotine;Pralatrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Nicotine,Pralatrexate
Trifluridine;DB08642,"{'TYMP;DHFR', 'DHFR;SLC29A2'}",1.0,0.5,2,Trifluridine,DB08642
Quinine;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Quinine,Pemetrexed
Quinine;Pralatrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Quinine,Pralatrexate
Methotrexate;Tezacitabine,"{'TYMP;DHFR', 'TYMS;TYMP'}",1.0,1.0,2,Methotrexate,Tezacitabine
Methotrexate;Tipiracil,"{'TYMP;DHFR', 'TYMS;TYMP'}",1.0,1.0,2,Methotrexate,Tipiracil
Methotrexate;Zalcitabine,"{'TYMS;SLC29A2', 'DHFR;SLC29A2'}",1.0,0.0,2,Methotrexate,Zalcitabine
Metamfetamine;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK'}",1.0,1.0,2,Metamfetamine,Thymidine monophosphate
Methotrexate;Capecitabine,"{'TYMP;DHFR', 'TYMS;TYMP'}",1.0,1.0,2,Methotrexate,Capecitabine
Dactinomycin;Methotrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Dactinomycin,Methotrexate
Dactinomycin;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Dactinomycin,Pemetrexed
Dactinomycin;Pralatrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Dactinomycin,Pralatrexate
Tiotropium;Methotrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Tiotropium,Methotrexate
Tiotropium;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Tiotropium,Pemetrexed
Tiotropium;Pralatrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Tiotropium,Pralatrexate
Methotrexate;Tegafur-uracil,"{'TYMS;SLC29A2', 'DHFR;SLC29A2'}",1.0,0.0,2,Methotrexate,Tegafur-uracil
Methotrexate;Proline,"{'TYMS;PLPBP', 'DHFR;PLPBP'}",1.0,1.0,2,Methotrexate,Proline
Methotrexate;L-2-amino-3-butynoic acid,"{'GGH;CTH', 'SLCO1A2;CTH'}",1.0,0.0,2,Methotrexate,L-2-amino-3-butynoic acid
Degraded Cephaloridine;Pralatrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Degraded Cephaloridine,Pralatrexate
Azidocillin;Pralatrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Azidocillin,Pralatrexate
Ipratropium;Methotrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Ipratropium,Methotrexate
Cyclacillin;Pralatrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Cyclacillin,Pralatrexate
Norepinephrine;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Norepinephrine,Pemetrexed
Uridine-5'-Diphosphate;Mersalyl,"{'CMPK1;ALPL', 'CMPK1;SLC16A1'}",1.0,0.5,2,Uridine-5'-Diphosphate,Mersalyl
Tetrafluoroaluminate Ion;Mersalyl,"{'CMPK1;ALPL', 'CMPK1;SLC16A1'}",1.0,0.5,2,Tetrafluoroaluminate Ion,Mersalyl
Benzylpenicillin;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK'}",1.0,1.0,2,Benzylpenicillin,Thymidine monophosphate
Norfloxacin;Methotrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Norfloxacin,Methotrexate
Cyclacillin;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Cyclacillin,Pemetrexed
Norfloxacin;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Norfloxacin,Pemetrexed
Sofosbuvir;Mersalyl,"{'CMPK1;ALPL', 'CMPK1;SLC16A1'}",1.0,0.5,2,Sofosbuvir,Mersalyl
Norfloxacin;Pralatrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Norfloxacin,Pralatrexate
Uridine-5'-Diphosphate;Flavin adenine dinucleotide,"{'CMPK1;GCDH', 'CMPK1;DLD'}",1.0,0.0,2,Uridine-5'-Diphosphate,Flavin adenine dinucleotide
Dactinomycin;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK'}",1.0,1.0,2,Dactinomycin,Thymidine monophosphate
Norepinephrine;Methotrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Norepinephrine,Methotrexate
Procainamide;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Procainamide,Pemetrexed
Guanidine;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK'}",1.0,1.0,2,Guanidine,Thymidine monophosphate
Procainamide;Pralatrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Procainamide,Pralatrexate
Diphenhydramine;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK'}",1.0,1.0,2,Diphenhydramine,Thymidine monophosphate
Tetrafluoroaluminate Ion;Flavin adenine dinucleotide,"{'CMPK1;GCDH', 'CMPK1;DLD'}",1.0,0.0,2,Tetrafluoroaluminate Ion,Flavin adenine dinucleotide
"Dopamine;2',3'-Dideoxythymidine-5'-Monophosphate","{'SLC22A5;DTYMK', 'SOD1;DTYMK'}",1.0,1.0,2,Dopamine,"2',3'-Dideoxythymidine-5'-Monophosphate"
Sofosbuvir;Pyruvic acid,"{'CMPK1;PDHB', 'CMPK1;SLC16A1'}",1.0,0.0,2,Sofosbuvir,Pyruvic acid
Diphenhydramine;Pralatrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Diphenhydramine,Pralatrexate
Dopamine;DB04395,"{'SLC22A5;DTYMK', 'SOD1;DTYMK'}",1.0,1.0,2,Dopamine,DB04395
Cefepime;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK'}",1.0,1.0,2,Cefepime,Thymidine monophosphate
Dopamine;DB03845,"{'SLC22A5;DTYMK', 'SOD1;DTYMK'}",1.0,1.0,2,Dopamine,DB03845
Norepinephrine;Pralatrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Norepinephrine,Pralatrexate
