genes,H1299_polyA_S2-24h-A,H1299_polyA_S2-24h-B
MTX2,23.551,23.392
MYL5,1.841,2.22
RNU6-107P,0.0,0.0
SLC25A24,12.715,12.59
AL133370.1,0.0,0.0
AL590704.1,0.054000000000000006,0.0
AL596276.2,0.0,0.0
RBMS1,8.905,8.788
MTND4P25,0.0,0.0
MIGA1,4.333,4.52
TLDC2,0.017,0.018000000000000002
AC133552.5,1.037,0.7559999999999999
AC024451.1,0.0,0.057999999999999996
ACOT11,1.505,1.585
AC114489.1,0.0,0.0
KRT18P68,0.043,0.09
AL354836.1,0.563,0.857
AC099506.1,0.0,0.0
OXTR,0.51,0.43700000000000006
AC004381.2,0.0,0.0
AC103796.1,0.0,0.125
NTMT1,26.11,26.164
NIPAL3,3.637,3.424
AL646090.2,0.0,0.0
AC053503.5,0.335,0.141
MIR624,0.0,0.0
AP002812.1,0.0,0.18899999999999997
PCIF1,13.548,12.567
AC012441.2,0.115,0.243
AP003122.3,0.0,0.0
RPL23AP71,0.0,0.0
AC073592.2,0.0,0.0
Z97205.2,0.0,0.0
HDAC4-AS1,0.556,0.439
Z82244.1,0.0,0.0
AACSP1,1.815,2.0580000000000003
ARHGAP9,0.05,0.079
AL121949.2,0.0,0.0
ZNF778,6.21,6.146
LIAS,4.227,4.122
AC087269.2,0.0,0.0
PJA1,6.343,6.695
PCDHA12,0.308,0.26
CNIH1,16.512999999999998,15.647
ANGEL2,3.4819999999999998,3.6430000000000002
LINC01868,0.0,0.0
AL358472.3,0.821,1.838
PLXNA4,0.0,0.0
AC008393.1,0.645,0.494
PURPL,0.024,0.0
AC092338.3,0.0,0.031
RF00019,0.0,0.0
LY6K,0.821,0.8640000000000001
OIT3,0.018000000000000002,0.0
AC011524.1,0.0,0.0
AL049712.1,0.049,0.051
AL133445.1,0.094,0.0
FOXP1,0.111,0.12
AL158071.3,0.0,0.0
AC067863.2,0.0,0.0
ATP5PBP3,0.0,0.0
AC068888.1,0.493,0.6859999999999999
ASB6,13.073,13.399000000000001
C11orf1,2.8369999999999997,3.167
CFDP1,15.152999999999999,15.232000000000001
AC234771.4,0.0,0.0
AC105206.1,0.018000000000000002,0.0
LINC00934,0.0,0.0
CD55,3.6710000000000003,3.2510000000000003
ADAMTSL4,1.2790000000000001,1.528
RPL36,123.73299999999999,128.572
ANO4,0.06,0.045
PMIS2,0.0,0.0
LGALS2,0.0,0.0
NUFIP1P,0.519,0.516
ALLC,0.0,0.0
P4HA2-AS1,0.051,0.0
HNRNPA3P7,0.043,0.0
AP001350.2,0.389,0.574
OR7E41P,0.0,0.0
SNORD98,0.0,0.0
ABCA8,0.0,0.0
AP005229.1,0.0,0.0
AC116158.1,0.02,0.063
BSG,184.03400000000002,180.463
NIPA1,12.62,13.162
AC007834.2,0.0,0.131
AC231981.1,0.612,0.7829999999999999
Z99127.1,0.0,0.0
LEPR,0.56,0.529
SDHC,4.0169999999999995,4.145
CACNB4,0.384,0.402
AC084783.1,0.0,0.0
ADAM12,0.017,0.036000000000000004
NLRC4,0.0,0.0
MTRF1LP2,0.0,0.0
AKIRIN2P1,0.0,0.0
AC008038.1,46.129,43.203
AC006557.6,0.0,0.0
AL358075.1,0.0,0.0
Z82180.1,0.0,0.0
RRM2,27.587,28.568
FAM98C,5.171,5.085
NAMPTP1,3.8310000000000004,3.9989999999999997
AC011840.5,0.0,0.0
AP001922.6,0.0,0.0
MRGPRE,0.0,0.0
AC004678.2,0.0,0.0
AL354696.1,0.6,0.451
SEPT14,0.0,0.0
AL137161.1,0.0,0.0
SEC31B,0.306,0.33799999999999997
AL157871.6,10.342,10.021
AC021087.1,0.245,0.172
AC244517.4,0.0,0.0
CASP2,8.395,8.416
ATXN2-AS,1.581,1.48
CCDC58P5,0.0,0.0
VN1R2,0.0,0.0
NSL1,1.395,1.4469999999999998
LINC00366,0.0,0.0
MRPS6,6.297000000000001,6.07
AC018557.1,0.048,0.05
MSRB3,11.94,11.751
TNNT1,15.040999999999999,14.634
NPY1R,0.032,0.023
AC145098.1,0.098,0.0
RF00019,0.0,0.0
TMEM123,85.97,85.92399999999999
AL445253.1,0.105,0.304
HS3ST4,0.0,0.0
OFCC1,0.009000000000000001,0.0
SFTA2,0.0,0.0
AC090142.2,0.0,0.0
TLE7,0.0,0.0
NEIL2,8.596,9.586
SEPHS2P1,0.0,0.0
LOXHD1,0.0,0.0
CCL14,0.0,0.0
AC022400.1,0.0,0.0
AC009303.2,0.01,0.021
AC104819.2,0.0,0.0
AC080013.1,0.14300000000000002,0.107
PRB3,0.0,0.0
LINC01500,0.509,0.425
ZNF428,59.403,55.684
MGAT4EP,0.0,0.0
ACRV1,0.11599999999999999,0.061
STYK1,0.45799999999999996,0.626
ARFGAP3,11.755999999999998,11.908
RPSAP14,0.11900000000000001,0.188
AL391094.1,0.0,0.046
ICAM1,9.293,9.735
METTL9,10.798,11.288
PRSS41,0.0,0.0
AC092587.1,7.341,8.273
GABRA6,0.0,0.0
AC080100.1,0.0,0.0
CHRNE,0.061,0.08900000000000001
AC007920.2,0.0,0.0
MCCC2,18.489,17.799
HLA-H,9.72,13.587
MORF4L1P7,0.0,0.0
AC009120.5,0.11699999999999999,0.092
COPB1,24.798000000000002,25.088
AC091982.3,1.291,2.04
AL445248.1,0.0,0.0
C9,0.142,0.134
TGS1,30.221,30.134
MIR302CHG,0.22899999999999998,0.242
AL079352.1,0.981,0.517
AC104394.1,0.0,0.0
AC003002.2,2.181,1.895
MANF,18.686,19.886
WIPF1,1.06,1.225
RN7SKP181,0.0,0.0
FMN1,0.33299999999999996,0.275
NEAT1,4.186,4.771
LINC02384,0.016,0.017
AC005154.5,26.566999999999997,27.816
AC067852.1,2.08,2.229
AC066692.1,0.0,0.0
AC011503.3,0.24600000000000002,0.071
AC007126.1,0.0,0.0
AC008127.2,0.0,0.0
P4HB,100.12,101.163
RNU4-80P,0.0,0.0
AL158801.5,0.092,0.09699999999999999
ODCP,0.0,0.0
GBP4,0.0,0.006999999999999999
PRPF8,80.247,81.95700000000001
AC005262.1,0.353,0.124
AC011997.1,0.248,0.13
HNRNPA1P25,0.0,0.096
TLE6,0.408,0.45399999999999996
RPL6P24,0.0,0.0
CTF1,2.177,2.562
HNRNPA1P20,0.045,0.047
UBA52P8,0.0,0.0
AC092902.2,0.038,0.0
AC012615.5,0.0,0.0
AC108704.2,0.49,0.401
SMAD2,2.8,2.7560000000000002
FAM192BP,4.977,5.124
AC117382.2,0.027000000000000003,0.043
AC099518.2,0.0,0.0
DLG5-AS1,0.122,0.239
RPS12P16,0.0,0.0
FOXD4L4,0.0,0.02
IL20,0.0,0.0
ENO2,5.553999999999999,5.566
TGFBRAP1,13.673,13.244000000000002
AL139351.2,0.0,0.0
BRD1,5.609,5.9910000000000005
OR6K1P,0.0,0.0
LINC00846,0.012,0.0
AC103792.1,0.046,0.0
AP003559.1,0.023,0.0
AC011676.2,0.0,0.0
UBE2Q2L,0.0,0.0
SMARCA4,2.4659999999999997,2.5780000000000003
MGAT3,0.0,0.031
Z97353.2,0.0,0.0
WFDC12,0.0,0.0
TGIF2LX,0.0,0.0
AC087575.1,0.0,0.0
ARPP19,13.737,13.806
TRPC6,0.0,0.0
NCCRP1,0.086,0.045
SNORD33,1.003,1.848
ZBTB20-AS1,0.0,0.0
ASRGL1,7.192,7.359
RF02175,0.0,0.0
AC073534.2,0.0,0.0
TPSG1,0.0,0.0
UBL5P4,0.0,0.0
AC011978.2,0.228,0.19699999999999998
MIR339,0.45299999999999996,0.0
LINC01391,0.0,0.0
AC083801.2,0.0,0.0
AC015813.5,2.927,3.053
RF00017,0.0,0.0
NHS-AS1,0.0,0.0
LPAR3,7.315,7.361000000000001
CIR1,5.216,5.394
NDUFB8P2,0.158,0.16699999999999998
AKAP10,9.906,9.515
SF3A3,73.973,74.28699999999999
AC097654.1,0.0,0.0
LINC01517,0.0,0.0
LINC00205,6.611000000000001,6.75
RNASE13,0.0,0.0
AL160314.2,0.203,0.107
LEF1,0.723,0.787
HNRNPA1P71,0.0,0.0
RAG2,0.0,0.0
ZFHX2,0.495,0.43799999999999994
CD247,0.16899999999999998,0.122
LRRC17,0.03,0.016
NDUFA6,47.876999999999995,47.602
CHRNA5,4.552,4.484
WDPCP,0.23199999999999998,0.294
AC127459.3,0.0,0.0
AC135782.3,0.0,0.0
AL049874.2,0.14800000000000002,0.0
KRT6C,0.0,0.0
RNF149,7.757999999999999,8.301
AC026150.2,0.0,0.0
KDM5C,23.846999999999998,22.541
CLDN19,0.0,0.0
MRPS31P4,1.686,1.535
AC090099.2,0.0,0.0
ABRAXAS1,2.12,2.302
OR13G1,0.0,0.0
RRS1,120.723,121.675
AC093249.3,0.0,0.0
WWP1,19.14,19.534000000000002
RF00019,0.0,0.0
AC063952.1,0.02,0.0
ZNF90P1,0.0,0.0
AC108457.1,0.0,0.0
SH3GL1P2,0.11800000000000001,0.166
FCGR1A,0.0,0.0
LARP1B,2.94,2.675
AC008080.2,0.0,0.0
RF00019,0.0,0.0
AL606530.1,0.0,0.0
TRIM11,3.853,3.8569999999999998
MEF2AP1,0.0,0.0
AC097103.2,0.322,0.318
AC104260.3,0.0,0.0
SLC46A3,1.354,1.462
LINC01197,0.0,0.0
RPS10P28,0.086,0.0
PCDHGA11,0.263,0.26899999999999996
MKX-AS1,0.0,0.0
IL1RL1,0.0,0.0
AC073150.1,0.039,0.124
MIR2277,2.291,2.895
AC022092.1,0.0,0.0
RN7SL703P,0.0,0.0
KIAA1191,36.148,35.268
TOM1,5.06,5.284
GAPDHP58,0.0,0.0
AC131934.1,0.0,0.0
ABCC12,0.005,0.0
MAFTRR,0.0,0.0
ESD,14.792,14.433
MVP,18.951,18.923
ARL3,6.391,6.297000000000001
SULT1A3,0.05,0.079
TMIGD1,0.0,0.0
AC009093.7,0.0,0.0
ZNF611,0.757,0.76
AGGF1P9,0.047,0.049
XRCC6,170.81900000000002,171.03
TMEM246-AS1,0.0,0.0
RF00019,0.418,0.0
SPN,0.006,0.006
AC007362.1,0.0,0.0
SH3GL3,0.36700000000000005,0.28
CCL1,0.0,0.0
AL157823.1,0.0,0.0
AL132657.1,0.0,0.032
RF00019,0.0,0.0
AC104076.1,0.161,0.33899999999999997
CHEK2,5.718999999999999,6.672000000000001
SCNN1D,0.995,1.215
ADSS,23.621,23.39
ANO7L1,0.086,0.226
AC124944.2,0.0,0.0
PPP5D1,0.09,0.063
AC114300.1,0.0,0.0
SIX3-AS1,0.14800000000000002,0.0
AL359547.2,0.0,0.0
SNORA30,0.0,0.348
SNORD97,0.3,0.632
MTHFS,7.867000000000001,7.768
AC244100.2,0.0,0.0
NAA20,40.262,39.475
RNF40,52.611999999999995,51.398
LINC01075,0.0,0.0
TMEM50B,5.457999999999999,5.466
AC025423.3,0.0,0.0
LINC02629,0.0,0.0
CANT1,32.618,31.836
RN7SL5P,0.0,0.0
ZDHHC19,0.053,0.037000000000000005
LINC00612,0.077,0.0
BTBD8,0.7120000000000001,0.8009999999999999
RPS3AP38,0.27899999999999997,0.17600000000000002
AC008868.1,0.057999999999999996,0.0
AC006026.3,0.894,1.569
MLXIP,7.322,7.52
ARMC9,3.767,3.79
AL645608.1,0.09,0.095
MYH8,0.0,0.006999999999999999
AC087667.1,0.03,0.0
AC008147.4,0.0,0.037000000000000005
AC090888.1,0.0,0.0
LINC00989,0.0,0.0
EPB41,0.997,1.044
MIR6080,0.0,0.0
SLCO3A1,0.018000000000000002,0.013999999999999999
PDE7A,3.265,3.554
MTURN,2.373,2.6260000000000003
AL590235.1,0.0,0.0
PNO1,35.093,34.314
AC118553.1,0.455,0.13699999999999998
AC009093.3,0.0,0.0
HIBCH,2.574,2.705
AC009313.2,0.0,0.0
FKBP2,10.681,10.645
CHCHD7,9.196,9.219
AC112187.3,0.0,0.0
PLAU,81.277,81.109
OR1X1P,0.0,0.0
AL049779.1,37.92,38.010999999999996
AL450322.2,0.0,0.059000000000000004
ARL4AP2,0.071,0.075
KRT18P10,0.166,0.209
GAN,1.4569999999999999,1.494
UNC119,3.806,3.991
RNA5SP387,0.0,0.0
KCTD14,4.2860000000000005,4.088
AL031284.1,0.08900000000000001,0.0
RN7SL619P,0.0,0.0
THY1,0.0,0.0
AC015804.1,0.098,0.0
PUS10,0.802,0.795
ZSCAN31,1.092,0.8959999999999999
RPS4XP15,0.0,0.0
NMNAT1P5,0.0,0.0
NELL1,0.0,0.0
GANC,1.62,1.504
AL031847.1,0.113,0.653
RF00017,0.0,0.0
ZNF594,3.031,3.6069999999999998
KCNAB1-AS2,0.0,0.0
AC008958.1,0.062,0.0
PTGES3P3,3.1830000000000003,2.9789999999999996
FBXW12,0.0,0.013000000000000001
TPI1P4,0.0,0.0
ZNF37A,2.266,2.094
KRTAP9-1,0.0,0.0
AC021066.3,0.0,0.0
AC005034.3,2.451,2.967
LINC02006,0.0,0.016
AC015849.6,1.528,1.325
AP000944.2,8.345,7.627000000000001
AC068790.2,0.536,0.645
AGAP14P,0.062,0.131
AC026992.1,0.0,0.0
SYT16,0.003,0.021
LINC01883,0.0,0.0
DTX3L,2.201,2.21
MTRNR2L12,0.081,0.086
MIR1247,0.0,0.0
AC009159.2,0.0,0.0
SDF4,35.58,36.357
OASL2P,0.0,0.0
PDGFRB,0.012,0.006
CTNNA1P1,0.062,0.049
AC098614.1,0.16699999999999998,0.0
CU634019.6,0.024,0.05
AC115618.3,2.356,2.904
FRG1GP,0.055,0.0
ZNF720P1,0.0,0.0
AP002505.1,0.0,0.0
AC012409.1,0.0,0.0
AC083862.1,0.069,0.10800000000000001
SLC31A1P1,0.601,1.0290000000000001
TRBV21-1,0.0,0.0
AC005962.1,0.0,0.0
RFXAP,2.051,2.355
AC079834.1,0.0,0.0
MXRA5Y,0.0,0.0
AL161756.1,0.19699999999999998,0.28800000000000003
AC008982.2,5.359,3.9139999999999997
NKX2-5,1.061,0.833
SSSCA1-AS1,0.32899999999999996,0.41600000000000004
AC079385.1,0.079,0.0
AARSD1,5.888,5.64
ZBTB34,1.935,2.052
IVD,13.137,12.88
AC254629.1,0.017,0.0
AC019155.2,0.0,0.0
MTND6P17,0.0,0.0
AC092375.1,0.0,0.0
AC007179.2,0.0,0.0
MFSD14A,9.058,8.907
LINC02652,0.0,0.0
HMGN2P3,112.068,111.287
LINC01775,1.321,1.693
BEGAIN,0.016,0.034
RNU6-880P,0.0,0.0
AP000873.1,4.421,4.375
MRPS18BP2,0.0,0.0
AL139260.2,6.611000000000001,6.074
RPSAP43,0.0,0.0
GATA4,0.0,0.0
HACD2,12.671,13.792
WDR37,3.9419999999999997,3.9789999999999996
RBBP6,8.331,8.628
OCRL,6.7,7.256
AL109918.2,0.0,0.0
ARPP21,0.084,0.071
AC024681.2,0.0,0.0
AC008083.2,0.0,0.264
USE1,5.311,5.695
AKIRIN1P2,0.0,0.0
RPS6P25,0.9109999999999999,0.96
STK4,17.937,18.374000000000002
CSTF2,29.713,27.455
AL035411.1,17.847,15.869000000000002
TSFM,15.058,15.198
MIR526B,0.0,0.0
SETSIP,0.32799999999999996,0.29600000000000004
RF00012,0.0,0.0
RN7SL146P,0.43,0.0
RF00017,0.0,0.0
AC245052.5,0.0,0.0
AC009414.1,0.0,0.0
RASGRP4,0.01,0.0
MIR4745,0.0,0.36200000000000004
UQCRB,19.628,19.012999999999998
ADRA2B,0.035,0.012
TPMT,19.659000000000002,18.9
F2RL3,0.0,0.0
HNRNPA1P45,0.04,0.0
AC089998.4,0.0,0.0
SLCO1B3,0.349,0.304
AC145207.3,0.242,0.33899999999999997
LPAR6,0.0,0.0
AC015726.1,0.061,0.386
RNU6-596P,0.0,0.0
AL022067.1,0.094,0.0
HNRNPA1P5,0.0,0.046
FAM192A,18.497,17.973
AC005197.1,0.0,0.0
CWC22,16.009,16.746
LGR6,0.019,0.01
AC090164.3,0.0,0.0
LINC02404,0.0,0.0
DLL3,5.078,5.417000000000001
AC117465.1,0.0,0.0
AL391069.3,0.08900000000000001,0.09300000000000001
CTAG1A,0.0,0.0
S1PR1,7.0489999999999995,7.011
AL513318.1,0.086,0.0
ZNF267,3.465,3.267
AC023886.2,0.10400000000000001,0.218
FGD2,0.0,0.004
YWHABP2,1.016,0.598
AC098487.1,1.6540000000000001,1.5830000000000002
AC106872.3,0.0,0.0
PPP1R3C,1.224,0.812
SND1-IT1,0.009000000000000001,0.027000000000000003
KCNC2,0.0,0.0
AC073324.1,0.0,0.0
AC015911.4,1.7519999999999998,1.8869999999999998
CYP51A1-AS1,0.057999999999999996,0.046
HMGB1P44,0.07400000000000001,0.0
ZFP28,1.76,1.84
PTP4A1P3,0.0,0.0
AC093423.3,6.972,7.857
EEF1B2P4,0.0,0.0
ST6GALNAC2,0.083,0.217
GINS4,6.861000000000001,7.4639999999999995
ASCC1,4.996,4.547
AC004241.3,4.039,3.125
MIR452,0.0,0.0
ISCU,15.819,16.145
SERPINB6,12.205,12.19
AL135999.3,0.0,0.0
LINC01224,0.0,0.0
MIR769,0.0,0.0
AP005137.1,0.0,0.0
AL354798.1,0.0,0.0
AC020891.2,0.0,0.0
AC044839.5,0.0,0.0
AL929410.2,0.0,0.0
SLC2A10,0.009000000000000001,0.0
OR8D2,0.0,0.0
LNX2,2.469,2.563
KCTD13,2.283,2.14
RF00019,0.22399999999999998,0.945
NPHP3,1.449,1.584
OR7E94P,0.0,0.0
IMPA1,23.99,24.333000000000002
FUOM,4.228,3.8160000000000003
PKM,309.835,299.401
AC073569.2,0.12,0.254
CHIC2,4.354,4.95
LMAN2L,15.116,13.567
AC096711.1,0.12300000000000001,0.5820000000000001
TMEM255A,0.0,0.012
RNU1-70P,0.0,0.0
AL590490.1,0.0,0.0
KSR1,0.24100000000000002,0.28600000000000003
IER5L,3.867,3.377
AL592148.1,0.0,0.0
AC120057.1,0.0,0.0
MIR6873,1.3530000000000002,0.35600000000000004
TBX20,2.682,3.1830000000000003
NUP107,25.131,25.088
AL031709.1,0.0,0.0
MISP3,0.525,0.62
AC138623.1,0.0,0.20800000000000002
USP2,1.7990000000000002,1.786
PSMB5,94.251,89.09200000000001
AC027796.5,0.0,0.0
TMPRSS9,0.03,0.021
NF1P6,0.0,0.0
PXK,16.410999999999998,16.21
AC093829.1,0.0,0.0
RF02271,0.0,0.0
PTMAP1,0.262,0.414
DPP3P2,0.0,0.0
OR13C5,0.0,0.047
AC091062.1,0.0,0.0
AC087203.3,0.0,0.0
LBP,0.0,0.0
CCDC18,6.861000000000001,6.931
SLC30A10,0.015,0.0
RAP1AP,0.28300000000000003,0.597
AP001994.1,0.052000000000000005,0.0
AC009779.1,0.0,0.0
CERS1,2.015,1.901
EXOC6B,2.1519999999999997,2.385
BRWD1-AS1,0.0,0.065
PTRH2,7.956,7.688
SLC22A24,0.0,0.0
AC098799.2,0.0,0.0
JPH2,0.006999999999999999,0.008
KALRN,0.009000000000000001,0.011000000000000001
ACTG1P24,0.09699999999999999,0.614
OR13C1P,0.015,0.0
MYB,0.8290000000000001,0.6940000000000001
GSK3B,6.327000000000001,5.931
AC000095.3,0.0,0.0
NUDC,155.347,157.761
PLPP3,0.032,0.043
DPH3,9.558,9.234
BCYRN1,1.4909999999999999,1.3459999999999999
TAS2R6P,0.49,0.299
DBH,0.0,0.0
AL645924.2,0.0,0.0
BTBD10,10.972999999999999,11.081
SEPHS1,23.686,23.339000000000002
WDR63,0.054000000000000006,0.034
TMEM63C,0.375,0.33899999999999997
LINC01480,0.0,0.0
FAM122B,11.369000000000002,12.279000000000002
DRAIC,0.009000000000000001,0.022000000000000002
RPS10P3,0.0,0.0
MRFAP1L1,47.256,46.181999999999995
MTFP1,9.006,8.953
NBR1,13.379000000000001,12.9
DMBX1,0.0,0.0
TMEM248P1,0.0,0.0
MIR106A,0.0,0.0
RF02121,0.0,0.0
RF00006,0.0,0.45799999999999996
AC093423.2,0.098,0.10300000000000001
ZNF486,3.4,3.424
CFAP20,18.64,19.436
AP003057.1,0.0,0.0
AL359711.2,1.515,1.75
RNF180,0.0,0.0
HIST1H2BC,4.394,5.327000000000001
PMCHL1,0.0,0.0
AC005041.2,0.0,0.046
AC079089.1,0.0,0.0
MIR3065,0.0,0.0
KIRREL3-AS3,0.0,0.0
PLA2G4A,0.044000000000000004,0.016
G6PC3,9.597000000000001,8.607999999999999
HINT2,5.791,5.452999999999999
LINC01180,0.0,0.0
NYNRIN,0.132,0.099
RNF114,22.930999999999997,23.695
SCARNA11,0.0,0.0
TBC1D25,4.324,4.0
AC026740.1,0.162,0.5670000000000001
LINGO1-AS1,0.0,0.0
EPB41L2,34.32,34.57
AC120114.2,0.13,0.136
TBCA,19.784000000000002,20.048
COQ10BP2,0.0,0.0
CEP295NL,2.233,2.685
RACGAP1P,0.249,0.287
MAATS1,0.36,0.47700000000000004
DSC1,0.0,0.0
IDI1,18.084,18.054000000000002
SEC14L4,0.0,0.0
MED14OS,0.331,0.5479999999999999
CCR4,0.0,0.0
KLHL26,0.746,0.823
DGCR6,0.016,0.009000000000000001
AC008040.1,0.043,0.048
ARMH2,0.0,0.0
LSM3,19.333,21.323
TFCP2,18.215999999999998,19.249000000000002
AC097625.1,0.0,0.0
MSANTD3-TMEFF1,6.635,7.346
AC100763.1,0.0,0.0
LACTB2-AS1,0.0,0.049
SCN1A,0.0,0.003
PMS2P3,3.117,3.182
ARSD,1.183,1.175
CX3CL1,0.0,0.0
DNAJC11,26.398000000000003,27.21
TFAP2D,0.0,0.0
H3F3B,80.501,78.834
FAM230I,0.0,0.0
HMGB1P21,0.073,0.077
SETD4,2.739,2.86
LAP3P2,3.487,2.346
AC107976.1,0.0,0.094
AL512271.1,0.0,0.0
AC018553.1,0.263,0.33899999999999997
IGLL3P,0.049,0.052000000000000005
MSANTD2,4.137,4.457
AC007036.1,0.0,0.0
PLA1A,0.0,0.0
MREG,4.363,4.2989999999999995
KDELC1P1,0.027999999999999997,0.0
AC004846.2,0.384,0.289
IL33,0.0,0.0
NUAK1,4.651,4.636
CSNK2A1,8.771,8.759
OVOL3,0.114,0.0
AL020994.1,0.0,0.0
AC108935.1,0.0,0.0
IGHVII-30-1,0.0,0.0
BATF2,0.272,0.38299999999999995
AC073585.2,0.8290000000000001,0.992
AC010761.2,0.19,0.1
ZNF85,3.355,3.216
AL132780.4,0.33799999999999997,0.316
ZNF19,0.27699999999999997,0.24600000000000002
AL353719.1,0.14800000000000002,0.156
LINC01798,0.0,0.0
LINC02128,0.0,0.0
AC090458.1,0.0,0.0
RF00019,0.0,0.0
AC104791.1,0.0,0.0
COL9A1,0.0,0.0
PCYOX1L,2.949,2.898
NCOA6,7.865,7.893
AL592146.1,0.0,0.20199999999999999
AC122710.2,0.0,0.0
MIR578,0.0,0.0
LINC01260,0.0,0.0
MIR3924,0.0,0.0
CYP4F32P,0.0,0.0
GAPDHP52,0.045,0.0
C5orf56,0.138,0.231
AL135786.1,0.0,0.0
KBTBD13,0.0,0.0
HNRNPA1P70,0.0,0.0
AC067904.3,0.163,0.172
AL136363.2,0.0,0.0
SLC5A2,0.01,0.01
RN7SL620P,0.0,0.0
AC007298.1,0.0,0.0
ZNF735,0.0,0.0
RPL28,48.086999999999996,46.678999999999995
AC087521.4,0.0,0.155
AC068633.1,0.0,0.0
FAM87B,0.109,0.207
WDR44,3.9139999999999997,3.9939999999999998
COPRS,29.432,26.555
TLR3,0.07,0.047
RPSAP49,0.096,0.0
AC005165.1,0.0,0.0
AC104463.1,0.0,0.0
AL161729.4,0.358,0.47100000000000003
AC087498.1,0.0,0.0
TBC1D22A,3.359,3.833
AL356310.1,0.0,0.0
CYP4Z2P,0.0,0.0
AC021753.1,0.0,0.0
KRT16P3,0.0,0.0
AC023908.1,0.0,0.0
HOTAIR,0.0,0.034
SCAND2P,0.97,0.99
ZNF45,14.946,13.722000000000001
HSD11B1-AS1,1.072,0.376
ANTXRL,0.0,0.0
LRR1,8.578,8.007
MLH3,3.653,3.5260000000000002
NPIPA8,0.018000000000000002,0.009000000000000001
NMD3P1,0.172,0.24100000000000002
AC243547.2,0.546,0.384
AC009159.3,0.0,0.0
AC025165.2,0.061,0.064
AL353706.1,0.0,0.0
AC005622.1,0.175,0.264
DNAJB7,0.017,0.017
AL354719.1,0.0,0.0
AC138035.1,0.255,0.244
RN7SL164P,0.141,0.0
RN7SL732P,0.0,0.0
CDK17,7.63,8.168
AC093627.6,0.0,0.0
OFD1,8.726,9.355
AC111200.1,0.0,0.0
AC027796.3,4.8069999999999995,4.776
ESCO2,3.9010000000000002,3.878
AC023511.1,0.0,0.0
PIGY,28.178,26.366999999999997
ZNF354C,5.355,5.739
CHAF1B,11.525,12.097999999999999
AC244154.1,0.076,0.08
DND1,2.097,2.166
THAP3,5.252999999999999,5.553999999999999
LILRA2,0.0,0.0
RNA5SP210,0.0,0.0
AC080112.3,0.0,0.0
AP000786.1,1.0270000000000001,0.85
MEG3,0.002,0.006
AC011290.1,0.20600000000000002,0.217
SUCO,5.657,6.1
DEPDC1-AS1,0.6829999999999999,0.5760000000000001
AP001178.2,0.0,0.0
TRIP11,7.489,7.814
OR9I1,0.0,0.0
SORD,5.7379999999999995,5.659
MRPL53P1,0.0,0.0
AC138470.1,0.022000000000000002,0.071
AC055811.1,0.0,0.0
AL121917.1,0.26899999999999996,0.371
AC074281.1,0.02,0.0
NCAPD2P1,0.237,0.1
IFNL3P1,0.0,0.0
PSG6,0.0,0.0
SLAMF7,0.0,0.0
PARP4,17.297,18.157
RFPL1S,0.258,0.2
RN7SL351P,0.172,0.0
RPL19P11,0.07200000000000001,0.0
MEF2A,4.941,5.055
PWP2,2.766,3.051
AL928654.4,5.307,5.382999999999999
AC009268.2,0.0,0.0
PSPH,22.631999999999998,24.404
RNU6-1245P,0.0,0.0
ADI1P1,0.0,0.0
LINC00381,0.0,0.0
AC008060.2,0.0,0.0
AL049794.2,0.0,0.0
AC012065.2,0.0,0.0
AC099785.1,0.0,0.0
AC104619.4,0.0,0.0
ACTBP9,0.0,0.0
RXYLT1,7.638999999999999,7.4239999999999995
SLC25A15,5.872999999999999,6.062
RN7SL408P,0.0,0.0
AADAT,1.506,1.768
AL356108.1,0.0,0.0
CBX3,44.001999999999995,43.003
AC010422.8,14.965,14.615
RPS2P28,0.0,0.0
SMO,7.736000000000001,8.137
MIR374A,0.0,0.0
AC013268.3,0.0,0.0
AC117503.3,0.06,0.316
BX842559.2,0.0,0.0
AC005086.3,0.0,0.0
SMCO4,2.89,3.571
RPL26P31,0.098,0.0
MIR205,0.0,0.0
AC005906.2,0.0,0.0
DISP3,0.013999999999999999,0.006999999999999999
STAT2,5.3420000000000005,5.0680000000000005
AC034238.1,0.0,0.0
CD3G,0.0,0.0
AP001136.1,0.0,0.0
AC008555.2,0.006,0.0
C8orf76,10.835999999999999,10.335
AL136116.2,0.0,0.0
AC007326.5,0.0,0.0
SLC6A19,0.0,0.0
ATM,3.802,4.0889999999999995
AL021807.1,1.885,1.6680000000000001
AC106707.2,0.114,0.0
CHGA,0.07,0.11900000000000001
AC096631.1,0.0,0.0
MCCD1P1,0.0,0.27399999999999997
SH2D2A,1.238,1.2329999999999999
AC008966.1,1.868,1.6019999999999999
SNORD38A,2.739,4.488
AL078601.2,0.0,0.0
LGI4,0.009000000000000001,0.03
LINC00342,2.0180000000000002,2.383
HNRNPKP3,0.0,0.0
AC099518.6,0.18899999999999997,0.39899999999999997
AC084781.1,0.0,0.0
AL162582.1,0.0,0.0
KIAA0556,3.201,3.3569999999999998
MIR616,3.514,1.851
ARHGEF38-IT1,0.0,0.0
AC006970.2,0.0,0.0
AC025259.1,0.132,0.0
MIR3945HG,0.0,0.0
AC093496.1,0.0,0.0
IRF2BP2,15.785,16.482
HCFC2,3.091,3.182
AC104819.1,0.0,0.0
LINC02178,0.0,0.0
