genes,Calu3_polyA_series2-8h-S2-1,Calu3_polyA_series2-8h-S2-2
SIGLEC14,0.0,0.0
AC008543.5,0.0,0.0
STAT3,15.355,13.482000000000001
AF124730.1,0.0,0.0
SIRLNT,0.0,0.0
CLTCL1,0.485,0.593
CACNG1,0.043,0.0
UBR3,4.315,3.347
ARSG,0.05,0.043
AC092811.1,0.0,0.0
FTSJ3,13.219000000000001,13.33
HERC6,4.809,3.7769999999999997
LINC01852,0.247,0.319
MAP1LC3B,10.182,10.064
GIMD1,0.0,0.0
MAP3K20-AS1,0.018000000000000002,0.019
OR10Y1P,0.0,0.0
PLK1,19.374000000000002,18.592
TMEM114,0.0,0.0
AL079307.1,0.0,0.0
AL391832.1,0.131,0.135
MED1,25.776,22.006
SNRPA,28.482,27.898000000000003
TEF,3.404,3.6060000000000003
RPL23AP30,0.0,0.0
AGFG2,4.886,4.865
MARCKSL1P2,0.0,0.059000000000000004
SH3D21,2.55,2.445
BMPR2,7.587000000000001,6.507999999999999
AL451062.1,0.0,0.0
TTC28-AS1,0.599,0.519
GEMIN2P2,0.0,0.0
NLRP8,0.0,0.0
HMGB1P16,0.0,0.212
RAD1,5.285,5.483
AP000345.2,0.051,0.159
SMIM13,4.035,3.9619999999999997
CTAGE4,0.278,0.28800000000000003
URGCP,7.787999999999999,8.04
NUTM2D,0.0,0.008
AL807752.4,0.0,0.099
RN7SL517P,0.0,0.0
SERPINB4,0.027999999999999997,0.027999999999999997
RF00019,0.0,0.0
PLEKHG1,1.689,1.419
RF00019,0.0,0.0
AL645929.1,0.852,0.41100000000000003
CHURC1,7.841,8.123
LINC01733,0.0,0.0
BCL3,7.438,6.303999999999999
PIGPP4,0.0,0.0
MRVI1,0.006999999999999999,0.006999999999999999
MICU3,2.033,1.9409999999999998
MAST4-AS1,0.14300000000000002,0.369
HSD11B1,0.0,0.0
GLYATL3,0.0,0.0
CYB5AP4,0.0,0.0
FLNA,150.814,134.119
C6,0.0,0.0
AL354793.1,0.078,0.0
RNU5E-4P,0.0,0.0
OR8K2P,0.0,0.0
SYCE1,0.0,0.0
PPP1R17,0.0,0.0
RN7SKP105,0.0,0.0
DTWD1,1.138,1.131
DHX40,4.333,4.006
MAPK7,2.004,2.15
AC099336.2,0.218,0.0
PRRG2,15.312999999999999,15.702
MYO1C,27.331,25.061
AC010395.1,0.0,0.0
FAM81B,0.022000000000000002,0.023
CR589904.2,0.0,0.0
MINAR2,0.0,0.0
KATNAL2,0.243,0.21600000000000003
PCDHB13,0.711,0.475
AC007066.1,0.145,0.0
IBTK,12.857000000000001,11.057
C1orf141,0.0,0.0
CARS2,1.306,1.3719999999999999
SPRR2C,0.0,0.0
RF00402,0.0,0.0
ATP2B1,9.679,8.562000000000001
MIR6813,0.9890000000000001,3.069
TCF19,24.519000000000002,24.676
SPOCK2,71.975,68.199
USP40,4.312,3.8160000000000003
AC010654.1,0.823,1.1340000000000001
MED30,9.27,10.581
BTN3A3,2.129,2.05
AC079341.2,0.0,0.0
RABGGTB,15.171,14.527999999999999
LINC01695,0.0,0.0
TACSTD2,132.825,135.80700000000002
AC013391.2,0.0,0.0
ELP6,9.554,11.284
MPHOSPH10,14.308,14.270999999999999
MIR200A,0.615,1.273
AC078842.1,0.025,0.0
AC011815.2,0.055,0.027999999999999997
RBM22P4,0.0,0.0
DECR2,6.196000000000001,6.6
ENPP7P7,0.0,0.0
AC106800.2,0.0,0.0
AL049757.1,0.035,0.07200000000000001
MCEMP1,0.0,0.0
TNK2-AS1,0.0,0.0
RCAN3AS,0.47200000000000003,0.677
RENBP,0.081,0.084
MMP14,0.42200000000000004,0.46299999999999997
FAM210B,3.196,3.175
KLHL22,3.1319999999999997,3.1710000000000003
NMBR,0.0,0.0
SULT1D1P,0.0,0.0
ACOT6,0.0,0.0
ELOVL1,104.807,116.99600000000001
AC005351.1,0.0,0.0
AC013244.1,0.0,0.0
MIR548A1HG,0.0,0.0
TPM4,27.296,25.243000000000002
ZNF28,3.819,3.6289999999999996
CEBPG,11.921,12.850999999999999
AC022400.5,0.818,0.621
LINC01670,0.098,0.0
RPL7AP14,0.0,0.071
CBX3P3,0.0,0.0
AC084876.2,0.42100000000000004,0.168
SWT1,0.6809999999999999,0.5489999999999999
AL035658.1,0.0,0.0
GAPDHP31,0.0,0.055999999999999994
AC239803.2,0.129,0.133
AC106886.4,0.022000000000000002,0.0
TMEM207,0.268,0.11900000000000001
NOP9,9.625,8.002
AC116917.1,0.0,0.188
AC113367.1,0.312,0.431
SPTSSB,2.647,3.013
RNF133,0.115,0.0
AC002044.2,0.057,0.0
PSMD10P1,0.081,0.0
C19orf47,3.795,4.03
MRPS35P2,0.0,0.0
RF00017,0.0,0.0
MIR937,29.304000000000002,20.315
AC024581.2,0.0,0.0
AL359979.1,0.0,0.0
LY6G5B,5.047,4.454
BDNF-AS,0.098,0.018000000000000002
AL133372.3,0.0,0.0
PRKCA-AS1,0.0,0.0
PACS1,5.791,4.965
AC026362.1,13.809000000000001,16.553
RNU4-22P,0.0,0.0
LINC02324,0.0,0.0
TMEM168,3.6860000000000004,3.1310000000000002
RINL,0.765,0.682
AC124319.1,8.077,5.535
AC093698.1,0.0,0.0
OSM,0.0,0.0
APOA5,0.0,0.0
TRABD,23.1,23.163
AP000357.1,0.33299999999999996,0.19699999999999998
FAM30A,0.0,0.0
SDS,0.0,0.0
LINC01815,0.039,0.0
AC091153.3,0.5870000000000001,0.243
AL138756.1,0.596,0.5329999999999999
HMGN2P9,0.0,0.0
AC068587.2,0.0,0.308
ATP11A,4.795,3.662
AL157884.2,0.0,0.0
AC027307.3,0.35200000000000004,0.20800000000000002
AL133243.3,0.092,0.095
MIR6776,2.347,0.0
PHBP18,0.0,0.0
AC048344.2,0.0,0.0
AC002563.1,0.0,0.127
AC005391.1,0.0,0.0
TMEM132B,0.025,0.026000000000000002
LINC01849,0.0,0.0
TMEM201,2.095,1.9609999999999999
RNU1-82P,0.0,0.0
AP002784.1,0.0,0.0
PXN,25.815,24.433000000000003
AC090833.1,0.44,0.53
MARCH5,10.603,9.085
RN7SL658P,0.0,0.0
AC105749.1,0.11,0.14300000000000002
RN7SL847P,0.0,0.0
OPRK1,0.125,0.12
LCN2,247.021,254.354
BX322562.1,1.975,1.5319999999999998
GPX1P1,9.048,13.232999999999999
LINC00842,0.858,0.738
AC079177.1,0.0,0.0
AC134775.1,0.11900000000000001,0.0
GPAM,1.8130000000000002,1.501
OR5E1P,0.0,0.0
AL158201.1,0.355,0.275
AC010646.1,8.496,7.7860000000000005
TNFRSF10B,43.923,40.474000000000004
WHRN,0.239,0.165
IRS3P,0.0,0.0
SEPT14P21,0.0,0.0
MIR8075,0.0,0.0
AL359764.1,0.0,0.0
UBA52P7,0.583,0.603
C1S,0.22699999999999998,0.213
FAM157B,0.0,0.055
AC020916.1,1.499,1.3769999999999998
AC140847.2,0.111,0.0
LPP-AS1,0.0,0.0
AL118505.1,0.545,0.534
PBX1,0.73,0.596
ESYT1,30.335,27.712
TMEM213,1.565,1.464
SNORD91B,0.0,0.0
NARF-IT1,0.21600000000000003,0.0
SNRPGP9,0.0,0.0
AC073911.3,0.0,0.091
B3GALNT1P1,0.0,0.059000000000000004
AL137802.2,0.05,0.0
AC006518.2,0.013000000000000001,0.0
AP006333.1,0.674,0.149
EOMES,0.212,0.282
AC072062.1,0.0,0.015
PYM1,13.697000000000001,13.642000000000001
GAPDHP49,0.0,0.0
AP001458.1,0.0,0.623
CLIP3,0.53,0.426
RF01241,1.6780000000000002,1.446
OR10D3,0.0,0.0
NDUFB4P11,0.024,0.025
LINC00609,0.0,0.0
NOS3,0.047,0.068
GSTM3,15.602,16.485
FRG2,0.0,0.0
ERVW-1,0.0,0.0
AL355922.4,0.0,0.0
MRM3,9.152000000000001,10.504000000000001
AC107294.3,0.0,0.0
AC015883.1,0.027000000000000003,0.0
RAD9B,0.122,0.09
AC139720.1,1.19,0.6709999999999999
PGAM1P12,0.0,0.0
AL591767.3,0.0,0.0
AL512356.2,0.0,0.0
RF00019,0.0,0.0
LRP4-AS1,0.069,0.177
DBNL,18.38,18.934
GAPDHP37,0.0,0.0
AL121985.3,0.0,0.0
GTF2IP2,0.0,0.0
AL138799.3,0.158,0.0
CALCB,0.055999999999999994,0.044000000000000004
ZNF69,1.455,1.4069999999999998
SPTLC1P4,0.0,0.22
OR8D4,0.0,0.0
AC092683.2,0.0,0.0
MPDU1,10.815999999999999,12.64
RNU6-252P,0.0,0.0
AL359195.2,0.0,0.0
AC104316.2,0.085,0.0
FRZB,0.021,0.087
ADAMTS3,0.055,0.025
DCAF6,12.56,11.345
AC087500.1,0.405,0.19699999999999998
AC010202.1,0.0,0.0
PGBD4P8,0.0,0.0
SLC35D2,3.09,3.6
AC021054.1,1.13,1.006
BX255925.1,0.09,0.0
AL583810.2,0.034,0.0
DKK2,0.0,0.0
ST7,2.418,2.62
ZNF570,0.763,0.9259999999999999
TAS2R43,0.054000000000000006,0.0
RPL39P18,0.715,0.0
LINC01570,0.0,0.0
USP8,3.62,3.366
RBBP4P4,0.301,0.267
SNED1,0.024,0.004
NR2E1,0.03,0.031
RN7SL801P,0.0,0.0
FLII,29.818,28.195
LDB3,0.0,0.0
AL513325.1,0.107,0.166
HUNK,0.071,0.027000000000000003
OR8G1,0.0,0.0
BRD7P6,0.0,0.0
NENFP1,0.0,0.0
MYCNOS,0.069,0.047
AC105052.4,0.0,0.0
LINC01782,0.0,0.0
RNU6-866P,0.0,0.0
LEKR1,0.297,0.225
LINC02219,0.0,0.0
MIR3916,3.93,2.943
LYPD9P,0.0,0.0
AC008395.1,0.0,0.0
AC009365.1,0.0,0.0
GEMIN4,7.9510000000000005,7.186
RPL4P2,0.086,0.0
AC018629.1,0.0,0.033
RSL24D1P3,0.0,0.0
LINC00648,0.109,0.019
RF00151,0.0,0.0
PFN1P8,0.0,0.0
RPIA,21.843000000000004,21.863000000000003
AC096582.1,0.0,0.0
MIR1469,1.178,0.609
ADH1A,0.0,0.0
SIDT1-AS1,0.0,0.0
RF00285,0.0,0.0
TEFM,7.127999999999999,6.504
TRPC7,0.0,0.0
IGKC,0.0,0.0
RN7SL551P,0.0,0.0
CACNG7,0.0,0.0
RPS15,123.785,152.061
RF02190,0.0,0.0
LINC01839,0.0,0.0
SNORA52,2.48,2.137
MIR154,0.0,0.0
AC120193.1,0.0,0.043
FXYD3,6.019,6.3629999999999995
AC104984.1,0.0,0.0
HERC4,6.295,5.845
TPSB2,0.0,0.0
AC022001.2,0.0,0.0
ELAVL3,0.0,0.0
DEFB123,0.0,0.0
FBXO25,1.4869999999999999,1.4969999999999999
AC104073.3,0.0,0.0
LINC02161,0.0,0.0
TRIB2,0.24100000000000002,0.237
AL390318.1,0.0,0.0
AC092569.1,0.0,0.444
AC073107.2,0.0,0.0
C3orf14,3.938,4.422
CYP3A7-CYP3A51P,0.052000000000000005,0.107
DTX4,14.318,12.591
AC095033.1,0.0,0.0
NDUFB9P2,3.824,3.389
AC022087.1,0.0,0.0
LINC01146,0.0,0.0
TEP1,3.372,2.6430000000000002
ST3GAL5-AS1,0.0,0.0
AC000041.1,0.158,0.491
AL138847.2,0.0,0.0
KF456478.1,0.0,0.0
DLGAP1-AS2,0.856,0.885
ST3GAL5,0.048,0.055999999999999994
FAM160A1,1.501,1.204
AL031602.1,0.0,0.0
CLHC1,0.409,0.21600000000000003
SNORD60,4.224,7.819
RNA5SP183,0.0,0.0
AL391646.1,0.0,0.0
RF00019,0.0,0.0
GKN1,0.0,0.0
CHMP2B,26.964000000000002,28.935
EPO,0.0,0.0
DUTP1,0.0,0.0
CXXC5,31.211,30.203000000000003
C7orf66,0.0,0.0
AC104986.2,0.43700000000000006,0.603
RUNDC3B,0.141,0.122
AC068594.2,0.0,0.0
RNU6-108P,0.0,0.0
AP001150.1,0.0,0.0
AL135903.1,2.125,2.162
Z98885.3,0.0,0.0
ADRB1,0.136,0.141
DEPDC5,0.59,0.562
C1orf131,3.7960000000000003,3.6510000000000002
AC226119.1,0.244,0.504
COL26A1,0.036000000000000004,0.0
RNU6-31P,0.0,0.0
SAPCD2P1,0.0,0.0
WARS2,3.427,3.633
AL136115.3,0.0,0.0
EHD4,8.945,8.296
ENO1P3,0.0,0.047
AJ239322.2,0.0,0.0
CYLD,2.535,2.162
EIF3D,78.861,79.40899999999999
ERHP2,0.0,0.0
AC004233.2,0.188,0.19399999999999998
AC113208.1,0.091,0.0
MFNG,3.4410000000000003,3.484
AC090617.4,0.0,0.0
AC096588.1,0.0,0.10300000000000001
AC004386.1,0.146,0.075
AL136961.1,0.0,0.0
DPY19L4P1,0.0,0.0
UNG,40.931,43.825
LINC01832,0.0,0.0
MIR1276,0.0,0.0
ZNF821,3.435,2.9130000000000003
OR6C71P,0.0,0.0
AC069148.1,0.361,0.149
CADPS2,2.2969999999999997,1.683
AC055855.1,0.0,0.0
BCLAF1P2,0.785,0.6809999999999999
HIKESHI,11.132,13.782
HHLA1,0.0,0.0
OR6C4,0.0,0.0
AC006059.2,2.166,2.202
PDLIM1P3,0.0,0.0
PEX26,3.424,3.016
AC008883.2,0.0,0.0
EEF1A1P8,0.239,0.124
MIR6823,0.45399999999999996,0.47
AC023824.5,0.0,0.0
HSPA9,78.786,79.488
AL611929.1,0.0,0.0
AC113386.1,0.0,0.0
SLC39A12,0.0,0.0
RF00019,0.0,0.0
ALDOAP2,0.618,0.479
MKLN1,4.281000000000001,3.9960000000000004
ZNF16,3.0460000000000003,2.767
AL133153.1,0.0,0.0
CREBL2,12.823,12.458
RN7SL66P,0.0,0.0
LCN9,0.0,0.0
CTSK,1.579,1.209
AC012354.2,2.883,2.237
RNF219-AS1,0.0,0.0
HIST1H3I,0.0,0.0
AC067930.4,0.18899999999999997,0.098
AC078991.1,0.182,0.094
AC079089.3,0.0,0.0
AC100778.2,0.688,0.35600000000000004
LINC01842,0.28800000000000003,0.82
SIX3,0.0,0.042
UBE2N,24.363000000000003,27.371
SMTNL2,0.0,0.046
ZBTB20,0.45899999999999996,0.326
WARSP1,0.0,0.0
LINC01359,0.037000000000000005,0.009000000000000001
AC109460.2,0.0,0.035
OR13A1,0.0,0.0
STT3A,30.506999999999998,31.12
RF00017,0.0,0.0
ALKBH8,7.202999999999999,6.0889999999999995
RNU6-418P,0.0,0.0
AP001636.1,0.049,0.0
SVOP,0.0,0.0
RF00019,0.0,0.0
MAS1LP1,0.0,0.0
AC131280.1,0.0,0.0
AC007092.1,0.017,0.052000000000000005
AC079610.1,0.0,0.0
C20orf173,0.0,0.02
SPACA1,0.0,0.0
PPIE,5.14,5.3870000000000005
HSH2D,11.54,10.047
NSDHL,50.946999999999996,51.34
AC022167.4,0.33399999999999996,0.23
TNFRSF14,2.182,2.496
CCDC130,5.81,5.209
MTND4LP30,0.28,0.193
ANXA9,13.725,13.187999999999999
AL035696.4,0.0,0.0
ZNF578,0.0,0.01
CFLAR-AS1,0.051,0.04
LINC01572,0.233,0.289
AC117394.2,0.0,0.0
PNMA5,0.0,0.0
VN1R36P,0.0,0.0
ARL2BP,19.027,19.908
AC007922.2,0.0,0.0
NXPE3,1.7069999999999999,1.306
CD82,1.399,1.1059999999999999
OR2L2,0.0,0.0
TSG101,28.293000000000003,28.029
MIR1244-1,261.623,319.762
AP005131.1,0.0,0.0
LINC01804,0.0,0.0
LINC01998,0.0,0.0
AC013401.1,0.0,0.0
AC004224.2,4.188,4.71
CDCA4,16.354,17.209
AP000812.2,0.0,0.0
ZNF33B,2.9130000000000003,2.93
AL163973.1,0.0,0.0
AC116903.2,0.0,0.0
GLRX5,23.866999999999997,26.074
FAM135A,14.259,12.88
CTAGE1,0.09,0.08
AC005332.6,6.447,5.687
LINC01476,0.0,0.0
AC094019.1,0.0,0.0
CCDC13,0.03,0.063
SNORA14A,0.0,0.0
AL590705.1,0.309,0.284
PRR36,1.4509999999999998,0.9490000000000001
SNTB2,1.739,1.569
MED28P8,0.0,0.0
AC084024.3,0.099,0.102
CCAR2,19.92,19.506
ZNF259P1,0.011000000000000001,0.035
AC009139.2,0.0,0.10099999999999999
AC105345.1,0.049,0.204
RN7SL767P,0.0,0.0
SEC14L1,7.393,6.23
AC140481.1,0.0,0.0
ABCG1,0.018000000000000002,0.0
AP006333.2,0.0,0.0
TPM3P1,0.0,0.077
AC073349.2,0.0,0.0
AC074143.2,1.351,1.155
MIR760,0.0,0.0
RNF139,22.114,22.499000000000002
AC006449.5,1.399,1.5019999999999998
MIR4736,0.0,0.0
GTF2IRD1,4.3469999999999995,3.852
BX890604.2,0.708,0.728
OOSP3,0.13,0.067
TMEM110-MUSTN1,2.191,2.1790000000000003
AC034229.2,0.011000000000000001,0.034
AL160035.1,0.0,0.0
GCKR,1.161,1.073
OR2L3,0.0,0.0
KDF1,11.048,9.418
NUDCD3,13.100999999999999,12.952
SLF2,1.8980000000000001,1.7619999999999998
MSN,89.154,82.98899999999999
CCL17,0.0,0.0
KIF20B,4.5760000000000005,4.164
AC245884.10,0.0,0.0
PTMAP8,0.324,0.502
AC068707.1,0.0,0.036000000000000004
TMEM87B,10.191,10.001
AL022323.1,1.1,0.718
LRRC52-AS1,0.0,0.0
C13orf42,0.0,0.0
INHA,0.068,0.14
BZW1P1,0.313,0.185
PDE2A,0.131,0.07200000000000001
AC139769.3,0.0,0.0
RN7SL748P,0.0,0.0
AL355312.2,0.157,0.135
ZNF740,3.112,2.478
POU5F1P3,0.0,0.053
AL645937.3,0.0,0.0
AC012508.2,0.0,0.0
AC004875.1,0.0,0.0
RPL13AP5,197.204,221.729
AL592494.2,2.029,1.4809999999999999
GDPD2,0.021,0.0
RPP30,5.654,5.797999999999999
AC125437.1,0.853,0.722
ZNF277,7.851,7.528
AL590240.2,0.0,0.0
TRIM36,0.725,0.675
AL391421.1,0.0,0.0
AL596325.2,0.32899999999999996,0.45399999999999996
TRAV10,0.0,0.0
AL365356.3,0.0,0.0
CPE,1.74,1.4880000000000002
AC008555.1,0.02,0.0
AP003396.5,0.0,0.0
GPR107,8.048,7.1770000000000005
RPL5P21,0.0,0.0
TTC28,0.285,0.23600000000000002
AL022315.1,0.0,0.115
AL445209.1,0.0,0.0
YOD1,9.36,8.635
AF111167.1,0.0,0.0
C1GALT1P1,0.102,0.053
SEC24A,8.561,7.4479999999999995
RN7SL393P,0.0,0.0
PLEKHH3,7.611000000000001,7.239
AL031289.1,0.47,0.243
RN7SL499P,0.0,0.0
RF02271,1.071,2.374
RPLP1P6,2.024,2.5340000000000003
GOLGA6B,0.0,0.026000000000000002
AC139795.2,1.329,0.981
AC008379.1,0.0,0.0
TUBA4A,52.315,53.453
RNU6-1316P,0.0,0.0
SNORA70F,0.0,0.0
AC027229.1,0.0,0.0
PCDH8,0.0,0.0
LINC02565,0.695,0.36
VN1R37P,0.0,0.0
AD001527.1,0.0,0.0
HINT1,142.47299999999998,172.84799999999998
AC137630.4,0.809,0.12
AL359922.3,1.6580000000000001,1.3719999999999999
AL358333.3,0.0,0.0
RNU6-433P,0.0,0.0
AC087481.3,0.76,0.68
HNRNPKP2,5.6579999999999995,5.357
EEF1A1P25,0.044000000000000004,0.045
RBM26-AS1,0.10300000000000001,0.138
RNFT1,3.137,3.202
SVIL2P,0.36,0.213
OR6J1,0.0,0.0
MIR378D2,0.0,0.292
CCDC110,0.141,0.065
ANKRD29,0.414,0.41100000000000003
CXorf56,13.546,11.612
ETS1-AS1,0.0,0.0
AC097467.3,0.0,0.0
AL162391.1,0.0,0.0
PSMB7P1,0.0,0.0
GAGE12H,0.0,0.0
AC011491.1,0.0,0.0
GAPDHP21,0.11,0.0
AC092364.2,0.021,0.0
AC073842.1,0.0,0.0
GNB4,11.562000000000001,9.583
INTS11,7.718,7.7139999999999995
RNU7-110P,0.0,0.0
PRPF19,66.791,69.11399999999999
MYZAP,3.411,3.605
AC002551.1,0.094,0.0
AL596028.1,0.0,0.0
CD83,5.692,5.935
AL355336.1,0.0,0.0
AC018755.1,0.0,0.0
SLC2A14,0.0,0.0
AC093523.1,0.0,0.0
AC084809.1,0.375,0.5329999999999999
RN7SL615P,0.0,0.0
RRN3P1,0.58,0.534
F13B,0.0,0.0
LINC01503,0.764,1.042
UBE2Q2P10,0.062,0.0
AC002401.1,0.237,0.0
NCOA5,15.427,14.338
AC008723.1,0.0,0.0
ATP6V0CP3,0.0,0.0
AL391822.1,0.0,0.102
AL670729.1,1.1740000000000002,1.214
PARGP1,1.146,0.8290000000000001
CLEC11A,1.275,1.7180000000000002
MYL12BP2,0.10800000000000001,0.11199999999999999
SYNGR4,0.134,0.046
DTHD1,0.0,0.0
RNU6-298P,0.0,0.0
AL161785.1,0.0,0.0
RAB22A,9.355,8.927
AC020934.2,0.121,0.0
SEC16B,0.435,0.326
CNOT9,10.42,10.559000000000001
MIR4688,0.0,0.0
ERICH4,0.0,0.0
CTAGE7P,0.136,0.141
CAVIN1,12.039000000000001,10.526
AL591926.4,0.0,0.0
RN7SKP240,0.14800000000000002,0.0
TCF4-AS2,0.0,0.0
RF00019,0.0,0.0
PRAMEF10,0.0,0.0
AL138826.1,2.7510000000000003,2.7289999999999996
LINC02015,0.111,0.057
DHRS2,0.27899999999999997,0.29600000000000004
DLG3-AS1,0.0,0.0
SGO1,5.151,5.235
SUPV3L1,11.359000000000002,10.463
MIR193A,0.629,0.6509999999999999
AC073326.1,0.099,0.20600000000000002
HMGN2P13,0.0,0.0
AC015849.5,0.077,0.06
AL353803.5,0.0,0.0
CCDC126,3.6069999999999998,3.763
RN7SL236P,0.0,0.0
STAG2,19.815,17.875999999999998
AC024940.3,0.27399999999999997,0.473
SOCS6,10.453,9.349
CNIH4,15.777999999999999,17.578
SSR4P1,0.126,0.065
RF00017,0.35100000000000003,0.0
LINC02635,0.28600000000000003,0.29600000000000004
LINC02546,0.0,0.0
C16orf70,3.705,3.784
RASD2,0.032,0.017
ATN1,15.048,13.324000000000002
AL139400.1,0.0,0.0
CNDP1,0.023,0.016
AP000919.4,0.154,0.08
TCAF1,2.2030000000000003,2.124
AL136234.1,0.159,0.657
AP001330.2,0.0,0.0
Z83844.3,4.963,5.5089999999999995
KRT2,0.0,0.0
CYP4F60P,0.10099999999999999,0.0
AC007342.9,0.16,0.29
FBXO36P1,0.0,0.0
NFU1P2,0.0,0.0
IFI44,72.509,61.693999999999996
AL590378.1,0.0,0.0
GRIP2,0.019,0.005
AC105446.1,1.633,3.096
ABI1,21.903000000000002,20.995
SNORD27,11.154000000000002,9.149
AC114776.1,0.0,0.0
AC092119.3,0.285,0.0
OR2L8,0.0,0.0
RPL5P33,0.0,0.063
ATG14,2.85,2.925
AL603882.1,0.488,0.168
USP46,2.603,2.679
AP000317.2,6.567,8.728
C8orf58,2.695,2.6489999999999996
NUS1P3,0.0,0.0
AC090181.2,0.33,0.767
TSEN54,10.9,11.623
LRRC34P1,0.0,0.0
SRMP1,0.0,0.0
EFCAB6-AS1,0.0,0.0
NPM1P2,0.0,0.066
RPL9P30,0.0,0.0
ANKRD26P2,0.0,0.0
ATG16L2,1.365,1.157
C4BPAP2,0.0,0.0
ZNF561,3.971,3.8339999999999996
CIR1P2,0.040999999999999995,0.0
MRPS30-DT,0.376,0.285
LINC01871,0.0,0.0
LINC00836,0.0,0.016
PIK3R5,0.0,0.0
RPSAP10,0.0,0.0
AL392003.2,0.0,0.0
BRDTP1,0.0,0.0
AP001046.1,0.0,0.0
SCARNA9,0.235,0.243
ZNF613,2.861,2.245
TUNAR,0.0,0.0
TPRN,3.0,3.265
RNU6-719P,0.0,0.0
CYP4X1,0.023,0.023
TRIB3,15.427999999999999,16.031
HIGD1AP5,0.0,0.0
AC025580.2,0.135,0.177
OPN3,8.366,8.814
GSKIP,10.769,11.627
SLC4A11,1.835,1.45
AP001269.3,0.0,0.0
AC016582.3,0.008,0.0
SNAPC2,7.028,8.051
MIRLET7I,0.0,0.0
AC007384.1,0.0,0.0
USP4,6.355,5.746
AL031229.1,0.0,0.256
AC007403.1,0.0,0.0
ZNF185,11.338,10.427999999999999
RPL32P31,0.0,0.0
NPHS1,0.0,0.0
AC076966.1,0.0,0.0
TRGV9,0.0,0.0
MFN2,23.322,20.998
CICP14,0.0,0.0
AL596220.1,0.146,0.226
ATG4A,6.017,6.125
OTULINL,1.99,1.9280000000000002
ATG2B,1.5659999999999998,1.145
SELENOV,0.0,0.0
ADAM1B,0.0,0.0
AC232271.3,0.0,0.013999999999999999
AC090502.4,0.04,0.083
GOSR2,3.375,3.4589999999999996
PDCL3,14.1,16.750999999999998
AC079395.3,0.0,0.0
AC006116.9,0.027000000000000003,0.0
AAMP,53.693999999999996,56.004
EEF1DP5,0.07200000000000001,0.14800000000000002
AC092802.2,0.039,0.04
MIR7854,0.0,0.0
ANP32BP2,0.0,0.0
FBXO24,0.017,0.069
CCDC191,1.226,0.965
WDR72,0.556,0.581
AC010320.4,0.0,0.0
Z82209.1,0.0,0.0
TUBB8P7,0.10800000000000001,0.039
MIR554,0.5770000000000001,1.193
AL136982.6,0.0,0.035
AL132777.1,3.137,3.3369999999999997
NONO,97.88,95.306
KLK5,0.067,0.139
DPY19L1P1,1.345,0.905
AC007537.1,0.0,0.11199999999999999
SLC4A7,8.651,7.631
AL357052.1,0.0,0.0
LINC01947,0.0,0.0
TBC1D3G,0.0,0.0
AC092896.1,0.0,0.0
ALKBH1,7.12,6.457999999999999
SNRPD2,207.771,253.632
AC003035.1,0.0,0.0
PRR3,5.5760000000000005,5.178
TAS2R30,0.0,0.068
ANAPC4,2.6830000000000003,2.576
RF00012,0.0,0.0
AC113347.3,0.0,0.0
AP002993.1,0.0,0.0
CHST10,4.727,4.685
AP001282.1,0.5539999999999999,0.45899999999999996
MYLPF,0.0,0.102
GORASP2,28.476,28.44
RNF11,40.935,39.15
USP37,2.543,2.531
RNU6-137P,0.0,0.0
LINC01133,0.0,0.018000000000000002
AC023906.1,0.7340000000000001,1.012
TRIT1,3.688,3.551
AC106827.1,0.0,0.0
RN7SL75P,0.099,0.0
AC011313.1,1.2109999999999999,0.9390000000000001
AC114730.2,0.0,0.0
AC009948.1,2.097,2.33
TP53TG3,0.0,0.0
ZNF488,1.4809999999999999,1.548
AP003501.1,0.0,0.0
BCRP1,0.0,0.0
AL355306.1,0.0,0.0
AL049844.3,5.109,5.897
AC139099.2,0.0,0.0
LINC01905,0.0,0.0
LINC02502,0.0,0.0
AC018809.2,0.159,0.165
MIR6512,0.0,0.0
AL357153.4,0.0,0.0
FAM8A3P,0.0,0.0
NBPF3,0.52,0.47100000000000003
HMGB3P13,0.0,0.0
MDC1,7.912999999999999,6.621
NACAP10,0.0,0.0
CPSF6,14.545,14.502
AC024940.6,4.382,3.384
AC138701.2,0.0,0.0
AL355140.1,0.348,0.648
ATF6B,33.44,30.448
RF00019,0.0,0.0
RPL23AP96,0.094,0.09699999999999999
LINC00507,0.0,0.0
LINC01470,0.0,0.0
AC079163.2,0.0,0.0
CXCR6,0.0,0.0
SC5D,12.577,12.272
AC008406.2,0.0,0.0
Z98749.1,0.0,0.0
LRRC37A7P,0.04,0.0
BMS1,14.591,13.429
AC096553.1,0.0,0.0
LINC02653,0.0,0.0
RPL7L1P4,0.0,0.0
AC113404.3,16.367,11.456
MEOX2,3.013,2.972
RND2,0.152,0.079
MTATP6P29,0.0,0.0
AL161729.2,0.0,0.0
MAMDC2,0.201,0.239
SPACA6,1.93,1.494
PLA2G4E-AS1,0.044000000000000004,0.0
AL391839.2,0.0,0.0
EIF1B,27.708000000000002,31.203000000000003
BEND5,0.026000000000000002,0.187
SOX11,0.0,0.006
PRR18,0.035,0.0
ST18,0.0,0.0
MIR4497,0.622,0.0
RNA5SP122,0.0,0.0
AL078645.1,0.0,0.0
AL035633.1,0.0,0.0
AC004837.2,0.0,0.0
