genes,Calu3_polyA_series1-S2-4h-A,Calu3_polyA_series1-S2-4h-B,Calu3_polyA_series1-mock-4h-A,Calu3_polyA_series1-mock-4h-B,Calu3_polyA_series2-4h-S2-1,Calu3_polyA_series2-4h-S2-2,Calu3_polyA_series2-4h-mock-1,Calu3_polyA_series2-4h-mock-2
ITGA8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001
PODNL1,0.022000000000000002,0.0,0.0,0.023,0.013000000000000001,0.027000000000000003,0.14300000000000002,0.047
AC069213.3,0.0,0.0,0.708,0.397,0.11,0.355,3.778,0.275
PELO,12.902999999999999,11.609000000000002,12.302999999999999,12.363,13.27,13.158,12.258,11.950999999999999
GGN,0.187,0.158,0.13699999999999998,0.154,0.171,0.22899999999999998,0.244,0.213
AL138920.1,0.0,0.021,0.0,0.065,0.0,0.0,0.247,0.018000000000000002
SNORA54,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0
RF00416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2C,41.582,42.833,42.772,42.643,103.06299999999999,107.20200000000001,164.328,103.23899999999999
AC006236.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLK12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE4D,0.6759999999999999,0.706,0.73,0.603,0.23800000000000002,0.263,0.662,0.221
HMGN2P20,0.0,0.0,0.0,0.0,0.191,0.0,0.0,0.0
MTATP6P14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YY1AP1,10.527999999999999,10.085,8.361,9.555,9.679,10.087,5.312,8.712
LTA4H,19.59,19.962,21.575,20.07,24.906999999999996,25.52,26.12,21.6
AC093677.1,0.27,0.34299999999999997,0.165,0.0,0.231,0.166,0.0,0.096
AL136985.3,0.309,0.34299999999999997,0.212,0.298,0.11,0.11800000000000001,0.18899999999999997,0.055
HS3ST3A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCARNA21B,0.653,0.0,0.0,0.0,0.0,0.0,0.0,0.9309999999999999
AC108865.2,0.0,0.0,0.0,0.0,0.121,0.0,0.0,0.0
DDX39B-AS1,0.34700000000000003,0.147,0.212,0.17800000000000002,0.198,0.106,0.0,0.124
NOP56,45.031000000000006,44.433,46.92100000000001,43.99100000000001,49.52,48.56100000000001,31.175,46.137
CYP2F1,0.0,0.0,0.0,0.0,0.0,0.0,0.099,0.0
CEBPE,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.0,0.0
AL109810.1,0.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0
NEFHP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC133065.2,0.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005358.2,0.0,0.021,0.0,0.0,0.0,0.015,0.0,0.0
AC005300.1,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
AC008033.1,0.551,0.33299999999999996,0.5770000000000001,0.5670000000000001,0.539,0.33799999999999997,0.0,0.22399999999999998
CLECL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTP11,15.735,13.657,15.74,15.274000000000001,16.291,17.691,17.038,17.273
ATG10-IT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBKS,0.725,1.032,0.9570000000000001,0.895,1.158,1.3880000000000001,1.704,1.2819999999999998
AC105342.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WNT16,0.0,0.024,0.10300000000000001,0.057999999999999996,0.032,0.034,0.091,0.04
ANKRD65,0.0,0.059000000000000004,0.0,0.071,0.0,0.021,0.0,0.0
LSM3P4,0.0,0.0,0.36200000000000004,0.0,0.0,0.182,0.966,0.0
AC015818.3,0.0,0.0,0.151,0.0,0.071,0.076,0.0,0.08800000000000001
PQLC2L,1.0390000000000001,0.695,0.7020000000000001,0.703,1.435,1.662,2.0540000000000003,1.482
AC091304.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLCL2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACAD8,5.3260000000000005,4.395,5.2989999999999995,4.76,5.206,5.53,5.284,4.979
RPL6,72.149,69.42399999999999,75.49600000000001,70.013,104.285,105.76,107.12299999999999,112.22399999999999
SAMD11,0.022000000000000002,0.0,0.0,0.034,0.087,0.10800000000000001,0.28600000000000003,0.109
NSF,15.104000000000001,13.885,14.341,15.505,11.505,10.886,8.826,10.197000000000001
AL109613.1,0.748,0.555,0.629,0.337,0.294,0.45899999999999996,0.0,0.434
PRPF4,14.446,13.315999999999999,13.213,12.965,10.712,10.187999999999999,4.874,9.814
AC091804.1,0.161,0.13699999999999998,0.19699999999999998,0.0,0.092,0.099,0.526,0.115
HS3ST6,0.0,0.061,0.08800000000000001,0.07400000000000001,0.040999999999999995,0.044000000000000004,0.0,0.0
AGPAT4,1.28,1.341,1.464,1.178,1.598,1.629,1.258,1.5219999999999998
RNU6-476P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092666.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPU,34.295,34.754,33.323,36.469,28.986,29.388,21.068,28.063000000000002
RNY3P12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12orf73,3.05,2.708,3.075,2.375,3.469,2.96,5.317,3.2769999999999997
EFHC1,0.589,0.622,0.619,0.618,0.561,0.701,0.5379999999999999,0.539
AC025627.3,0.0,0.426,0.0,0.0,0.0,0.0,0.0,0.0
AC016251.1,0.044000000000000004,0.157,0.04,0.067,0.087,0.107,0.284,0.062
PRSS8,27.162,25.025,26.644000000000002,25.674,23.389,24.085,42.841,23.069000000000003
MTDHP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012213.2,0.02,0.067,0.073,0.102,0.023,0.012,0.455,0.057
CBX1,44.864,46.575,47.525,47.526,60.608000000000004,61.308,48.047,60.381
AC091390.2,0.0,0.207,0.0,0.0,0.0,0.0,0.0,0.0
LINC02304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC083906.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAF6,3.812,3.9360000000000004,3.259,3.5639999999999996,3.202,3.21,1.726,2.109
PTPN2P1,0.767,0.65,0.9390000000000001,0.526,0.584,0.523,0.0,0.182
CCBE1,0.569,0.574,0.546,0.5429999999999999,0.1,0.083,0.0,0.145
AC008687.5,0.32799999999999996,0.139,0.0,0.16899999999999998,0.561,0.804,0.267,0.35
YTHDF2,34.318000000000005,35.402,31.99,32.086,28.647,27.476,16.889,24.155
PABPC1P10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTB,0.536,1.3119999999999998,0.8009999999999999,1.9,1.4609999999999999,1.06,1.945,1.444
AL513043.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGXT2,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.016
MED10,25.206,25.478,24.230999999999998,22.658,34.083,35.55,68.376,36.645
BCAR1,17.673,17.753,15.939,17.025,11.116,10.475999999999999,5.4510000000000005,10.128
RUSC2,4.62,5.031000000000001,3.905,3.764,3.9819999999999998,3.575,0.7859999999999999,3.2030000000000003
AC084337.1,0.4,0.226,0.326,0.6859999999999999,0.228,0.245,0.87,0.19
CLCA2,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.068,0.015
CASP8AP2,5.537999999999999,5.651,5.212999999999999,5.825,3.205,3.248,1.7530000000000001,2.696
AC120498.9,0.024,0.04,0.057999999999999996,0.073,0.054000000000000006,0.028999999999999998,0.0,0.017
AC100850.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PABPC1P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC079790.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012066.1,0.659,0.5579999999999999,0.644,0.9490000000000001,0.601,1.051,0.43,0.7509999999999999
AP001636.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABBR1,1.932,1.935,2.66,2.833,2.319,2.25,1.921,2.151
RRP15,8.831,8.625,8.033,8.861,7.046,7.544,7.351,6.942
HIST1H2AH,0.23600000000000002,0.0,0.289,0.0,0.135,0.145,1.5430000000000001,0.168
AC006978.2,7.343,7.154,6.379,6.002999999999999,8.027999999999999,7.54,6.274,7.632999999999999
AC051619.7,0.0,0.062,0.0,0.075,0.042,0.315,0.24,0.157
AC104339.1,0.0,0.0,0.0,0.0,0.0,0.322,0.0,0.0
AC093422.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC055876.1,0.0,0.0,0.0,0.0,0.0,0.0,0.155,0.0
AC233701.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TM4SF19-AS1,0.214,0.109,0.157,0.22,0.122,0.341,0.419,0.153
MIR29B2,1.129,1.435,0.0,0.0,0.644,0.0,0.0,0.0
AC092811.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11699999999999999
AC019127.1,0.0,0.0,0.0,0.049,0.0,0.0,0.0,0.034
ACSL6,0.013000000000000001,0.016,0.006999999999999999,0.008,0.006,0.012,0.316,0.012
CBX3P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOBEC3F,1.0170000000000001,1.159,1.04,1.091,0.965,0.9129999999999999,1.145,0.85
AC069503.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL592148.3,0.10400000000000001,0.264,0.16899999999999998,0.32,0.19699999999999998,0.191,0.564,0.12300000000000001
COPS7B,6.872000000000001,6.96,7.297999999999999,7.273,6.664,6.715,4.281000000000001,6.5760000000000005
AC233981.1,0.0,0.336,0.0,0.0,0.0,0.0,0.0,0.0
TRAF2,10.463,10.59,9.639,10.651,10.219,9.446,7.4110000000000005,9.923
AC007881.3,0.151,0.128,0.184,0.0,0.172,0.462,0.0,0.215
AC024361.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRPC3,0.02,0.008,0.0,0.01,0.0,0.0,0.22699999999999998,0.013999999999999999
AC027763.2,0.0,0.0,0.0,0.0,0.0,0.10400000000000001,0.0,0.0
RRP9,56.375,54.864,48.286,52.644,45.395,44.357,36.584,53.553000000000004
RNA5SP19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMBRA1,6.992999999999999,6.502000000000001,5.784,5.7989999999999995,4.5680000000000005,4.578,1.284,3.958
ARL4D,1.6219999999999999,2.062,1.913,1.49,2.71,3.8760000000000003,3.972,2.5610000000000004
AC083806.3,0.0,0.0,0.24600000000000002,0.0,0.0,0.0,0.0,0.0
AC005091.1,0.0,0.065,0.0,0.079,0.08800000000000001,0.047,0.0,0.055
PDE1B,0.012,0.011000000000000001,0.0,0.0,0.006999999999999999,0.0,0.0,0.0
SMIM11A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMC5,25.592,25.691,26.232,26.247,29.304000000000002,29.701,25.809,30.525
FCF1P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIRLET7A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS4XP18,0.0,0.0,0.147,0.0,0.0,0.0,0.0,0.0
WNT6,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.038
AC010329.5,0.0,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
AL163195.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NACAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC022784.1,0.669,0.631,0.606,0.669,1.14,1.104,1.148,1.29
RILP,2.271,1.2690000000000001,1.536,1.4909999999999999,1.268,1.8980000000000001,0.9470000000000001,1.929
PER2,2.408,2.39,1.871,1.889,1.564,1.494,0.956,1.2229999999999999
Z75741.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP004609.1,0.055999999999999994,0.047,0.0,0.057,0.032,0.0,0.0,0.0
MRPL45,70.166,66.288,74.663,70.327,87.76,93.056,102.12200000000001,91.416
PSMD10P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC107071.1,0.235,0.133,0.192,0.32299999999999995,0.045,0.24100000000000002,0.0,0.168
RNU6-912P,0.0,0.0,0.0,0.0,0.502,0.0,0.0,0.0
AC117503.4,0.0,0.0,0.0,0.0,0.0,0.204,0.0,0.0
IPO11,5.001,4.752,5.59,5.332999999999999,4.296,4.42,3.86,4.37
ME2,4.56,4.781000000000001,4.747,4.367,4.285,4.1610000000000005,3.2289999999999996,4.067
NAMPT,24.564,24.61,25.344,24.925,16.351,16.159000000000002,13.019,15.314
AC023906.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007536.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAGAB,25.589000000000002,26.416999999999998,25.463,25.570999999999998,28.305,26.906,28.500999999999998,27.615
SET,110.93,103.8,111.234,113.027,89.145,91.052,77.03699999999999,91.323
AC242988.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PI4K2B,8.215,7.631,8.306000000000001,9.095,6.313,7.087999999999999,6.561,6.601
AL035458.1,3.594,4.105,5.9239999999999995,4.181,3.8339999999999996,2.9730000000000003,0.0,3.12
AL136419.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC016747.4,5.684,5.938,6.952000000000001,6.937,8.542,8.337,17.05,9.826
IMMP2L,4.154,3.3160000000000003,4.0969999999999995,3.6260000000000003,4.5569999999999995,3.89,9.888,4.949
AC093904.4,0.11199999999999999,0.047,0.102,0.086,0.127,0.051,0.0,0.1
OR4C10P,0.0,0.0,0.0,0.0,0.0,0.0,0.321,0.0
RNU6-732P,0.0,0.0,0.0,0.9129999999999999,0.0,0.0,0.0,0.0
ERGIC2,14.215,14.388,16.829,15.564,17.208,16.507,14.190999999999999,16.703
HMX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAUS6P1,0.53,0.9490000000000001,0.649,0.667,0.773,0.615,0.5770000000000001,0.546
ELOBP2,0.0,0.0,0.0,0.0,0.0,0.316,0.0,0.551
POLD4,11.074000000000002,10.675,9.719,10.657,22.075,24.212,50.236000000000004,27.851
RANBP1,30.855999999999998,30.36,33.431,31.629,30.794,31.146,55.917,34.613
AL732292.2,0.425,0.36,0.52,0.0,0.0,0.0,0.6940000000000001,0.152
AC016229.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL138729.1,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0
AC024580.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC104985.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.109
ABL2,6.869,7.306,5.5760000000000005,6.7139999999999995,4.03,3.734,2.365,2.685
ROR1-AS1,0.052000000000000005,0.087,0.063,0.0,0.147,0.079,1.348,0.11
LINC01150,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00426,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0
AC078899.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRTM1,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0
UQCRFS1,29.058000000000003,26.586,29.888,29.230999999999998,38.469,38.71,79.021,38.629
RAPGEF5,7.825,7.827000000000001,7.4910000000000005,7.803999999999999,4.704,4.305,2.535,3.792
AL357054.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOLA2B,0.134,0.057,0.24600000000000002,0.069,0.306,0.493,0.875,0.382
AC010746.1,0.0,0.0,0.0,0.0,0.0,0.124,0.0,0.0
RPL17P43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD121B,0.0,0.956,0.69,0.0,1.288,1.0390000000000001,0.0,0.0
RN7SL870P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCID2,3.69,2.9530000000000003,3.3310000000000004,2.8480000000000003,3.685,3.694,4.303,3.529
EFCAB7,1.13,1.025,1.254,1.262,1.047,1.23,0.9420000000000001,1.046
CALM2P3,9.365,9.835,15.437999999999999,9.846,21.491,24.368000000000002,21.273000000000003,21.193
ERP27,0.43799999999999994,0.495,0.47600000000000003,0.752,0.528,0.44799999999999995,0.47700000000000004,0.382
AL355482.2,0.0,0.0,0.0,0.0,0.0,0.0,0.261,0.0
SEL1L3,22.88,22.796999999999997,21.649,22.74,17.552,17.186,7.1,16.27
KRTAP4-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053
AP000936.2,0.0,0.114,0.0,0.0,0.0,0.0,1.315,0.0
ABCB9,2.1319999999999997,1.85,2.162,2.272,1.495,1.444,0.988,1.456
ING2,4.613,5.318,5.393,4.363,5.381,5.455,9.636000000000001,4.643
RPL4P5,5.587999999999999,6.436,5.432,7.961,13.204,11.037,17.778,11.237
AL512594.1,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.0
LINC02649,0.237,0.452,0.235,0.366,0.203,0.23600000000000002,0.193,0.201
AC106865.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL034397.1,0.302,0.597,1.4780000000000002,0.311,0.804,0.742,0.0,0.79
AC008269.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRNT1,5.877000000000001,5.982,5.587999999999999,5.69,5.942,6.122000000000001,5.144,5.707000000000001
DNASE1,1.6030000000000002,1.673,1.094,1.227,1.327,1.207,0.519,0.9590000000000001
AC018653.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSB1,5.664,5.836,4.887,4.833,6.015,6.412000000000001,4.095,4.766
PTOV1-AS2,5.093,4.922,5.901,4.322,4.283,3.2910000000000004,0.875,2.421
AC108210.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC118754.1,47.928999999999995,44.735,43.56,47.678999999999995,33.466,33.779,24.8,36.225
MBNL1,20.544,20.971999999999998,19.284000000000002,20.160999999999998,16.146,15.964,11.056,13.937000000000001
SALL1,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.012
MIR1224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN2P35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004069.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF5B,36.924,36.613,33.830999999999996,37.601,27.496,28.750999999999998,42.239,24.339000000000002
MIR4751,46.94,49.205,56.655,45.761,28.546999999999997,32.604,4.034,30.826999999999998
KRTAP2-5P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC055860.1,3.056,2.815,3.4939999999999998,3.35,3.3360000000000003,2.977,0.868,3.221
RNU4-52P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL136979.1,0.0,0.0,0.0,0.0,0.0,0.0,0.247,0.0
TOB2P1,1.8430000000000002,1.5619999999999998,1.465,1.422,1.42,0.9620000000000001,0.0,1.314
AL078644.2,0.122,0.10300000000000001,0.297,0.5,0.20800000000000002,0.149,0.0,0.087
AL353691.1,0.0,0.0,0.289,0.243,0.0,0.0,0.0,0.168
AL356275.2,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,0.0,0.0
AC104819.3,0.33899999999999997,0.287,0.414,0.0,0.0,0.10400000000000001,0.0,0.0
HCST,0.298,0.0,0.182,0.307,0.085,0.0,0.0,0.106
RF02108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00174,0.596,0.695,0.6990000000000001,0.58,0.499,0.5539999999999999,0.71,0.557
AL136141.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNG7,0.121,0.239,0.418,0.37200000000000005,0.31,0.272,0.591,0.315
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSF1-IT2,0.32299999999999995,0.41100000000000003,0.198,0.332,0.276,0.496,1.5819999999999999,0.115
GFRA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKX1-2,0.0,0.024,0.0,0.0,0.016,0.0,0.0,0.0
PMS2P4,0.866,1.56,1.192,1.003,0.9890000000000001,1.064,1.061,1.158
SRRM5,0.966,0.861,0.8290000000000001,1.168,1.054,1.217,1.4380000000000002,1.111
RPS29P31,0.0,0.0,0.0,0.0,0.318,0.0,1.82,0.0
AC016687.1,0.0,0.0,0.0,0.266,0.14800000000000002,0.0,0.0,0.185
OR3A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2SP1,7.925,4.401,7.353,7.593,6.939,7.297000000000001,9.816,12.275
LINC01339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC140479.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYL6B,19.83,19.992,20.668000000000003,20.853,31.146,35.381,61.272,35.348
PPA2,11.82,11.720999999999998,12.987,13.075999999999999,17.345,16.833,34.094,19.511
AC073968.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIFKP4,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC013553.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYL6BP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF2S2P2,0.09300000000000001,0.39399999999999996,0.228,0.287,0.106,0.114,0.0,0.066
AL163195.3,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
AL162293.1,0.043,0.0,0.106,0.0,0.025,0.027000000000000003,1.272,0.031
PSD2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093323.2,0.0,0.0,0.115,0.0,0.0,0.0,0.0,0.0
SPIN2B,1.733,1.626,2.801,2.102,1.483,2.241,2.8289999999999997,2.074
TEKT5,0.0,0.044000000000000004,0.0,0.106,0.0,0.0,0.0,0.0
MIR6782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBP1,1.475,1.6469999999999998,1.202,1.1320000000000001,3.4730000000000003,2.9739999999999998,8.408,3.488
STOX1,1.541,1.5830000000000002,1.685,1.5619999999999998,0.826,0.917,0.61,0.7659999999999999
OR7H1P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4GALT,1.2790000000000001,1.361,1.032,1.008,2.128,1.972,0.444,1.611
AL592166.1,0.11900000000000001,0.10099999999999999,0.292,0.49200000000000005,0.273,0.44,0.0,0.426
AC023906.3,0.0,0.0,0.128,0.215,0.06,0.064,0.0,0.149
GBAP1,0.563,0.615,0.78,0.733,0.47100000000000003,0.45299999999999996,0.122,0.41
BRWD1,2.563,2.978,2.615,3.032,1.76,1.631,1.2819999999999998,1.4780000000000002
ANP32D,0.381,0.484,0.11599999999999999,0.098,0.272,0.35100000000000003,0.311,0.33899999999999997
STK33P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009407.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL162431.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC073934.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINE2,5.562,6.02,5.018,5.912000000000001,7.436,7.649,10.53,7.888
AL162311.3,0.032,0.10800000000000001,0.039,0.098,0.055,0.059000000000000004,0.0,0.023
STARD10,15.042,14.585999999999999,15.369000000000002,15.897,14.755,16.198,30.009,18.262
KRT71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DECR1,6.0120000000000005,5.325,5.559,6.112,10.095,10.382,10.998,10.51
TMEM127,16.094,16.974,16.4,16.162,11.559000000000001,12.452,6.61,11.107000000000001
CLEC12A-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYBPHL,0.0,0.0,0.0,0.0,0.059000000000000004,0.0,0.0,0.0
AC114812.2,0.0,0.11699999999999999,0.0,0.0,0.39299999999999996,0.423,0.0,0.39299999999999996
FIGNL1,13.165,13.297,14.190999999999999,14.350999999999999,10.714,10.823,7.352,9.581
AC009119.1,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.040999999999999995
SPINK5,0.9390000000000001,0.778,0.612,0.773,0.452,0.499,0.47700000000000004,0.536
SNAP47,6.446000000000001,6.428999999999999,6.032,6.332999999999999,6.6979999999999995,6.506,5.2170000000000005,6.379
AC013470.2,0.0,0.124,0.0,0.151,0.055999999999999994,0.09,0.08,0.052000000000000005
YTHDF3,13.571,14.481,14.222000000000001,14.133,10.308,11.69,6.441,9.232000000000001
TOMM70,22.84,23.772,21.686999999999998,22.28,20.808000000000003,19.894000000000002,19.005,20.363
RPEP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRR31,0.0,0.079,0.0,0.0,0.0,0.0,0.0,0.0
MTND1P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBL7-AS1,1.229,1.359,1.406,2.09,1.83,1.7719999999999998,2.6180000000000003,1.486
MIR186,6.377000000000001,3.603,7.8,4.375,1.213,4.567,0.0,2.274
AL158206.1,3.582,2.247,3.2430000000000003,2.92,3.398,3.9410000000000003,3.19,2.222
ATOH8,0.01,0.0,0.024,0.0,0.017,0.012,0.032,0.006999999999999999
MIR6848,18.935,19.368,11.978,18.813,19.000999999999998,16.432000000000002,10.66,20.019000000000002
PIGG,4.999,5.36,5.375,5.2989999999999995,4.111000000000001,4.242,2.081,3.7910000000000004
RAB12,23.590999999999998,22.935,21.719,22.718000000000004,16.01,17.064,25.316,15.82
MIRLET7A3,0.0,1.047,0.755,0.0,0.35200000000000004,0.758,0.0,0.0
EEF1A1P30,0.07,0.059000000000000004,0.0,0.0,0.04,0.085,0.0,0.099
AL157378.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARMC7,8.947000000000001,9.253,9.007,9.007,6.801,5.591,5.801,7.047000000000001
AL080243.2,18.847,16.373,19.594,20.686999999999998,31.726,33.936,101.546,43.339
CERS6,17.572,19.301,19.145,17.992,12.779000000000002,12.414000000000001,8.615,11.565999999999999
ADAM32,0.146,0.17,0.21100000000000002,0.08,0.10400000000000001,0.11199999999999999,0.267,0.078
AC244033.2,0.475,0.42700000000000005,0.616,0.7190000000000001,0.782,0.858,0.639,0.45899999999999996
AC008781.3,0.0,0.231,0.33399999999999996,0.0,0.0,0.16699999999999998,0.0,0.0
AC006206.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099654.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC112907.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC087878.1,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.114
CRISP3,0.081,0.034,0.05,0.16699999999999998,0.162,0.325,0.39899999999999997,0.203
TRIM63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011228.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004596.1,0.519,0.293,0.0,0.0,0.6920000000000001,0.319,0.565,0.12300000000000001
TMEM255B,0.013000000000000001,0.021,0.0,0.0,0.0,0.0,0.0,0.009000000000000001
GPX1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLSCR5,0.0,0.0,0.052000000000000005,0.0,0.024,0.052000000000000005,0.0,0.0
LIMK2,7.896,8.413,8.045,8.385,8.902000000000001,8.148,5.225,8.176
AC103564.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
