genes,Calu3_polyA_series1-S2-12h-A,Calu3_polyA_series1-S2-12h-B,Calu3_polyA_series2-12h-S2-1,Calu3_polyA_series2-12h-S2-2,Calu3_polyA_series2-12h-mock-1,Calu3_polyA_series2-12h-mock-2
AC010761.7,0.9059999999999999,0.0,0.0,0.0,0.0,0.0
TATDN3,1.7890000000000001,1.501,2.29,2.636,2.513,2.552
LINC02210,1.255,1.3619999999999999,1.455,1.4180000000000001,1.7409999999999999,1.768
FDCSP,673.816,659.559,896.653,948.1010000000001,878.877,965.625
WDR75,19.98,18.48,14.187000000000001,13.842,12.767999999999999,10.091000000000001
TXNDC17,12.929,14.98,39.583,37.641,45.335,49.364
RPL9P16,0.0,0.0,0.0,0.0,0.0,0.0
AC087897.1,0.0,0.0,0.0,0.0,0.0,0.531
MYOF,84.311,83.824,52.623000000000005,55.876000000000005,46.801,43.73
MTF2,11.758,11.414000000000001,11.142999999999999,12.533,7.343,6.912999999999999
CPNE8,5.231,5.706,4.132,4.04,3.463,3.446
DAXX,44.203,43.318000000000005,43.596000000000004,45.097,38.894,38.516999999999996
NDUFS8,13.382,14.63,23.06,20.319000000000003,22.666999999999998,23.543000000000003
PPDPFL,0.0,0.0,0.0,0.0,0.0,0.0
HLTF,20.422,19.814,14.011,12.665999999999999,21.164,19.622
PRICKLE3,4.542,4.644,4.617,4.4910000000000005,3.694,3.8289999999999997
MIR3622A,0.0,0.0,0.0,0.0,0.0,0.0
HSP90AA1,506.931,495.415,335.74800000000005,332.86300000000006,379.969,388.398
RNA5SP449,0.0,0.0,0.0,0.0,0.0,0.0
CCL4,0.19899999999999998,0.139,0.0,0.051,0.0,0.0
CXCR2,0.0,0.0,0.0,0.0,0.0,0.026000000000000002
AC011611.6,0.0,0.0,0.0,0.0,0.0,0.0
NIPAL2,1.115,1.158,0.828,0.825,1.043,0.7759999999999999
POLE2,4.773,5.07,3.343,3.2539999999999996,5.54,3.812
RPSAP63,0.0,0.0,0.0,0.0,0.0,0.0
AC010105.1,0.0,0.0,0.0,0.0,0.0,0.0
AL121578.3,0.0,0.35200000000000004,0.311,0.0,0.106,0.11699999999999999
TMEM81,1.475,0.75,1.494,1.226,0.9059999999999999,1.306
PPM1H,3.9130000000000003,3.8339999999999996,3.3339999999999996,3.66,3.4010000000000002,3.48
WDFY3,3.633,4.044,2.23,2.185,1.419,1.258
GRAMD1C,0.983,1.006,1.04,0.951,1.105,1.068
SLC22A31,0.135,0.0,0.16699999999999998,0.171,0.314,0.188
TRPC5,0.0,0.0,0.013000000000000001,0.0,0.0,0.0
AC095350.1,0.0,0.0,0.0,0.0,0.0,0.0
XKR5,0.0,0.099,0.073,0.054000000000000006,0.045,0.08199999999999999
KRTAP1-5,0.0,0.0,0.0,0.0,0.0,0.0
TDRD3,0.507,0.612,0.59,0.667,0.496,0.49200000000000005
PCDHGA3,0.746,0.733,0.491,0.48100000000000004,0.588,0.547
RF00019,0.0,0.0,0.0,0.0,0.0,0.0
AC004593.1,0.0,0.0,0.0,0.0,0.095,0.0
MIR588,0.0,0.0,0.0,0.0,0.0,0.0
RNU7-40P,11.159,3.9019999999999997,0.0,0.0,0.0,0.0
AC116359.1,0.0,0.0,0.134,0.0,0.13699999999999998,0.377
AC018362.3,1.1909999999999998,1.0290000000000001,0.521,0.569,0.622,0.569
GZMB,0.0,0.177,0.0,0.0,0.0,0.0
ZNF607,2.126,3.133,2.563,2.5269999999999997,2.238,1.885
AC233723.2,0.085,0.0,0.018000000000000002,0.129,0.018000000000000002,0.079
RF02110,0.0,0.0,0.0,0.0,0.0,0.0
CSF3,0.643,0.337,0.266,0.245,0.034,0.11199999999999999
LINC01614,0.0,0.0,0.0,0.0,0.0,0.0
MIR6867,1.3319999999999999,0.0,0.0,0.0,0.563,0.0
DMTN,5.627999999999999,6.922000000000001,6.872000000000001,6.571000000000001,6.138999999999999,6.537000000000001
MAP3K5,5.462000000000001,6.595,3.7260000000000004,3.9130000000000003,3.383,3.116
RN7SL547P,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V1G2,0.33299999999999996,0.233,0.326,0.718,0.345,0.289
KBTBD11-OT1,0.0,0.0,0.588,0.6679999999999999,0.648,0.40700000000000003
AC135586.2,19.209,24.662,19.89,16.0,18.494,22.62
AL391832.4,0.0,0.0,0.0,0.0,0.0,0.0
DNAJA1P5,0.0,0.0,0.0,0.0,0.0,0.0
LAMP2,32.246,29.959,20.796,21.146,27.808000000000003,26.787
ASS1P2,0.292,0.0,0.151,0.0,0.062,0.0
AC068189.1,0.0,0.0,0.0,0.0,0.095,0.0
MRPS36P4,0.0,0.0,0.0,0.0,0.0,0.0
AL357055.2,0.0,0.0,0.0,0.0,0.348,0.0
EDN2,0.325,0.151,0.9390000000000001,1.155,0.41200000000000003,0.9540000000000001
G6PC2,0.0,0.0,0.0,0.0,0.0,0.0
PARM1,1.986,1.984,1.464,1.514,2.682,2.551
SNORA22C,0.0,0.0,0.0,0.0,0.0,0.0
RAPH1,12.674000000000001,13.149000000000001,8.321,8.282,6.777,5.773
GSTZ1,0.6829999999999999,0.925,1.295,1.367,1.47,1.891
RPS20P22,0.135,0.0,0.28,0.138,0.114,0.18899999999999997
ZFP2,0.0,0.0,0.055999999999999994,0.069,0.0,0.063
FOXA3,12.345999999999998,10.335999999999999,19.485,20.014,11.958,14.299000000000001
PGGT1BP2,0.521,0.486,0.14300000000000002,0.177,0.147,0.161
ISPD-AS1,0.0,0.0,0.0,0.0,0.0,0.0
INSIG1,22.013,21.070999999999998,70.238,71.186,54.44,53.218999999999994
SNORD114-24,0.0,0.0,0.0,0.0,0.0,0.0
AL391262.1,0.0,0.0,0.0,0.0,0.0,0.0
ZSWIM4,2.9930000000000003,3.285,3.363,3.215,1.857,1.758
LINC02024,0.0,0.0,0.0,0.0,0.0,0.0
SGCE,0.983,1.124,1.444,1.3030000000000002,1.9869999999999999,1.9909999999999999
KRT18P31,0.0,0.387,0.0,0.0,0.057999999999999996,0.0
BHLHB9,0.534,0.43,0.514,0.46,0.602,0.743
RNU6-1088P,0.0,0.0,0.0,0.0,0.0,0.0
ZNF319,3.091,2.688,2.225,1.825,1.624,1.609
UQCRBP1,0.531,0.743,0.439,1.08,0.225,1.2329999999999999
MIR4774,0.0,0.0,0.0,0.0,0.0,0.0
AC078860.1,0.0,0.0,0.0,0.0,0.0,0.0
RPL37AP8,0.0,0.0,0.267,0.657,0.82,1.501
AL136985.2,0.0,0.0,0.0,0.0,0.141,0.0
CTRC,0.0,0.0,0.0,0.0,0.0,0.048
CCDC137,28.849,32.82,30.793000000000003,28.557,28.671999999999997,29.264
TUBAP,0.0,0.0,0.0,0.0,0.0,0.0
AL513128.2,0.0,0.0,0.0,0.0,0.0,0.0
RF00017,0.0,0.0,0.0,0.0,0.0,0.0
MMP25,0.126,0.059000000000000004,0.087,0.107,0.071,0.059000000000000004
MTND1P34,0.0,0.0,0.0,0.0,0.0,0.0
IL1RAPL1,0.049,0.068,0.0,0.025,0.0,0.0
USP31,4.012,4.291,1.9480000000000002,2.363,1.679,1.665
AC005865.1,0.23800000000000002,0.083,0.0,0.06,0.05,0.027999999999999997
RN7SL301P,0.0,0.0,0.0,0.0,0.0,0.0
AC008013.1,0.0,0.0,0.0,0.045,0.076,0.457
AC107294.2,0.0,0.35600000000000004,0.0,0.0,0.10800000000000001,0.354
PLRG1,11.286,9.51,13.360999999999999,13.061,13.373,13.809000000000001
TSPYL4,5.51,4.958,4.832,4.862,5.234,5.806
MRAP,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL481P,0.0,0.0,0.247,0.0,0.252,0.0
LINC02461,0.0,0.0,0.0,0.0,0.0,0.0
NDST3,0.0,0.146,0.043,0.09300000000000001,0.011000000000000001,0.036000000000000004
MMP25-AS1,1.011,1.138,0.9570000000000001,0.889,0.802,0.6859999999999999
MIR197,0.0,0.0,0.0,0.0,0.0,0.0
AL109947.1,0.0,0.0,0.0,0.237,0.0,1.301
GXYLT1P2,0.0,0.0,0.0,0.0,0.0,0.0
SLC20A1,19.567999999999998,21.093000000000004,30.73,28.804000000000002,24.803,23.706
PPP1CA,80.148,82.60700000000001,100.905,91.681,106.64200000000001,106.613
ALKBH5,14.577,13.037,16.949,16.149,17.387999999999998,18.127
LINC02474,13.594000000000001,17.914,17.105999999999998,19.924,21.87,20.192999999999998
AC011460.1,0.0,0.0,0.0,0.0,0.0,0.0
THOC3,8.946,6.364,8.923,8.119,10.421,10.939
RPL10AP3,0.0,0.0,0.0,0.0,0.0,0.0
CNST,5.837999999999999,4.756,3.528,4.113,3.0389999999999997,2.415
NDUFS6,32.363,30.805,54.306000000000004,47.393,57.918,61.027
IL7,1.632,2.061,0.456,0.562,0.222,0.317
AC114755.2,0.0,0.0,0.0,0.0,0.0,0.0
AC005703.3,0.0,0.0,0.0,0.0,0.0,0.0
MIR4520-1,0.0,3.5669999999999997,0.0,1.296,0.0,0.0
SERPINB13,0.0,0.0,0.0,0.0,0.0,0.018000000000000002
RNA5SP333,0.0,0.0,0.20600000000000002,0.0,0.0,0.0
MIR938,0.0,0.0,0.0,0.0,0.0,0.0
BX842568.2,2.468,1.015,1.4980000000000002,0.8109999999999999,1.656,1.751
MFSD8,1.608,1.975,1.514,1.724,1.923,1.41
RHOXF2B,0.0,0.0,0.0,0.0,0.0,0.057999999999999996
NPM1P10,0.0,0.0,0.085,0.0,0.0,0.0
RPL23AP58,0.0,0.0,0.0,0.0,0.0,0.0
Z99714.1,0.0,0.0,0.091,0.0,0.09300000000000001,0.0
AL451085.1,0.0,0.0,0.0,0.263,0.0,0.0
DLX1,0.0,0.14,0.0,0.0,0.0,0.0
AC116914.1,0.449,0.0,0.0,0.456,0.0,0.20800000000000002
SNORA80B,0.0,0.0,0.542,0.0,0.555,0.0
CDK4P1,0.0,0.0,0.0,0.0,0.0,0.0
AC244517.3,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF19,0.0,0.0,0.0,0.0,0.0,0.0
AL031777.2,0.0,0.0,0.376,1.389,0.0,0.0
LINC00702,0.025,0.0,0.062,0.025,0.0,0.046
AL035252.4,0.0,0.0,0.0,0.0,0.0,0.0
AC008083.1,0.0,0.0,0.33399999999999996,0.27399999999999997,0.569,0.5
ADAM19,6.443,6.126,15.94,13.354000000000001,14.796,13.763
ADAM18,0.0,0.0,0.0,0.0,0.0,0.043
TMEM258,19.962,18.109,40.568000000000005,40.941,38.851,47.263000000000005
RPL14,40.239000000000004,38.588,79.138,80.468,64.778,63.331
GAPDHP68,0.0,0.0,0.0,0.0,0.075,0.0
MED15P9,0.0,0.0,0.0,0.0,0.0,0.0
AC004233.3,3.94,4.132,6.912000000000001,7.149,5.587999999999999,5.81
C1R,2.082,1.5730000000000002,1.148,1.266,0.7190000000000001,0.888
AC079602.2,0.0,0.0,0.0,0.0,0.0,0.0
FOSL2,16.429000000000002,15.585,14.255,17.367,6.678,6.593
HDGF,99.18799999999999,108.609,114.771,105.279,116.721,125.83
DYTN,0.0,0.0,0.0,0.0,0.0,0.035
AP000640.1,0.091,0.382,0.15,0.231,0.231,0.16899999999999998
AL353572.2,0.0,0.0,0.39399999999999996,0.0,0.10099999999999999,0.221
AC131888.1,0.0,0.0,0.068,0.0,0.0,0.306
AC010336.2,0.0,0.0,0.146,0.0,0.0,0.0
FAM3D-AS1,0.0,0.0,0.0,0.05,0.0,0.091
NCOA3,16.185,16.465,9.703,9.937999999999999,8.532,7.676
CCDC144NL-AS1,0.0,0.0,0.0,0.0,0.0,0.0
AC007314.1,0.0,0.0,0.13,0.321,0.0,0.147
AC117462.1,0.0,0.0,0.0,0.0,0.0,0.0
AP002765.1,0.0,0.0,0.0,0.0,0.0,0.0
LINC01819,0.0,0.091,0.0,0.0,0.027000000000000003,0.06
KRTAP7-1,0.0,0.0,0.0,0.0,0.0,0.0
LINC01347,0.139,0.13,0.096,0.024,0.02,0.086
AL121721.1,0.0,0.0,0.0,0.0,0.0,0.0
SMARCC2,10.329,11.017999999999999,8.753,8.213,10.54,9.638
AL160171.1,0.18899999999999997,0.0,0.0,0.192,0.08,0.08800000000000001
AC107871.1,5.4479999999999995,5.371,3.9160000000000004,3.51,3.62,3.6069999999999998
LDHAL6A,0.0,0.0,0.028999999999999998,0.035,0.0,0.096
HIF1AP1,0.0,0.0,0.0,0.0,0.0,0.0
TMEM159,11.447000000000001,10.933,14.783,15.144,17.842,16.742
OR4E2,0.0,0.0,0.0,0.064,0.0,0.261
CCNT1,7.377999999999999,8.152999999999999,5.153,5.482,3.833,3.76
AC126564.1,0.0,0.0,0.0,0.0,0.0,0.0
AL353152.1,0.0,0.0,0.0,0.0,0.0,0.0
AP003390.1,0.341,0.0,0.564,0.867,0.5770000000000001,0.95
C4BPAP1,0.0,0.0,0.0,0.0,0.0,0.0
BRWD1-AS2,0.521,0.0,0.789,0.53,0.294,0.322
GSTA9P,0.201,0.0,0.166,0.0,0.0,0.0
C2CD4D-AS1,0.353,0.493,0.728,0.359,0.895,1.31
AL031775.1,2.617,2.815,2.41,2.046,1.276,1.588
GNG4,0.10300000000000001,0.14400000000000002,0.114,0.122,0.131,0.08
TBCAP1,7.644,8.4,11.046,10.543,8.536,11.399000000000001
AC097636.2,0.0,0.034,0.0,0.0,0.0,0.022000000000000002
BOLA3,10.985,10.485999999999999,12.069,12.315,13.58,14.642000000000001
RNU6-522P,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0
AP002512.1,0.0,0.0,0.0,0.0,0.0,0.0
NLE1,11.708,10.536,11.39,10.638,9.521,10.152000000000001
TBX2-AS1,0.0,0.0,0.0,0.15,0.0,0.13699999999999998
CAMKV,0.049,0.069,0.061,0.0,0.10400000000000001,0.023
AC025366.1,0.0,0.0,0.0,0.0,0.0,0.0
AC107952.2,0.0,0.514,0.152,0.187,0.0,0.341
KLHL5,16.175,14.709000000000001,10.582,10.459000000000001,9.847999999999999,9.324
PMS1,5.7620000000000005,5.769,5.582000000000001,4.774,6.529,5.24
PABPC1P2,0.0,0.0,0.0,0.0,0.0,0.0
MTRF1LP1,0.0,0.0,0.217,0.134,0.111,0.0
MALINC1,0.467,0.363,0.6,0.7909999999999999,0.746,0.6990000000000001
LINC01595,0.0,0.0,0.0,0.0,0.0,0.0
HDAC6,4.749,5.1339999999999995,5.736000000000001,5.246,5.102,4.743
AC021218.1,0.21100000000000002,0.098,0.494,0.322,0.35700000000000004,0.294
HDAC7,4.226,3.9989999999999997,4.596,4.295,4.065,3.7880000000000003
WNK3,0.0,0.0,0.0,0.0,0.0,0.057999999999999996
AC091931.1,0.0,0.0,0.0,0.0,0.0,0.0
BCAR1P2,0.0,0.0,0.0,0.0,0.0,0.13
EIF1AD,16.315,15.610999999999999,15.642000000000001,16.17,13.038,12.597999999999999
LINC01258,0.0,0.0,0.0,0.0,0.0,0.0
FAM189A2,0.075,0.105,0.062,0.047,0.071,0.21100000000000002
RNU1-119P,0.0,0.0,0.0,0.0,0.0,0.0
CNNM3-DT,0.0,0.0,0.0,0.0,0.0,0.0
LINC00678,0.0,0.0,0.0,0.0,0.0,0.071
RN7SL280P,0.0,0.0,0.0,0.315,0.0,0.0
AL078644.1,0.0,0.0,0.0,0.0,0.0,0.275
AC010424.1,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1214P,0.0,0.0,0.0,0.0,0.0,0.0
CDHR4,0.0,0.0,0.046,0.0,0.047,0.026000000000000002
RPL3P1,0.0,0.0,0.0,0.0,0.0,0.0
MIR6793,0.0,0.0,0.0,0.0,0.0,0.0
RPL39P38,0.0,0.0,0.48200000000000004,0.0,0.0,0.0
TMEM231,1.0659999999999998,0.804,0.909,0.872,1.155,1.475
AC083982.1,0.0,0.0,0.0,0.0,0.0,0.24100000000000002
FKBP9P1,0.878,0.505,0.512,0.446,0.611,0.479
AC053503.2,0.0,0.156,0.0,0.057,0.142,0.052000000000000005
AC084864.1,0.0,0.0,0.0,0.0,0.0,0.0
AC084026.3,0.0,0.0,0.0,0.0,0.0,0.0
C17orf82,0.0,0.0,0.0,0.059000000000000004,0.0,0.0
LINC01126,0.434,0.152,0.44799999999999995,0.11,0.275,0.302
RIPK4,20.407,17.13,25.375,25.301,17.085,16.037
RF00019,0.0,0.0,0.0,0.0,0.0,0.0
ATG9A,8.806000000000001,8.562999999999999,9.074,8.969,11.338,11.634
AC104667.2,0.431,0.754,1.113,1.479,0.456,1.251
BX323043.1,0.0,0.0,0.0,0.0,0.0,0.0
LINC02630,0.0,0.0,0.0,0.0,0.0,0.0
GRK7,0.027999999999999997,0.077,0.011000000000000001,0.0,0.012,0.013000000000000001
AC234779.1,0.0,0.0,0.0,0.0,0.0,0.0
AC091167.6,11.606,13.98,13.116,12.785,16.348,14.179
TSPYL5,0.0,0.0,0.0,0.0,0.0,0.092
DCLK1,0.012,0.0,0.015,0.006,0.005,0.012
RPS15AP25,0.0,0.0,0.18899999999999997,0.0,0.0,0.0
LINC01954,0.0,0.0,0.0,0.0,0.0,0.0
RPL7AP26,0.0,0.0,0.18100000000000002,0.11199999999999999,0.0,0.0
MAGEB10,0.0,0.0,0.0,0.0,0.0,0.0
LRRC56,0.904,0.722,1.146,1.214,1.119,1.1079999999999999
BMP8A,0.063,0.31,0.039,0.09699999999999999,0.067,0.10300000000000001
TMPRSS11B,0.0,0.0,0.0,0.0,0.0,0.025
RNY4P23,0.0,0.0,0.0,0.0,0.0,0.0
AC148477.3,0.0,0.0,0.0,0.0,0.040999999999999995,0.0
PIP5KL1,0.0,0.15,0.222,0.191,0.385,0.22399999999999998
HERC3,1.883,1.929,1.946,2.089,2.511,2.716
AL357093.2,0.0,0.0,0.0,0.0,0.0,0.0
EIF3LP3,0.0,1.215,1.166,1.214,1.4680000000000002,1.915
HSPA5,178.822,175.96,175.96099999999998,180.75099999999998,196.765,185.296
LINC01460,0.0,0.0,0.026000000000000002,0.0,0.026000000000000002,0.0
AC073476.3,0.071,0.1,0.0,0.0,0.06,0.0
RPL23AP8,0.0,0.0,0.0,0.0,0.159,0.0
CWC27,10.06,10.385,12.262,12.682,12.995,14.113
GTF2IP11,0.0,0.0,0.0,0.0,0.0,0.0
KLC1,2.917,3.36,3.195,3.341,3.284,3.51
GAS6-AS1,0.0,0.0,0.0,0.013000000000000001,0.0,0.0
LINC01960,0.0,0.0,0.0,0.0,0.0,0.0
ARL2BPP4,0.0,0.0,0.0,0.0,0.0,0.0
SEC22B,2.905,2.6260000000000003,2.595,2.35,3.733,3.9610000000000003
AL158047.1,0.0,0.0,0.0,0.0,0.0,0.0
TOLLIP-AS1,1.141,1.33,2.355,2.609,2.812,2.3819999999999997
DIABLO,7.885,6.497000000000001,8.314,9.161,8.311,8.298
AC140504.1,0.594,0.7120000000000001,0.105,0.561,0.789,0.63
DRICH1,0.8909999999999999,1.055,0.623,0.27899999999999997,0.377,0.159
TUBBP10,0.34299999999999997,0.096,0.198,0.174,0.11599999999999999,0.032
DLL4,0.038,0.053,0.031,0.0,0.0,0.07
SPATA25,0.708,1.979,0.8759999999999999,0.7190000000000001,0.897,0.7659999999999999
AC091564.4,0.218,0.0,0.0,0.0,0.0,0.0
SPOPL,9.979,9.96,7.795,7.504,8.275,6.852
SCARNA8,0.0,0.0,0.0,0.0,0.0,0.632
ADAM1A,1.3840000000000001,0.997,0.6920000000000001,0.703,0.85,0.778
GSG1,0.0,0.08199999999999999,0.049,0.06,0.025,0.027000000000000003
MGAT4D,0.0,0.0,0.0,0.0,0.0,0.0
MATR3,42.692,41.552,35.196999999999996,35.566,37.995,33.900999999999996
SLC30A9,9.45,9.017999999999999,6.962999999999999,7.1579999999999995,9.578,9.148
AC068533.4,10.845,12.594000000000001,19.547,16.088,18.695999999999998,21.023000000000003
GABRQ,0.0,0.0,0.0,0.0,0.0,0.0
MRPS11,8.312000000000001,8.696,11.224,11.347999999999999,12.788,11.363
LINC02631,0.0,0.0,0.217,0.133,0.0,0.244
EEF1A1P27,0.0,0.0,0.0,0.0,0.0,0.0
METTL8P1,0.877,0.8170000000000001,0.36200000000000004,0.0,0.12300000000000001,0.136
CCDC127,2.54,2.6510000000000002,3.055,2.7680000000000002,2.9939999999999998,3.458
OR5H5P,0.0,0.0,0.0,0.0,0.0,0.0
NTF6A,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-78P,0.0,0.0,0.0,0.0,0.705,0.0
TCTN1,1.376,1.6380000000000001,1.351,1.436,1.861,1.526
MIR548AT,0.0,0.0,0.0,0.0,1.301,0.0
AC010884.1,0.0,0.0,0.0,0.0,0.0,0.0
TSNAX,6.224,6.944,6.079,5.598,6.0520000000000005,6.745
AC236972.3,0.0,0.0,0.06,0.0,0.0,0.0
CSMD3,0.0,0.0,0.0,0.0,0.0,0.0
IGHV3-73,0.0,0.0,0.0,0.0,0.0,0.0
UQCRHL,4.423,3.093,16.873,14.815,16.472,18.087
ATP13A4-AS1,0.0,0.0,0.0,0.0,0.0,0.0
HSPA8P9,0.368,0.0,0.228,0.047,0.19399999999999998,0.128
PEG13,0.0,0.0,0.013000000000000001,0.048,0.013000000000000001,0.015
AC078785.1,0.08900000000000001,0.0,0.147,0.272,0.188,0.621
AC012313.8,0.099,0.139,0.109,0.067,0.196,0.115
R3HDM4,16.303,16.636,20.715,21.476,18.471,19.077
MIR296,0.0,0.0,0.0,0.0,0.0,0.0
AC011365.2,0.0,0.0,0.0,0.0,0.0,0.0
AC106760.2,0.28800000000000003,0.0,0.23800000000000002,0.147,0.244,0.268
ACER3,5.287999999999999,4.348,2.2,2.2030000000000003,2.904,2.296
AL391069.2,0.578,0.0,0.47700000000000004,0.294,0.61,0.402
AC120057.2,46.478,40.223,89.338,88.65700000000001,86.42399999999999,89.29299999999999
SRRD,7.028,7.169,8.226,8.822000000000001,7.65,7.557
SMLR1,0.0,0.0,0.0,0.0,0.0,0.033
TARDBPP1,0.0,0.0,0.0,0.0,0.0,0.0
SDHDP1,0.0,0.0,0.0,0.0,0.0,0.175
BAALC,0.0,0.0,0.0,0.0,0.0,0.0
TLL2,0.21899999999999997,0.122,0.145,0.122,0.111,0.213
AL008638.6,0.0,0.0,0.0,0.0,0.0,0.0
AP003041.1,0.0,0.0,0.0,0.0,0.0,0.0
NOL9,4.15,3.675,2.22,2.52,1.94,1.834
KHNYN,9.368,10.55,9.885,10.933,8.809,9.219
RPS20P24,0.0,0.0,0.0,0.0,0.0,0.0
NUFIP1,2.7960000000000003,3.695,2.7319999999999998,2.698,1.81,1.892
ZBED1,6.896,7.312,5.167999999999999,5.294,5.099,4.99
IGKV1OR2-108,0.0,0.0,0.209,0.257,0.42700000000000005,0.235
RNU6-758P,0.0,0.0,0.0,0.0,0.0,0.9309999999999999
OR10T1P,0.0,0.0,0.0,0.0,0.0,0.0
MIR584,0.0,0.0,0.0,0.0,0.0,0.0
LINC00994,0.084,0.0,0.0,0.0,0.0,0.0
AC104123.1,0.0,0.0,0.099,0.122,0.10099999999999999,0.0
SNHG5,18.23,17.576,58.476000000000006,61.091,48.93,65.55
HSPA8P5,0.604,0.7240000000000001,0.57,0.7020000000000001,0.6559999999999999,0.48
GET4,12.985,12.763,16.828,17.151,17.047,19.026
AL583859.2,0.0,0.0,0.0,0.0,0.0,0.078
AL360270.3,0.265,0.185,0.21899999999999997,0.20199999999999999,0.22399999999999998,0.24600000000000002
RELL1,5.805,4.918,2.248,2.024,1.45,1.5730000000000002
UCK1,6.985,8.745,7.662000000000001,8.281,7.757999999999999,6.79
GASAL1,0.0,0.177,0.10400000000000001,0.192,0.107,0.264
PLAC9,0.0,0.0,0.0,0.0,0.0,0.0
ATP5F1AP3,0.237,0.166,0.391,0.662,0.701,0.44
EIF4ENIF1,5.033,5.565,3.926,4.49,3.4739999999999998,3.312
ABHD5,5.297999999999999,5.359,4.248,3.798,3.827,3.4130000000000003
GALR2,0.52,0.364,0.805,0.595,0.5489999999999999,1.2670000000000001
RPL23AP18,0.0,0.0,0.0,0.0,0.161,0.354
ARRDC3-AS1,0.063,0.265,0.182,0.256,0.107,0.08800000000000001
NRSN1,0.0,0.0,0.0,0.0,0.037000000000000005,0.08
RN7SL835P,0.0,0.0,0.0,0.0,0.0,0.0
ID4,0.507,0.129,0.19,0.32799999999999996,0.039,0.021
BICRA,3.924,4.224,2.7889999999999997,3.154,1.548,1.4680000000000002
PLEKHN1,3.592,4.231,2.8360000000000003,2.498,2.37,2.0469999999999997
TRIM51JP,0.0,0.0,0.0,0.0,0.0,0.0
AL445584.2,0.0,0.0,0.0,0.0,0.122,0.0
MRPL35P3,0.736,0.0,0.203,0.0,0.414,0.341
AC008915.2,1.064,0.992,1.025,1.6219999999999999,1.348,1.7269999999999999
MEP1AP4,0.0,0.0,0.0,0.0,0.0,0.0
LINC02314,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A26,3.235,2.7319999999999998,3.452,3.551,3.404,4.234
KRTAP21-2,0.0,0.0,0.0,0.0,0.0,0.0
FRG1JP,0.0,0.0,0.079,0.09699999999999999,0.081,0.0
AC120349.2,0.0,0.0,0.0,0.0,0.0,0.0
SCARA3,5.894,6.3839999999999995,3.403,3.2430000000000003,4.475,3.989
AC053503.7,0.0,0.0,0.17,0.209,0.07,0.115
CFAP47,0.0,0.0,0.006,0.032,0.006999999999999999,0.028999999999999998
AC011497.1,0.0,0.0,0.0,0.0,0.0,0.0
AP001120.2,0.0,0.0,0.0,0.0,0.0,0.0
AC055713.1,0.129,0.121,0.17800000000000002,0.055,0.13699999999999998,0.19
AL355001.1,0.0,0.0,0.0,0.0,0.0,0.187
CDX1,0.0,0.0,0.0,0.0,0.0,0.0
FAR2P3,0.0,0.0,0.0,0.0,0.0,0.0
STRCP1,0.0,0.0,0.0,0.0,0.013999999999999999,0.062
SOX18,0.0,0.0,0.0,0.0,0.040999999999999995,0.0
MTMR9LP,0.905,1.0959999999999999,1.8419999999999999,2.543,2.166,2.378
AC009119.2,0.205,0.49,0.45799999999999996,0.35600000000000004,0.531,0.529
AC068448.1,0.0,0.0,0.0,0.0,0.0,0.0
SPERT,0.0,0.0,0.0,0.0,0.0,0.0
PPIL2,5.809,5.063,5.247999999999999,4.898,5.125,5.1739999999999995
SLC5A4-AS1,0.958,1.1740000000000002,0.23800000000000002,0.24,0.061,0.122
AC053503.6,0.0,0.0,0.0,0.0,0.0,0.0
LINC00645,0.0,0.0,0.0,0.0,0.0,0.0
COL4A1,0.134,0.085,0.151,0.11800000000000001,0.015,0.034
VN1R90P,0.0,0.0,0.0,0.0,0.0,0.0
AC135050.4,0.0,0.0,0.0,0.0,0.0,0.0
PPID,17.245,18.956,18.926,18.246,20.929000000000002,20.971999999999998
TNFRSF12A,149.08,152.283,218.862,187.877,213.13099999999997,235.685
CPN2,0.0,0.0,0.0,0.0,0.025,0.0
RPL5P17,2.443,2.847,3.11,3.7239999999999998,2.495,2.55
CA5B,0.461,0.483,0.389,0.373,0.27899999999999997,0.457
CLSTN1,25.826,29.659000000000002,22.309,21.726999999999997,22.845,22.256999999999998
AC009127.1,0.0,0.586,0.0,0.0,0.0,1.167
LRRC14B,0.0,0.0,0.0,0.0,0.015,0.0
AC135983.1,0.0,0.0,0.0,0.0,0.0,0.0
AC005009.2,0.0,0.0,0.0,0.0,0.0,0.0
AC004264.2,0.0,0.0,0.17,0.157,0.0,0.0
LINC02004,0.0,0.0,0.0,0.0,0.0,0.0
AC061965.1,0.731,0.682,0.654,0.619,0.772,0.679
FARSA-AS1,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-929P,0.0,0.0,0.0,0.0,0.0,0.774
AC008885.1,0.0,0.0,0.0,0.0,0.0,0.0
AP002472.1,0.0,0.426,0.126,0.155,0.0,0.0
DUXAP6,0.0,0.0,0.0,0.0,0.0,0.138
