genes,Calu3_polyA_series1-S2-24h-A,Calu3_polyA_series1-S2-24h-B,Calu3_polyA_series1-mock-24h-A,Calu3_polyA_series1-mock-24h-B
KIAA0895LP1,0.0,0.0,0.043,0.036000000000000004
SPAG1,5.726,5.641,3.614,3.241
TMEM208,18.332,21.397,18.358,18.548
RNU6-951P,2.097,0.0,0.0,0.0
MIR449C,0.0,0.0,0.0,0.0
AC112229.3,0.0,0.0,0.0,0.0
AC093298.1,0.0,0.0,0.0,0.0
AP002360.3,0.0,0.674,1.361,1.2409999999999999
ZNF623,9.231,8.933,8.366,8.009
OR6D1P,0.0,0.0,0.011000000000000001,0.0
AC022107.1,1.2329999999999999,1.6230000000000002,1.037,1.07
CREBBP,13.020999999999999,11.243,6.867999999999999,6.712999999999999
LINC00315,0.0,0.0,0.0,0.0
AC007663.2,0.0,0.0,0.0,0.0
SPSB4,0.0,0.043,0.017,0.013999999999999999
HIP1R,69.547,62.957,35.666,33.821
CROCCP2,4.463,3.0060000000000002,3.113,2.9219999999999997
P2RY8,0.099,0.036000000000000004,0.0,0.0
AC011476.2,4.9430000000000005,3.187,3.7089999999999996,4.055
MTATP6P2,0.0,0.0,0.048,0.0
AC006115.2,0.0,0.008,0.003,0.0
AC011379.2,0.0,0.053,0.096,0.115
AL162730.1,0.0,0.0,0.44799999999999995,0.0
AP001816.1,0.852,2.256,1.8230000000000002,1.6480000000000001
AC104164.1,0.0,0.0,0.0,0.0
HLA-DMA,25.866,32.533,17.747,16.415
P2RX6P,0.0,0.0,0.0,0.0
CBR1,38.098,38.224000000000004,31.35,31.509
AP003108.3,0.0,0.145,0.17600000000000002,0.316
AL590714.1,0.0,0.0,0.0,0.573
RAB6A,25.389,24.951999999999998,33.101,31.834
NAA60,11.119000000000002,9.322000000000001,7.2010000000000005,7.285
HIST1H2AK,1.713,0.825,0.33299999999999996,0.138
SRPK2P,0.204,0.0,0.179,0.049
HYPK,3.071,2.9530000000000003,2.8989999999999996,2.923
LRRC3-DT,0.0,0.0,0.0,0.069
AL590627.1,0.0,0.0,0.0,0.0
FAM227B,0.037000000000000005,0.081,0.131,0.10800000000000001
RN7SL446P,0.0,0.0,0.0,0.0
AC055811.3,0.0,0.0,0.28600000000000003,0.079
JAGN1,20.787,25.108,22.813000000000002,23.302
ANKRD33,0.0,0.0,0.0,0.0
ZNF286B,0.248,0.289,0.16699999999999998,0.184
AC115989.1,0.0,0.0,0.0,0.0
AC022816.1,0.0,0.20199999999999999,0.0,0.0
AC136475.1,0.0,0.34299999999999997,0.035,0.028999999999999998
LIG3,1.945,2.383,2.4730000000000003,2.213
SERPINA7,0.0,0.0,0.0,0.0
UBR5-AS1,0.28600000000000003,0.138,0.64,0.369
SLC25A38,14.5,15.017999999999999,11.195,11.879000000000001
NGFR,0.379,0.509,0.016,0.0
ADGRF5,0.0,0.0,0.02,0.0
PIP,0.0,0.0,0.0,0.0
FAM206BP,0.0,0.0,0.0,0.0
AC106858.1,0.0,0.0,0.153,0.0
AC018638.7,0.0,0.29100000000000004,0.353,0.48700000000000004
AC126471.1,0.0,0.0,0.0,0.0
LINC00982,0.0,0.0,0.0,0.0
AC135279.3,0.171,0.247,0.0,0.166
AC087369.1,0.0,0.0,0.0,0.0
HSFX4,0.0,0.0,0.0,0.0
HNRNPCL4,0.0,0.0,0.0,0.0
MASP2,0.0,0.0,0.0,0.0
ZNF462,10.915,9.45,3.7119999999999997,3.565
NBPF5P,0.0,0.0,0.0,0.0
MIR6802,10.356,7.478,3.5260000000000002,1.669
FUT8-AS1,2.065,1.172,2.841,3.139
AC007216.3,0.75,0.65,1.183,0.47200000000000003
OR6C5P,0.0,0.0,0.0,0.0
HNRNPCP10,0.0,0.0,0.0,0.0
RAVER1,8.54,8.64,8.719,9.152000000000001
SPINK2,0.0,0.0,0.085,0.07
GABRA5,0.0,0.0,0.0,0.0
AC143336.1,0.0,0.0,0.0,0.0
SCML2P2,0.41600000000000004,0.0,0.243,0.201
AC079781.5,5.285,5.193,2.0780000000000003,2.21
LINC01521,0.8079999999999999,0.584,1.247,1.256
ADCY8,0.0,0.0,0.0,0.012
HNRNPA1P19,0.0,0.0,0.0,0.0
RPS3AP41,0.0,0.0,0.0,0.0
AC005831.1,0.264,0.095,0.46299999999999997,0.28800000000000003
AF201337.1,3.0,3.032,5.077,3.264
AC012181.2,1.68,1.618,0.327,0.948
THOC7,35.150999999999996,33.905,39.797,38.368
LYVE1,0.0,0.0,0.0,0.0
LINC02627,0.0,0.0,0.0,0.0
AC092301.1,0.0,0.0,0.0,0.0
GTF3AP1,0.0,0.0,0.0,0.0
HMGB1P8,0.23600000000000002,0.6829999999999999,0.966,1.0859999999999999
RNU6-905P,0.0,0.0,0.0,0.0
EPB41L4B,1.111,1.254,1.454,1.6869999999999998
CU633906.1,0.0,0.0,0.0,0.057
AC067960.1,0.0,0.0,0.0,0.0
AL391497.1,0.0,0.0,0.0,0.0
PI4KAP2,0.24,0.564,0.237,0.312
ZEB1,1.556,1.442,0.545,0.596
DOCK9,1.393,1.159,1.419,1.3619999999999999
ADAM17,10.77,10.46,10.745,9.997
LMX1B,0.0,0.0,0.0,0.0
RAB3IL1,0.147,0.053,0.043,0.036000000000000004
RNU6-1112P,0.0,0.0,0.0,0.0
ZDHHC20P1,0.0,0.0,0.0,0.0
DESI2,13.092,13.687999999999999,11.833,12.309000000000001
NUDT21,31.746,34.672,42.799,43.326
TRAIP,8.05,6.1610000000000005,7.791,7.403
TRPM6,0.0,0.0,0.0,0.0
ZMAT5,4.277,3.24,4.3180000000000005,4.593999999999999
AC007308.1,0.0,0.0,0.0,0.0
ASGR2,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.682,0.0
BLID,0.0,0.47,0.0,0.0
MIF,154.75799999999998,152.36700000000002,236.713,236.65200000000002
RN7SL7P,0.0,0.0,0.0,0.0
RF00017,0.0,0.575,0.0,0.385
NSMCE1-DT,0.618,0.298,0.301,0.349
AC005281.1,0.0,0.0,0.07200000000000001,0.0
AC009779.4,0.0,0.0,0.107,0.08900000000000001
RNA5SP465,0.0,0.0,0.0,0.498
TEX12,0.19399999999999998,0.35100000000000003,0.0,0.047
UGT2B17,0.0,0.078,0.063,0.026000000000000002
STXBP3,4.684,5.912000000000001,5.112,5.285
TMED9,101.613,101.596,130.315,131.153
AC004383.1,0.0,0.0,0.22699999999999998,0.7509999999999999
AC073130.1,0.0,0.127,0.102,0.085
RNU6-195P,0.0,0.0,0.0,0.0
TAB2-AS1,0.0,0.0,0.0,0.0
CHEK2P3,0.0,0.0,0.0,0.0
RPS27P23,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0
COL16A1,1.358,1.331,0.304,0.264
PRELID3BP1,0.0,0.0,0.0,0.0
AC026954.3,0.0,0.0,0.0,0.0
BLVRB,19.262999999999998,20.912,33.496,32.665
AC012442.1,0.0,0.613,0.124,0.0
PLEKHG2,6.375,6.789,6.888,6.195
AC017007.2,0.172,0.249,0.10099999999999999,0.042
AL359094.2,0.0,0.0,0.0,0.0
ARRB1,0.624,0.573,1.371,1.251
CD69,1.03,1.4869999999999999,0.046,0.153
AC024940.2,0.125,0.022000000000000002,0.08199999999999999,0.083
TXNL4A,7.182,6.242000000000001,8.384,9.109
WBP1L,4.984,4.22,5.1579999999999995,5.242999999999999
AL161669.3,2.021,1.6680000000000001,0.337,0.14
AC073896.3,0.0,0.371,0.0,0.0
AC002558.1,0.5589999999999999,0.0,0.163,0.203
AC005614.1,0.12300000000000001,0.044000000000000004,0.036000000000000004,0.045
HIF1AN,5.103,4.9910000000000005,5.212000000000001,5.021
AL445072.1,0.0,0.0,0.0,0.0
AC098850.2,0.0,0.0,0.0,0.0
AC114730.1,0.0,0.0,0.555,0.345
RF00599,0.0,0.0,0.0,0.434
CCDC51,10.567,10.084,9.102,9.207
EPSTI1,21.873,22.375,1.463,1.2229999999999999
DCP2,6.244,6.06,7.347,6.582000000000001
LINC01836,0.258,0.18600000000000003,0.376,0.249
RESF1,9.722999999999999,10.360999999999999,8.71,7.787000000000001
LINC00235,1.295,1.51,0.9590000000000001,1.18
SLC10A5,0.175,0.126,0.153,0.19
BEX3,85.38799999999999,86.86200000000001,112.71,112.76700000000001
AL139021.2,0.0,0.0,0.0,0.0
RF00554,0.0,0.0,0.0,0.405
DSEL,4.625,4.791,11.561,11.294
AC117386.1,0.0,0.0,0.0,0.0
COMT,14.275,14.222000000000001,15.497,16.316
AC253536.4,0.0,0.0,0.0,0.0
AL139317.4,0.0,0.0,0.0,0.0
AP003499.1,0.0,0.0,0.0,0.284
AC090692.2,0.0,0.0,0.07,0.057999999999999996
SAMD14,0.0,0.023,0.027999999999999997,0.008
THAP5,3.972,3.9419999999999997,3.2439999999999998,3.273
AC099568.2,0.9690000000000001,0.233,0.28300000000000003,0.546
SLC16A5,10.024,9.913,20.561999999999998,20.003
TRIM31-AS1,0.8170000000000001,0.0,1.9080000000000001,0.494
U40455.1,1.038,0.187,0.45399999999999996,0.439
BBS4,2.975,3.1639999999999997,5.115,4.656000000000001
AADACP1,0.11199999999999999,0.161,0.13,0.054000000000000006
AC125232.2,0.455,1.084,0.8220000000000001,0.628
AC078795.1,0.0,0.0,0.0,0.0
CHCHD1,27.99,29.607,36.205999999999996,36.398
LINC02450,0.22399999999999998,0.32299999999999995,0.065,0.0
SH3D19,3.284,3.765,4.758,4.792
LINC02021,0.114,0.0,0.133,0.124
AKNAD1,0.0,0.0,0.027000000000000003,0.0
AC096638.1,1.0390000000000001,0.0,0.0,0.251
MATN1,0.049,0.0,0.0,0.024
DUOXA2,0.0,0.0,0.0,0.0
ELN,0.034,0.0,0.16,0.1
MXRA8,0.0,0.045,0.10800000000000001,0.015
SOST,0.0,0.0,0.0,0.0
FBXO27,4.021,2.149,2.91,3.15
ADAMTS10,0.0,0.0,0.069,0.028999999999999998
AC034244.2,0.0,0.0,0.0,0.0
AC023161.1,0.0,0.0,0.0,0.0
AL356756.1,0.0,0.0,0.0,0.0
CTSO,5.024,6.474,3.5410000000000004,3.532
AC010525.2,0.0,0.0,0.0,0.0
AC096992.1,0.0,0.22899999999999998,0.0,0.0
GAPDHP39,0.0,0.0,0.0,0.0
AC020917.4,0.11199999999999999,0.0,0.22899999999999998,0.163
ZIC2,0.614,1.4280000000000002,1.473,1.402
HSPA8P7,0.115,0.25,0.20199999999999999,0.251
C11orf80,3.397,3.5069999999999997,7.8260000000000005,6.931
IMPG1,0.0,0.0,0.0,0.0
FCN3,0.0,0.0,0.0,0.0
AL138686.1,0.0,0.0,0.0,0.0
ANKRD30BP3,0.0,0.0,0.0,0.0
SCAANT1,1.76,0.0,0.0,0.213
SPRR3,0.467,0.11199999999999999,0.772,1.054
LYPLA2,26.979,28.54,32.108000000000004,31.916
AC087481.2,0.0,0.0,0.0,0.0
FAM153B,0.0,0.0,0.0,0.0
AC015813.3,0.037000000000000005,0.0,0.0,0.009000000000000001
KIF4B,0.41,0.29600000000000004,0.479,0.7190000000000001
GOLGA6L22,0.0,0.0,0.0,0.0
AL353608.3,0.0,0.0,0.0,0.0
AC078906.1,0.0,0.0,0.0,0.0
PARP2,8.655,8.386000000000001,8.904,8.476
AC006557.3,0.0,0.0,0.0,0.0
LINGO1,0.275,0.099,0.027000000000000003,0.033
VPS13A-AS1,0.0,0.231,0.09300000000000001,0.0
POM121L3P,0.0,0.0,0.0,0.0
NOP56P1,5.428,4.791,3.344,3.062
DOCK4,0.11699999999999999,0.141,0.19899999999999998,0.193
LRRC55,0.0,0.0,0.012,0.0
GAPDHP2,0.0,0.162,0.0,0.054000000000000006
AL049629.2,279.51,294.88599999999997,424.036,438.659
MT1H,0.0,0.22399999999999998,0.18100000000000002,0.15
FRA10AC1,1.265,1.6869999999999998,1.3319999999999999,1.6280000000000001
AC108673.3,0.67,0.9670000000000001,0.391,1.295
PDE12,5.739,5.067,4.681,4.732
LINC02301,0.0,0.0,0.0,0.0
KIRREL3-AS2,0.0,0.0,0.0,0.0
AP000547.3,0.0,0.0,0.0,0.0
AC004381.1,0.0,0.0,0.187,0.0
AC015909.2,0.0,0.0,0.12,0.0
F5,1.379,1.494,2.113,2.061
Z94721.3,1.12,1.617,1.3719999999999999,0.812
ECI2,1.764,2.477,4.976,4.229
SETP5,0.0,0.0,0.0,0.0
AC008378.1,0.0,0.0,0.132,0.0
AL445991.1,0.0,0.0,0.0,0.0
AP003038.1,0.0,0.0,0.0,0.0
AC009078.3,0.522,0.456,0.401,0.332
SORBS2,0.45799999999999996,0.51,1.4580000000000002,1.3619999999999999
AL359955.1,0.0,0.0,0.0,0.0
APOC1,0.9109999999999999,1.185,1.5959999999999999,1.785
RF00003,0.0,0.0,0.0,0.0
NPM1P39,4.917,5.98,5.362,6.32
AC092809.4,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0
MIR4446,0.0,0.0,0.0,0.0
AC005520.2,0.978,0.235,1.047,1.419
BTBD10P1,0.498,0.36,0.63,0.722
LINC02213,0.0,0.0,0.0,0.0
AL356121.1,0.0,0.0,0.0,0.0
RF02271,0.0,0.479,0.775,1.284
AC010385.1,0.0,0.0,0.256,0.424
GDI2,90.02600000000001,96.601,96.765,100.55
AC115990.1,0.0,0.0,0.0,0.0
TXLNG,14.505,15.675,12.949000000000002,12.555
AP004247.2,0.0,0.0,0.0,0.028999999999999998
PCSK1,0.042,0.0,0.0,0.01
SS18L2,11.755,12.232999999999999,12.258,13.583
SHD,0.0,0.0,0.0,0.0
AL161640.1,0.0,0.0,0.0,0.0
AC016245.1,0.0,0.0,0.0,0.0
TRAV2,0.0,0.0,0.0,0.0
RDH8,0.0,0.0,0.0,0.0
CXCL14,0.0,0.0,0.0,0.08199999999999999
IL11,1.2570000000000001,1.936,0.293,0.223
AC079601.2,1.158,0.627,1.014,0.98
ATF6,8.845,9.766,11.133,11.603
SLC16A8,0.0,0.0,0.0,0.0
AC138207.3,0.0,0.0,0.0,0.0
AL133353.1,0.0,0.0,0.0,0.032
GOLM1,47.653,54.045,65.325,62.22
RPS15A,23.718000000000004,21.686999999999998,27.430999999999997,28.37
HIST2H2BB,0.0,0.0,0.0,0.0
AP1B1P1,0.271,0.0,0.0,0.0
LINC00640,0.14300000000000002,0.10300000000000001,0.125,0.069
AC007603.1,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0
ZNF443,2.3169999999999997,2.069,2.963,2.714
HCG11,2.679,2.588,4.334,4.019
RF02106,0.0,0.0,0.0,0.0
AL157385.2,0.109,0.0,0.0,0.0
RGS14,1.696,2.23,2.492,2.6060000000000003
AC096772.1,1.591,1.436,1.2770000000000001,0.5770000000000001
DGUOK-AS1,0.778,0.562,0.37799999999999995,0.314
ZNF550,4.763999999999999,3.918,3.952,3.775
AC005632.1,0.0,0.0,0.0,0.0
ATAD3B,4.907,5.579,4.53,4.848
SRRM4,0.0,0.0,0.0,0.0
AC240565.2,0.0,0.0,0.0,0.026000000000000002
FSIP1,0.162,0.047,0.132,0.094
CARD6,7.715,6.216,4.197,4.073
RBM17,18.381,20.647,18.333,18.338
AC084757.3,0.0,0.0,0.0,0.055999999999999994
DNMBP,7.162999999999999,6.527,4.62,4.045
AC079466.2,0.0,0.0,0.0,0.0
LTB4R,3.417,3.447,2.676,2.497
SETD6,5.435,4.914,5.106,5.3629999999999995
LINC02432,10.052,9.16,6.582999999999999,6.0760000000000005
WDR5B,2.775,2.657,3.2560000000000002,3.3539999999999996
AC099342.1,0.0,0.0,0.044000000000000004,0.037000000000000005
TEX13D,0.0,0.038,0.0,0.0
PLEKHH1,0.9129999999999999,0.644,0.775,0.732
HCG22,0.0,0.0,0.0,0.0
AL118556.2,0.0,0.0,0.0,0.066
MRPL48P1,0.0,0.0,0.0,0.0
AC004854.2,0.779,1.012,0.772,0.565
AC018558.1,0.0,0.0,0.0,0.0
SBK3,0.14800000000000002,0.107,0.043,0.071
ARAP3,2.173,1.857,3.71,3.196
RN7SKP253,0.0,0.524,0.0,0.0
RF00019,0.0,0.0,0.0,0.0
LBH,1.089,1.073,2.066,1.568
AC004847.1,0.0,0.0,0.0,0.0
ANKRD50,5.611000000000001,5.672000000000001,7.569,6.894
HIVEP1,3.446,2.694,1.7109999999999999,1.5130000000000001
SLC25A22,20.997,20.522,11.657,13.01
TRGV5P,0.0,0.0,0.0,0.0
NFATC3,5.9110000000000005,6.072,5.012,4.99
SNORA17A,0.0,2.436,0.985,2.174
C4orf46,4.698,5.847,5.52,5.29
RF02122,0.0,0.0,0.0,0.0
MRC1,0.21600000000000003,0.125,0.0,0.01
ANKRD20A11P,0.0,0.0,0.0,0.0
AL844908.2,0.0,0.0,0.0,0.0
EVX1-AS,0.0,0.0,0.0,0.0
AL805961.2,0.0,0.0,0.013999999999999999,0.0
STK39,43.166000000000004,44.696999999999996,55.111999999999995,57.166000000000004
DPPA4,0.0,0.032,0.0,0.0
AL390961.3,0.08900000000000001,0.0,0.0,0.021
APOPT1,4.052,3.7089999999999996,5.096,5.822
AC026770.1,0.0,0.0,0.0,0.0
KDR,0.0,0.0,0.0,0.008
LINC01567,0.0,0.0,0.0,0.0
AC006449.3,0.0,0.28800000000000003,0.5820000000000001,0.096
AC007238.1,4.768,3.722,5.077,5.733
TUBA4B,0.0,0.0,0.0,0.0
NUCB1,38.648,42.941,51.153999999999996,49.909
LRP12,3.3739999999999997,2.917,3.034,2.98
MBIP,7.145,8.283,6.332000000000001,6.308
KLHL1,0.054000000000000006,0.0,0.0,0.0
DMXL2,1.024,1.361,1.2329999999999999,1.053
RNA5S9,0.0,1.3619999999999999,0.0,0.912
AC112247.1,0.342,1.726,1.794,1.651
SCARNA7,1.36,2.946,1.984,3.123
AC139887.1,0.0,0.5670000000000001,0.22899999999999998,0.0
AC069200.1,0.0,0.0,0.203,0.0
SHKBP1,23.613000000000003,23.928,29.91,31.22
OR10X1,0.0,0.0,0.0,0.0
AC011483.2,0.0,0.16899999999999998,0.0,0.0
SLC16A6,0.608,0.519,0.016,0.027000000000000003
AC013553.2,0.0,0.0,0.0,0.0
RSKR,1.829,1.286,1.615,1.8769999999999998
UBE2Q2P6,0.0,0.0,0.0,0.0
C4orf36,0.6409999999999999,0.27,0.483,0.439
ANKHD1,12.254000000000001,12.504000000000001,12.264000000000001,11.787
FCRL5,0.0,0.0,0.0,0.0
PGR-AS1,0.0,0.0,0.0,0.0
MYH4,0.0,0.0,0.0,0.0
VASN,9.721,9.781,15.184000000000001,13.408
RPL5P5,0.0,0.0,0.0,0.061
AC245052.4,0.162,0.11699999999999999,0.299,0.10400000000000001
KDM8,1.0,0.401,0.746,0.9540000000000001
AC004974.1,0.073,0.052000000000000005,0.064,0.053
LINC02067,0.0,0.0,0.023,0.0
OR7E116P,0.23399999999999999,0.0,0.0,0.0
DDX19A,4.604,4.539,4.025,4.077
AC135050.3,0.5,0.361,0.292,0.242
ZNF431,1.0959999999999999,0.992,0.6970000000000001,0.626
NRAS,15.56,14.682,21.250999999999998,20.641
XRCC6P4,0.0,0.392,0.6970000000000001,0.551
CCDC149,1.077,0.8959999999999999,1.216,1.229
SPATA33,1.874,1.466,1.989,2.134
SPIN2A,0.311,0.11199999999999999,0.17,0.075
KLRK1,0.0,0.0,0.0,0.0
RPS27AP13,0.0,0.0,0.0,0.0
MIR7108,6.4479999999999995,2.793,10.161,6.236000000000001
AL365366.1,0.0,0.0,0.0,0.191
AL161454.1,0.0,0.285,0.0,0.0
AC015914.1,0.0,0.0,0.0,0.0
AJ239322.1,0.0,0.0,0.0,0.0
NXF1,14.508,14.282,9.831,9.738999999999999
AC100788.1,0.0,0.0,0.0,0.0
AC010547.4,2.191,2.248,1.751,1.65
CHST14,4.081,3.944,4.452,4.675
LINC01376,0.0,0.0,0.022000000000000002,0.071
PPP4R4,1.94,1.5959999999999999,0.145,0.098
AL357874.2,0.0,0.0,0.0,0.0
AC022540.1,0.0,0.0,0.0,0.0
AC073342.3,0.0,0.0,0.0,0.0
BASP1,0.209,0.151,0.031,0.025
RN7SKP71,0.0,0.0,0.0,0.0
TAGLN2,123.331,117.135,219.16,228.317
ZNF720,2.023,1.882,1.374,1.266
PTGDR2,0.0,0.11199999999999999,0.011000000000000001,0.0
FLG2,0.0,0.0,0.0,0.0
PLD2,0.882,0.905,1.0979999999999999,0.7859999999999999
AC090616.5,0.0,0.0,0.0,0.363
TMED10,45.41,44.625,62.335,61.483999999999995
RF02199,0.715,1.548,2.431,2.7060000000000004
RPL7A,139.05700000000002,130.674,159.54399999999998,172.77
SCN1B,0.0,0.061,0.115,0.061
C19orf24,12.418,7.421,9.902999999999999,10.405
AL080274.1,0.0,0.0,0.0,0.0
IGHV3-79,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0
AC020937.1,0.0,0.0,0.0,0.0
AC130343.1,0.0,0.0,0.0,0.0
AC243654.1,0.0,0.0,0.0,0.0
AC026474.1,0.0,0.0,0.0,0.0
UBIAD1,4.592,4.878,3.685,3.64
AC108047.1,0.0,1.203,0.324,0.26899999999999996
MIR4473,0.0,0.0,0.0,0.0
GOLGA2P7,0.27399999999999997,0.066,0.147,0.19899999999999998
LINC02466,0.0,0.0,0.0,0.0
UBL7,22.735,19.941,26.435,26.88
SPRYD7,3.0189999999999997,2.762,4.171,4.023
CRHR1,0.0,0.0,0.0,0.0
TMEM135,3.267,2.8080000000000003,1.8030000000000002,1.913
AL357033.3,0.0,0.264,0.213,0.08800000000000001
AC145138.1,0.0,0.057,0.046,0.028999999999999998
IER5,13.555,12.689,5.222,5.452999999999999
NLRP3,0.377,0.307,0.027999999999999997,0.068
AC011503.2,0.598,1.08,1.135,0.6509999999999999
EIF2S1,31.506,30.820999999999998,30.093000000000004,30.857
HOXA11,0.09699999999999999,0.632,0.483,0.517
MTRF1,1.986,2.0669999999999997,3.41,2.895
HSPD1P7,0.0,0.192,0.039,0.129
SEPHS1P6,0.381,0.41200000000000003,0.222,0.276
RN7SL856P,0.0,0.0,0.0,0.0
LINC02615,0.13699999999999998,0.099,0.6579999999999999,0.529
RBL1,5.162999999999999,5.632999999999999,6.06,6.287000000000001
KRT8P48,0.368,0.797,1.073,0.8
SOD2-OT1,0.261,0.047,0.248,0.332
MSX1,1.798,1.8330000000000002,1.111,0.588
MYLK4,0.111,0.134,0.14,0.14300000000000002
RPSAP41,0.391,0.754,0.8759999999999999,0.599
AC007608.4,0.0,0.0,0.0,0.0
AC097376.2,0.282,0.14300000000000002,0.255,0.205
LCMT1-AS1,0.0,0.0,0.055999999999999994,0.0
WNT2B,0.308,0.301,0.413,0.434
LOXL1-AS1,0.106,0.038,0.078,0.141
SCYGR4,0.0,0.0,0.039,0.0
AP002383.4,0.0,0.0,0.0,0.0
OVCA2,12.296,12.022,11.591,12.26
KLHL12,13.56,13.81,13.757,14.675999999999998
CDH13,0.0,0.0,0.0,0.005
VGF,0.419,0.242,0.195,0.182
AC093899.1,0.0,0.0,0.174,0.0
AC147651.3,0.534,0.0,0.0,0.0
RAB40C,7.565,7.09,9.371,9.048
MOBP,0.121,0.193,0.021,0.006
RNA5SP354,0.0,0.0,0.0,0.0
GOT2P2,0.5379999999999999,0.13,0.68,0.434
FGFBP1,9.741,7.63,13.684000000000001,11.776
TRAV8-4,0.0,0.0,0.0,0.0
ERVV-2,0.0,0.0,0.0,0.0
HNRNPA3P16,0.0,0.0,0.0,0.0
AC103987.3,0.0,0.0,0.0,0.0
AC010900.1,0.17300000000000001,0.0,0.303,0.16699999999999998
MIR548AN,0.0,0.0,0.0,0.0
POGK,13.439,14.863,13.432,14.062999999999999
ARL13B,5.347,6.319,4.729,4.688
FIP1L1,7.042999999999999,7.327000000000001,5.8229999999999995,5.84
VAV3,4.883,4.546,12.529000000000002,11.635
SLC35E1,5.986000000000001,6.034,7.68,7.516
ADNP,23.398000000000003,23.346,21.043000000000003,20.487
ZXDB,1.98,2.474,2.4,2.273
RNA5SP259,0.0,0.0,0.0,0.0
AC007731.3,0.0,0.0,0.0,0.0
SNAPIN,14.532,16.79,20.568,17.989
GPR82,0.0,0.0,0.0,0.0
IKZF4,1.054,1.094,1.038,1.29
FAM181B,0.0,0.0,0.0,0.013999999999999999
APEX1,102.195,107.384,115.37,120.34899999999999
AC106744.2,0.0,0.14,0.057,0.0
SLC35F2,24.415,23.073,25.915,24.546999999999997
AL606495.1,0.0,0.0,0.0,0.0
DNAJC19P7,0.0,0.0,0.0,0.0
HIST1H4B,0.512,0.0,0.149,0.37200000000000005
AC069360.1,0.0,0.0,0.0,0.0
AC109495.1,0.0,0.0,0.0,0.0
LINC02551,0.498,0.287,0.145,0.192
AC093107.2,0.0,0.0,0.147,0.122
CYP2C18,5.197,6.348,6.605,6.093999999999999
GPBP1L1,20.285,21.274,16.676,16.261
SPOUT1,3.489,3.389,3.27,3.428
AC092490.3,0.0,0.0,0.0,0.0
PSMA6P1,10.597999999999999,11.37,6.186,7.614
ZRANB2-AS2,0.0,0.0,0.026000000000000002,0.022000000000000002
RUNDC3A-AS1,0.0,0.03,0.061,0.07
WTAP,26.311,22.789,11.64,12.19
AP000593.1,0.0,0.0,0.092,0.076
RPS9,78.407,74.348,101.65700000000001,110.09899999999999
RN7SL173P,0.0,0.0,0.22399999999999998,0.0
TGM3,0.0,0.0,0.0,0.0
IQCM,0.0,0.0,0.0,0.0
SYNGAP1-AS1,0.8640000000000001,0.20800000000000002,0.42,0.418
TMEM25,2.678,2.799,3.458,3.6839999999999997
ERMARD,1.42,1.8230000000000002,2.716,3.242
AL136980.1,0.0,0.0,0.121,0.2
AC006480.1,0.0,0.0,0.0,0.0
RNU6-229P,0.0,0.0,0.0,0.0
STRIP2,1.7180000000000002,2.013,1.17,1.145
RF01210,0.0,0.0,0.0,0.0
MPP2,1.358,1.564,2.056,2.2
ZNF430,1.38,0.996,0.853,0.8340000000000001
AC007389.3,0.0,0.0,0.0,0.0
MIR4522,0.0,0.0,0.0,0.0
AP002490.1,0.47700000000000004,0.42100000000000004,0.309,0.16699999999999998
RNU1-33P,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0
AC017007.3,0.0,0.0,0.0,0.0
NRF1,5.502000000000001,5.507000000000001,4.936,5.327000000000001
DYNLT3P1,0.0,0.0,0.0,0.0
RPL12P12,0.0,0.0,0.0,0.0
PARD3B,0.65,0.6509999999999999,0.845,0.7859999999999999
AC087045.2,0.0,0.0,0.0,0.0
LINC02554,0.0,0.0,0.0,0.0
SMIM41,0.0,0.0,0.0,0.0
NEU1,24.104,23.89,27.159000000000002,29.014
TDGF1P3,0.0,0.0,0.0,0.0
APPL2,3.8810000000000002,3.5980000000000003,8.468,8.466000000000001
AC009075.1,0.0,0.0,0.0,0.139
REXO2,11.555,13.776,18.897000000000002,18.985
PRSS50,0.0,0.0,0.018000000000000002,0.009000000000000001
AL137790.1,0.0,0.0,0.0,0.0
C9orf163,0.087,0.315,0.076,0.127
AC079922.1,1.25,0.0,0.182,0.151
RN7SKP118,0.0,0.0,0.298,0.0
AC009145.2,0.0,0.0,0.0,0.0
EIF5AP3,0.0,1.052,0.28300000000000003,0.0
CUEDC1,8.079,8.035,9.892000000000001,8.761000000000001
LRRN2,0.0,0.027999999999999997,0.012,0.028999999999999998
RNA5SP22,0.0,0.0,0.0,0.0
AL592045.1,0.0,0.0,0.0,0.0
SMG7-AS1,0.066,0.0,0.09699999999999999,0.016
SLC22A18AS,2.015,2.364,5.199,5.662000000000001
ZNF396,0.185,0.4,0.226,0.196
LINC02469,0.0,0.0,0.0,0.0
KMT5AP1,0.7609999999999999,1.0979999999999999,1.3869999999999998,0.828
ASB2,0.17800000000000002,0.161,0.039,0.065
AP003170.3,0.0,0.0,0.0,0.0
LINC02633,0.0,0.0,0.0,0.0
