genes,H1299_polyA_S2-4h-A,H1299_polyA_S2-4h-B,H1299_polyA_mock-4h-A,H1299_polyA_mock-4h-B
Z84480.1,0.157,0.239,0.0,0.0
VSTM2A,0.0,0.0,0.0,0.0
AC009533.1,3.5380000000000003,4.208,4.92,4.274
MRPS21P1,0.0,0.0,0.0,0.0
BX322559.1,0.0,0.0,0.0,0.0
BEST3,1.429,1.742,1.3769999999999998,1.324
RPS29P32,0.0,0.0,0.0,0.0
AC012184.1,0.165,0.252,0.11900000000000001,0.335
ANKRD61,0.039,0.059000000000000004,0.16699999999999998,0.052000000000000005
EML6,0.6459999999999999,0.643,0.66,0.639
TBX15,0.0,0.017,0.0,0.015
AC138392.1,2.225,2.5789999999999997,2.508,2.7880000000000003
VPS26B,12.709000000000001,12.54,12.592,12.487
TMEM273,0.0,0.0,0.0,0.0
AL132800.1,0.07,0.0,0.0,0.0
ALG9,1.8769999999999998,1.909,1.925,1.925
ZDHHC12,15.052999999999999,15.185,16.284000000000002,15.292
AHCYP4,0.0,0.0,0.0,0.0
AC090953.1,0.0,0.0,0.0,0.0
COX7A1,0.0,0.0,0.0,0.0
RNU6-196P,0.0,0.6940000000000001,0.0,1.2309999999999999
LPAR5,0.0,0.0,0.0,0.0
PDSS1,8.671,7.994,8.781,8.362
ELFN1-AS1,0.049,0.0,0.212,0.0
AC011504.1,0.0,0.0,0.0,0.0
RN7SKP4,0.0,0.0,0.0,0.0
AC011365.1,0.0,0.0,0.0,0.0
AC099552.4,0.0,0.0,0.0,0.0
RF02123,0.0,0.0,0.0,0.0
LINC01215,0.094,0.086,0.027000000000000003,0.025
DCAF8,9.607000000000001,9.286,9.889,9.571
IGHMBP2,5.856,5.65,5.586,5.172999999999999
CACNA1H,0.023,0.034,0.016,0.038
AL132655.2,1.93,1.625,0.825,1.4409999999999998
CIT,7.371,7.061,7.699,7.885
LINC00437,0.0,0.0,0.0,0.0
TUB-AS1,0.0,0.0,0.0,0.0
ARFGEF3,5.621,5.256,5.6,5.547000000000001
DUX4L50,0.0,0.0,0.0,0.092
AC023796.1,0.0,0.0,0.0,0.0
MTPAP,3.655,3.286,3.19,3.66
CYP2AC1P,0.0,0.0,0.0,0.0
MAP7D2,4.246,4.659,4.825,4.433
RN7SL384P,0.0,0.0,0.0,0.0
TRMT2B-AS1,0.0,0.36200000000000004,0.0,0.321
AC091488.1,0.0,0.0,0.0,0.0
JAK2,3.511,4.247,3.8789999999999996,3.468
AC046134.1,0.037000000000000005,0.111,0.0,0.247
KRT8P28,0.0,0.0,0.0,0.0
ZNF610,1.815,1.8519999999999999,1.736,1.911
BNIP3P17,0.08199999999999999,0.0,0.0,0.0
ABCA9,0.005,0.0,0.008,0.0
FCHO1,2.519,2.582,2.9010000000000002,2.474
AC215522.1,0.0,0.0,0.0,0.0
AL020993.1,0.0,0.0,0.0,0.0
GHRHR,0.0,0.0,0.0,0.0
AC078880.3,0.0,0.0,0.0,0.0
AC092422.1,0.0,0.0,0.0,0.0
CLDN8,0.0,0.0,0.0,0.0
ZNF807,0.14300000000000002,0.0,0.08199999999999999,0.077
B4GALT1,8.969,8.907,8.311,8.073
AP003501.3,0.769,0.624,0.588,1.037
KRT19P4,0.0,0.0,0.0,0.0
AC084117.1,0.542,0.55,0.0,0.244
MYL12AP1,0.284,0.43200000000000005,0.544,0.0
UBE2G1,29.053,28.426,28.804000000000002,30.951
NKIRAS1,0.73,0.599,0.867,0.853
DCTN5,9.02,8.637,8.631,8.606
RF00422,0.0,0.0,0.0,0.0
AC234582.1,0.643,0.271,0.5820000000000001,0.614
AC008738.4,0.0,0.0,0.0,0.0
AC112172.2,0.0,0.0,0.0,0.0
EIF4EBP2P2,0.0,0.0,0.0,0.0
SCUBE2,0.11,0.07400000000000001,0.096,0.099
AL591543.1,0.0,0.0,0.0,0.0
AC131212.1,0.0,0.111,0.0,0.099
AC027243.1,0.064,0.0,0.0,0.0
AL136369.2,0.0,0.0,0.0,0.0
AL139193.1,0.0,0.0,0.0,0.0
LPAR2,3.8539999999999996,4.1419999999999995,3.8110000000000004,4.1819999999999995
RPL21P67,0.0,0.0,0.0,0.0
SPACA6P-AS,0.062,0.037000000000000005,0.018000000000000002,0.066
RGMB,5.88,5.72,5.403,5.773
PLEKHH2,0.139,0.166,0.121,0.207
MIR4258,1.34,2.447,1.538,2.17
CXXC4-AS1,0.0,0.0,0.0,0.0
RPL9P32,0.157,0.0,0.0,0.0
AL133166.1,0.0,0.0,0.0,0.0
SPDYE20P,0.0,0.0,0.0,0.0
AP000781.2,0.0,0.0,0.0,0.0
AC005697.2,0.0,0.0,0.0,0.0
AC024475.3,0.0,0.0,0.0,0.0
RPL41P2,2.028,3.449,2.909,1.771
HINFP,2.411,2.2569999999999997,2.441,2.6039999999999996
GOLGA2P3Y,0.0,0.0,0.0,0.0
AC092661.1,0.0,0.013000000000000001,0.0,0.0
PWWP2A,5.135,5.031000000000001,5.343,4.803999999999999
AC109349.1,0.0,0.0,0.0,0.0
AC006504.8,1.6130000000000002,2.923,1.5430000000000001,2.333
SETP11,0.0,0.0,0.0,0.0
AC096677.2,0.0,0.0,0.0,0.0
COX5BP2,0.0,0.0,0.0,0.0
AL079342.3,0.024,0.0,0.034,0.0
AL136038.3,0.08900000000000001,0.135,0.192,0.06
NBPF8,3.1510000000000002,2.964,3.323,3.114
RF00019,0.0,0.0,0.0,0.672
SMIM3,4.084,4.305,4.2010000000000005,3.6289999999999996
AC090954.1,0.0,0.0,0.0,0.0
AC100757.1,0.053,0.04,0.0,0.07200000000000001
CD3EAP,37.433,38.446999999999996,40.166,39.165
ZNF131,5.07,5.2829999999999995,5.022,4.886
AL353658.1,0.0,0.0,0.0,0.0
SRSF6,48.386,46.783,49.193999999999996,47.81100000000001
AC005088.1,0.0,0.0,0.0,0.0
MICC,0.0,0.0,0.0,0.062
AC010406.1,0.0,0.0,0.0,0.0
PMEL,0.28800000000000003,0.171,0.19699999999999998,0.33799999999999997
AC026436.1,0.18100000000000002,0.275,0.259,0.244
SHBG,0.124,0.226,0.17800000000000002,0.1
DNAJC19,4.462,4.678999999999999,4.352,3.91
VPS45,5.593999999999999,5.638,5.441,5.1080000000000005
CENPI,4.449,4.811,5.102,5.85
INVS,2.169,2.113,2.542,2.142
RF00019,0.0,0.0,0.0,0.0
RN7SL442P,0.0,0.0,0.0,0.0
AC040934.1,0.856,1.5919999999999999,1.091,0.77
LINC01566,0.0,0.0,0.0,0.0
CERK,11.44,11.083,10.775,11.898
ARHGEF18,10.591,10.115,9.974,10.263
TCN2,2.1719999999999997,1.831,2.488,2.32
UGT2B10,0.0,0.0,0.0,0.0
HNRNPA3,50.008,51.227,51.949,54.173
LRRC31,0.0,0.0,0.0,0.0
AADACL3,0.0,0.0,0.0,0.0
AC126177.2,0.0,0.0,0.0,0.0
MTERF4,3.927,3.877,4.042,3.988
RASGRF1,0.0,0.0,0.006999999999999999,0.0
ZNF496,6.75,6.443,6.712000000000001,7.277
AC063952.4,0.0,0.0,0.0,0.0
RPL3P2,8.354,7.282,8.145,8.482000000000001
PAICSP2,0.0,0.0,0.0,0.0
MTX1P1,0.5820000000000001,0.5760000000000001,0.96,0.825
ZHX1-C8orf76,16.937,17.565,15.943,14.856
C22orf15,0.0,0.0,0.0,0.0
LINC02315,0.258,0.065,0.24600000000000002,0.174
LZTS1,0.077,0.16899999999999998,0.061,0.092
RAB35,33.001999999999995,31.076999999999998,29.804000000000002,29.427
PDPR,11.604000000000001,11.073,11.14,11.720999999999998
GBX1,0.0,0.10099999999999999,0.14300000000000002,0.0
TTC7B,2.526,2.45,2.6489999999999996,2.764
VWC2L-IT1,0.0,0.0,0.0,0.0
TATDN2P3,0.0,0.0,0.019,0.018000000000000002
PRKAG2-AS1,0.37799999999999995,0.255,0.18100000000000002,0.396
RN7SL543P,0.0,0.0,0.0,0.0
NCKIPSD,12.414000000000001,11.425,12.953,12.491
STYX,5.492999999999999,5.4079999999999995,5.731,5.8660000000000005
KLRC3,0.085,0.032,0.0,0.086
AC091691.1,0.0,0.0,0.0,0.0
MIR1299,0.0,0.0,0.0,0.0
AC116347.1,1.22,1.444,1.944,1.463
FBLIM1,3.072,3.02,3.008,2.7689999999999997
THAP6,2.622,2.6460000000000004,2.612,2.605
MYOCD,0.0,0.0,0.0,0.0
SS18L1,5.722,5.492000000000001,5.925,6.2
RAD51D,1.331,1.31,1.272,1.4240000000000002
FNDC1,0.021,0.022000000000000002,0.031,0.019
AL357568.2,0.0,0.0,0.0,0.0
HNRNPA1P52,0.0,0.0,0.07400000000000001,0.07
SEC31A,16.023,15.675,15.38,15.6
RPL9P21,0.0,0.0,0.139,0.13
MYL12B,233.227,237.62400000000002,230.815,237.162
AC037487.3,1.742,1.3259999999999998,0.0,1.7630000000000001
MIR1181,7.83,13.29,10.369000000000002,10.158999999999999
AC022498.2,0.021,0.033,0.031,0.028999999999999998
PPP1R26-AS1,0.091,0.23800000000000002,0.131,0.07
TCEAL9,10.133,11.47,11.452,10.639000000000001
GLRXP1,0.0,0.0,0.0,0.0
AC244093.3,0.0,0.18100000000000002,0.0,0.0
SMARCD1,37.312,34.879,37.066,37.134
TOPORS,9.507,9.776,8.827,9.068
ANKRD26P1,0.023,0.0,0.0,0.0
PSMC3IP,10.258,10.704,10.01,10.183
DTWD2,1.829,2.164,2.04,2.312
TNFAIP8L1,3.8480000000000003,3.4730000000000003,3.6839999999999997,4.294
AL928970.1,0.0,0.0,0.0,0.0
AP002803.1,0.0,0.0,0.0,0.0
AP000893.2,0.0,0.0,0.0,0.0
ZCWPW1,3.2939999999999996,3.737,3.565,3.73
UTF1,0.0,0.0,0.0,0.0
TMEM39B,11.431,10.762,12.505999999999998,11.102
LSM11,2.3480000000000003,2.623,2.323,1.975
NPR3,0.015,0.006999999999999999,0.006999999999999999,0.02
AC106738.1,0.0,0.0,0.0,0.0
RF02271,0.0,0.0,0.0,0.0
TPMTP1,1.192,1.9140000000000001,1.994,1.608
NAV2-AS4,0.0,0.0,0.0,0.0
MRPL13,16.077,16.721,15.115,15.562999999999999
RF00019,0.0,0.0,0.6859999999999999,0.0
GBP1,0.191,0.275,0.21600000000000003,0.244
ANKRD60,0.0,0.0,0.0,0.0
AL592114.2,0.0,0.0,0.0,0.0
AC004771.4,0.72,0.7829999999999999,0.8859999999999999,0.41700000000000004
GPX6,0.0,0.0,0.0,0.0
OLIG2,0.0,0.0,0.043,0.02
TLE2,0.7879999999999999,0.537,0.691,0.7140000000000001
RPL22P12,0.0,0.0,0.0,0.0
FRY,0.003,0.002,0.009000000000000001,0.003
AC013439.1,0.0,0.0,0.0,0.0
SNORA71B,2.1519999999999997,1.092,1.801,2.178
AP002381.2,1.49,1.429,1.4280000000000002,1.3430000000000002
OTULIN,4.865,4.499,4.729,4.624
NLGN2,16.555,15.595999999999998,16.527,16.075
AL024509.1,0.0,0.0,0.0,0.0
AP002791.1,0.0,0.0,0.0,0.0
GPR171,0.0,0.0,0.0,0.0
CD164L2,0.0,0.0,0.0,0.0
JMJD8,10.655999999999999,11.045,10.493,9.318999999999999
MTCO1P18,0.0,0.0,0.0,0.0
MTND4P32,0.0,0.0,0.0,0.0
OR8K1,0.0,0.0,0.0,0.0
HMGN2P34,0.0,0.0,0.0,0.0
RN7SL568P,0.0,0.0,0.0,0.0
MIR5688,0.0,0.0,0.0,0.0
SLC6A5,0.0,0.0,0.0,0.0
AC068205.1,0.033,0.0,0.0,0.0
PTGES3L,0.33299999999999996,0.195,0.355,0.138
APMAP,53.148,53.361000000000004,49.363,52.523999999999994
SNORD55,17.685,22.272,15.31,17.692999999999998
GALNT4,1.0390000000000001,1.0959999999999999,1.222,1.135
AP000880.1,0.509,0.465,0.584,0.13699999999999998
AC007237.1,0.0,0.0,0.0,0.0
AL034380.1,0.0,0.0,0.22899999999999998,0.0
ESCO1,7.505,7.417000000000001,7.3229999999999995,6.776
AHSA1,126.01,124.74799999999999,126.35600000000001,123.50399999999999
BX088651.4,0.757,0.547,0.6509999999999999,0.434
AC026765.2,0.0,0.0,0.053,0.0
AC020907.1,0.0,0.024,0.0,0.0
AC005393.1,1.838,2.0340000000000003,1.318,2.705
SNORA66,2.935,2.7910000000000004,2.105,2.475
MCM8,16.897000000000002,16.437,16.461,16.803
CDK5,11.741,11.997,11.949000000000002,11.925
NRIP3,18.601,19.122,17.824,18.937
PDE4DIP,1.413,1.357,1.442,1.47
AL008733.1,0.0,0.0,0.0,0.0
LRFN5,0.008,0.0,0.011000000000000001,0.021
HHIP,0.114,0.099,0.141,0.132
RANBP9,27.589000000000002,27.619,27.934,26.511
IRGM,0.0,0.0,0.0,0.0
AL445423.1,0.091,0.0,0.0,0.0
AL356274.1,0.0,0.0,0.171,0.0
ARHGAP42,0.382,0.35100000000000003,0.316,0.361
AP000424.1,0.0,0.0,0.0,0.0
RF00156,0.222,0.337,0.0,0.598
AC008870.3,0.0,0.23199999999999998,0.43700000000000006,0.0
AC010223.1,0.0,0.0,0.0,0.0
AL121917.2,0.25,0.0,0.179,0.0
IDI2,0.0,0.0,0.0,0.0
AC008126.1,2.2359999999999998,2.784,1.4580000000000002,1.646
ACAN,0.0,0.0,0.0,0.0
AC020658.2,0.0,0.0,0.0,0.0
TAF1A,4.084,4.109,3.656,3.575
AC006065.4,0.0,0.0,0.0,0.0
LINC00899,0.0,0.0,0.0,0.0
AL513175.2,5.617000000000001,5.865,4.898,5.647
ZNF273,1.156,1.197,1.294,1.263
RIN2,0.784,0.888,0.753,0.851
MORF4L1,24.29,25.066,24.311,24.057
ZNF32-AS3,0.025,0.0,0.0,0.0
ATP5MC2,42.235,44.551,42.49100000000001,46.047
FAR1,11.49,11.161,11.455,11.328
AC104619.1,0.696,0.8240000000000001,0.7759999999999999,0.835
AC093909.1,3.609,3.5069999999999997,3.805,3.873
UBASH3A,0.0,0.0,0.0,0.0
UBTF,25.805999999999997,26.221999999999998,26.741999999999997,26.096
ANKDD1A,0.204,0.10300000000000001,0.125,0.105
C6orf47,7.431,7.843999999999999,8.13,7.0089999999999995
BX470102.2,0.015,0.0,0.0,0.0
SSX2IP,8.465,8.043,8.28,7.986000000000001
SUZ12P1,1.253,1.258,1.39,1.3769999999999998
ERCC6,0.9009999999999999,0.826,1.051,1.048
AMACR,1.173,1.156,1.037,1.141
AARD,0.324,0.462,0.348,0.3
RNU6-1275P,0.0,0.0,0.0,0.0
LINC00165,0.059000000000000004,0.0,0.255,0.08
AL031587.1,0.0,0.0,0.0,0.0
AC112492.5,0.0,0.0,0.0,0.0
SNORA24B,0.0,0.0,0.0,0.0
HMGB3P6,0.7340000000000001,0.124,0.23399999999999999,0.6609999999999999
THRAP3P1,0.0,0.027000000000000003,0.05,0.024
RN7SL776P,0.0,0.0,0.0,0.0
HNRNPRP1,0.547,0.613,0.578,0.505
NOX3,0.048,0.036000000000000004,0.069,0.0
TOR1A,15.765999999999998,16.378,15.493,15.742
PRELID3BP11,0.0,0.0,0.0,0.0
AC008764.3,0.113,0.0,0.0,0.305
PAICS,35.242,35.583,34.887,35.522
CHMP1A,69.141,67.875,68.125,67.372
RF00003,0.0,0.0,0.0,0.0
TRIML2,0.032,0.049,0.092,0.21600000000000003
AC116553.1,0.0,0.0,0.0,0.0
ARL6IP1P2,1.646,1.319,2.362,1.9880000000000002
THADA,4.436,4.468999999999999,5.006,4.824
LINC02044,0.0,0.0,0.0,0.0
DOK3,2.9130000000000003,3.048,3.947,3.8360000000000003
RPL10AP1,6.98,4.503,5.225,3.3789999999999996
AC113935.1,4.923,5.484,5.296,4.626
AL022310.1,0.0,0.0,0.0,0.0
AC068725.1,0.0,0.0,0.0,0.0
MON2,4.494,4.265,4.419,4.641
STAP2,0.5820000000000001,0.59,0.32899999999999996,0.619
PCBP4,9.641,9.457,10.22,9.736
Z93929.1,0.0,0.0,0.0,0.0
ST8SIA4,0.16899999999999998,0.14300000000000002,0.10800000000000001,0.11800000000000001
FLYWCH1,7.255,6.984,7.4239999999999995,7.1
RN7SL76P,0.16899999999999998,0.257,0.0,0.0
AC106886.1,0.0,0.124,0.0,0.0
NCK2,6.888,8.459,8.234,7.28
AC013403.1,0.09300000000000001,0.0,0.0,0.25
EIF2AK3,2.158,2.3890000000000002,2.175,2.094
ZFP62,6.254,6.172999999999999,5.82,5.7410000000000005
KCNRG,0.51,0.594,0.431,0.466
CHST5,0.073,0.078,0.042,0.069
NLGN3,0.037000000000000005,0.111,0.122,0.099
AP003500.1,0.0,0.151,0.14300000000000002,0.067
ARHGAP10,1.705,1.808,1.984,1.768
CORO1A,0.541,0.396,0.56,0.365
POU3F2,1.11,1.385,0.961,0.8640000000000001
KLHL18,12.963,14.072000000000001,12.583,13.215
RNF123,7.2010000000000005,7.035,8.33,7.196000000000001
MIR941-5,0.0,1.031,0.972,0.0
TDGP1,0.8340000000000001,0.604,0.74,0.857
ARPC5L,28.299,30.518,29.178,28.686
AC092068.1,0.0,0.0,0.0,0.0
AC129510.1,0.0,0.0,0.0,0.0
MIR4766,0.642,0.0,0.9209999999999999,0.0
LINC02003,0.0,0.0,0.0,0.0
FITM2,4.301,4.074,4.371,4.4239999999999995
AC073957.1,0.0,0.0,0.131,0.0
RF00017,0.327,0.0,0.235,0.0
CLIC4P2,0.0,0.0,0.0,0.0
LINC01069,0.0,0.0,0.0,0.0
TRUB2,14.171,14.142000000000001,13.177,13.591
ITPRID1,0.0,0.0,0.0,0.0
PGCP1,0.0,0.0,0.0,0.0
F2,0.019,0.028999999999999998,0.027000000000000003,0.0
RF02137,0.249,0.379,0.0,0.336
TNFRSF25,2.4090000000000003,2.349,3.8160000000000003,2.943
AC092849.1,2.576,1.103,1.0390000000000001,1.847
KRT87P,0.013999999999999999,0.021,0.0,0.037000000000000005
AC020549.1,0.0,0.0,0.0,0.0
AC125388.1,0.938,2.141,1.122,2.3209999999999997
ZNF524,3.115,3.761,3.594,2.833
ZSCAN5B,0.012,0.036000000000000004,0.0,0.0
ORAI1,28.729,29.308000000000003,31.250999999999998,30.180999999999997
SLC25A5P2,0.544,0.248,0.156,0.44
KRT35,0.0,0.0,0.0,0.0
NMRAL2P,0.019,0.027999999999999997,0.0,0.025
AC005224.4,6.202000000000001,6.202000000000001,5.718999999999999,5.659
FILIP1L,0.0,0.0,0.0,0.0
LGALS14,0.0,0.0,0.0,0.0
OR6Y1,0.0,0.0,0.0,0.0
LINC00415,0.0,0.0,0.0,0.0
ISCA1P3,0.0,0.0,0.0,0.0
AC067773.1,0.602,0.746,0.48,0.662
AC012038.1,0.0,0.0,0.0,0.0
MIR320E,0.9209999999999999,0.0,1.321,0.0
AP005329.1,1.423,1.117,1.4480000000000002,0.991
VN2R10P,0.0,0.0,0.0,0.0
AL137793.1,0.0,0.0,0.0,0.0
LDHAP7,0.809,0.769,0.87,0.955
SNORD89,1.284,0.0,0.0,0.5770000000000001
AC096531.2,0.0,0.0,0.0,0.0
MPV17,9.037,8.17,8.511000000000001,8.52
TTC4,8.05,7.981,8.277000000000001,7.861000000000001
GDAP1L1,0.013999999999999999,0.022000000000000002,0.021,0.0
STX10,35.123000000000005,35.796,35.696,32.843
ARNT2,0.038,0.038,0.023,0.034
ZDHHC22,0.0,0.019,0.018000000000000002,0.0
SLC6A10P,0.011000000000000001,0.033,0.063,0.10300000000000001
TCEAL3-AS1,0.0,0.0,0.0,0.182
SGK1,10.267999999999999,10.29,9.624,10.033999999999999
ZNF780B,3.654,3.735,3.555,3.878
ANGPT2,0.0,0.0,0.0,0.0
CYCSP55,0.0,0.0,0.0,0.0
C8G,0.423,0.9670000000000001,0.972,0.6859999999999999
INO80,9.849,8.806000000000001,9.19,9.283
CLCN7,7.936,7.382000000000001,8.41,7.487
HSPE1P2,25.031,26.686999999999998,28.361,29.044
GSTM4,0.971,1.1340000000000001,0.88,0.8220000000000001
AC021422.1,0.10300000000000001,0.0,0.0,0.0
RF00019,0.26,0.395,0.745,0.0
CDC42BPB,30.441,31.355,31.705,31.034000000000002
GTF3C6,135.077,139.207,131.315,133.667
LINC02573,0.0,0.0,0.0,0.0
SCG2,3.313,2.9960000000000004,1.955,2.708
AC245884.6,0.0,0.0,0.0,0.0
UBE2D4,5.318,5.212000000000001,5.372999999999999,5.739
INTS7,6.2379999999999995,6.5089999999999995,6.662000000000001,6.502000000000001
UGT3A2,0.0,0.027999999999999997,0.0,0.0
AZGP1P2,0.0,0.0,0.0,0.191
MIR941-2,0.0,0.0,0.0,0.0
BNIP3P3,0.0,0.0,0.0,0.0
TBC1D16,3.392,3.3280000000000003,3.4360000000000004,3.2239999999999998
AL034417.4,0.486,0.532,0.527,0.496
AC015813.7,0.0,0.0,0.0,0.22699999999999998
DDX39BP1,0.0,0.0,0.0,0.34299999999999997
AOX2P,0.0,0.0,0.0,0.0
TRBC2,0.0,0.0,0.0,0.0
CCDC47,38.529,38.586,36.795,36.696
RSL24D1P8,0.297,0.0,0.0,0.268
KLF5,1.034,0.888,0.856,0.9129999999999999
TNFSF12-TNFSF13,0.04,0.0,0.039,0.018000000000000002
MIR1306,16.932000000000002,21.398000000000003,15.645,13.167
ESR1,0.0,0.0,0.0,0.0
AC092943.1,0.0,0.0,0.0,0.075
AP005431.1,0.0,0.0,0.0,0.0
AC011475.1,0.0,0.0,0.0,0.0
AC068025.2,0.0,0.08900000000000001,0.0,0.23600000000000002
KC877392.1,0.0,0.0,0.0,0.0
AC010319.2,0.0,0.083,0.0,0.0
TMED8,9.863,10.254000000000001,9.234,10.221
AC018926.3,0.12,0.183,0.0,0.0
AL391987.2,0.139,0.106,0.05,0.047
PGPEP1,2.248,2.294,2.358,2.639
HNRNPKP1,0.28300000000000003,0.5379999999999999,0.355,0.43
INHBE,0.016,0.0,0.0,0.0
AL121578.2,0.0,0.0,0.0,0.0
CARTPT,0.0,0.0,0.0,0.0
AC016027.3,0.135,0.0,0.0,0.0
AC010320.3,0.0,0.0,0.0,0.0
CYB5A,2.7680000000000002,2.506,2.6039999999999996,2.5780000000000003
SUB1,11.589,12.145999999999999,11.587,12.234000000000002
AC034114.1,0.0,0.0,0.0,0.0
C5orf24,16.494,16.893,15.562000000000001,16.935
ARHGAP42P1,0.0,0.0,0.0,0.0
AC027338.1,0.0,0.18,0.085,0.0
AC025253.1,0.0,0.0,0.0,0.0
DCAF13,19.146,19.852999999999998,19.173,18.772000000000002
GSX2,0.0,0.0,0.0,0.0
AC004982.2,0.33799999999999997,0.215,0.485,0.266
SKAP2,5.56,5.761,6.2139999999999995,5.403
RPL6P9,0.057,0.0,0.0,0.0
MIR568,0.16899999999999998,0.258,0.243,0.22899999999999998
AC068870.2,0.376,0.573,0.72,0.33799999999999997
MIR603,0.0,0.0,0.0,0.0
AC010240.1,0.106,0.162,0.0,0.287
MAP3K14-AS1,0.168,0.23600000000000002,0.13,0.209
CSTB,21.3,22.035999999999998,20.951999999999998,20.595
ITGB2,0.006999999999999999,0.011000000000000001,0.0,0.0
CANX,100.212,100.085,100.568,100.975
AC007224.2,0.0,0.0,0.0,0.0
AC099494.2,0.0,0.0,0.0,0.0
BCS1L,14.048,14.171,15.555,14.807
TUSC3,8.037,8.052999999999999,7.66,7.8389999999999995
AC005550.1,0.0,0.0,0.0,0.0
IRX4,0.0,0.025,0.0,0.0
RPL3P6,0.122,0.062,0.233,0.109
RF00191,0.0,0.0,0.0,0.0
B9D1,3.1660000000000004,3.239,2.8819999999999997,3.088
THOC1,8.274,8.384,8.5,7.979
ODAM,0.0,0.0,0.0,0.0
CSPG4P12,0.0,0.0,0.0,0.006
OR7D2,0.0,0.0,0.0,0.0
WBP1LP2,1.662,1.153,1.3319999999999999,1.5830000000000002
AL451007.2,0.087,0.0,0.124,0.46799999999999997
Z94721.2,3.707,3.53,3.6710000000000003,3.707
CDK5RAP1,12.52,12.322000000000001,12.550999999999998,13.218
AC010680.3,1.22,1.57,2.019,1.7719999999999998
AC021066.1,0.075,0.0,0.325,0.0
SCYL2,14.543,14.508,14.492,14.89
BIRC7,0.0,0.0,0.0,0.0
AC012170.1,0.272,0.0,0.195,0.183
AL512326.1,0.0,0.0,0.0,0.0
AC010973.1,0.0,0.0,0.0,0.0
BPGM,7.627999999999999,7.952999999999999,7.829,8.038
AC226119.2,0.0,0.0,0.066,0.062
CSPG4,0.0,0.0,0.0,0.008
AC128714.1,0.0,0.0,0.0,0.0
CFAP52,0.016,0.024,0.0,0.0
SNN,2.0180000000000002,1.4780000000000002,1.8659999999999999,1.755
AC023512.1,2.64,2.2319999999999998,1.5430000000000001,1.055
MRPL15,125.67399999999999,129.029,128.283,125.641
AC013244.3,0.0,0.0,0.0,0.0
RBBP5,6.669,6.439,6.595,6.367999999999999
SYT15,0.0,0.0,0.0,0.0
CCL15,0.0,0.0,0.0,0.0
AC119674.1,0.0,0.0,0.0,0.0
GAPDHP42,0.0,0.0,0.0,0.0
NAP1L3,1.183,1.3219999999999998,1.061,1.347
AL353583.1,0.0,0.0,0.0,0.0
COX20P1,1.367,1.6640000000000001,1.176,1.1059999999999999
AC093827.3,0.146,0.134,0.0,0.0
RPL11P5,0.0,0.0,0.0,0.0
MIR4655,0.0,0.0,0.0,0.0
RNF145,27.259,26.95,26.256999999999998,26.995
B3GNT4,0.23600000000000002,0.27699999999999997,0.24600000000000002,0.289
C4A,0.068,0.13,0.054000000000000006,0.156
AC005258.1,42.977,41.422,42.748999999999995,42.963
AC068594.1,0.0,0.0,0.052000000000000005,0.0
SPECC1L,12.669,13.035,12.795,13.302
CAMK1,4.2589999999999995,3.363,4.563,4.559
C15orf61,1.6840000000000002,2.031,1.871,1.663
AC104109.2,0.172,0.366,0.321,0.46399999999999997
CDKL2,0.249,0.39299999999999996,0.304,0.324
AC092865.2,0.0,0.0,0.0,0.0
AC006042.3,0.066,0.10099999999999999,0.14300000000000002,0.134
RF00017,0.0,0.0,0.0,0.0
RF02204,0.0,0.0,0.511,0.0
AC011525.1,0.0,0.0,0.0,0.0
AC132153.1,0.0,0.0,0.0,0.0
RABAC1,18.074,18.021,18.059,18.147000000000002
AC007786.3,0.0,0.0,0.0,0.0
AC013451.2,0.953,1.139,1.171,1.79
DPY19L3,7.946000000000001,7.2989999999999995,8.219,8.085
KIF26A,0.6859999999999999,0.7140000000000001,0.642,0.585
AL008635.1,0.253,0.0,0.0,0.0
ATP1A4,0.0,0.0,0.0,0.0
GPHB5,0.0,0.0,0.0,0.0
TTC23L,0.033,0.034,0.0,0.045
AC110994.1,0.0,0.0,0.0,0.0
ZER1,11.398,11.28,11.547,11.434000000000001
MTND6P11,0.0,0.0,0.0,0.0
AC011476.3,0.17800000000000002,0.162,0.0,0.14400000000000002
SBNO2,23.19,22.889,25.570999999999998,23.813000000000002
RGS7BP,0.0,0.0,0.0,0.0
AL606760.1,0.45399999999999996,0.754,0.415,0.613
SETD9,4.1930000000000005,4.327,3.821,5.44
SPAG11B,0.0,0.0,0.0,0.0
N4BP2L2,1.9069999999999998,1.683,1.95,1.9409999999999998
AC055839.1,0.294,0.447,0.42200000000000004,1.19
DYNLRB2,0.0,0.0,0.0,0.0
AL008582.1,0.0,0.0,0.0,0.0
AC104461.1,0.0,0.0,0.021,0.0
LINC01807,0.433,0.439,0.207,0.48700000000000004
NAA40,9.308,8.958,9.368,8.812000000000001
AL354877.1,0.23600000000000002,0.539,0.16899999999999998,0.638
C6orf106,29.233,28.319000000000003,26.359,26.255
ST7-AS1,0.18100000000000002,0.157,0.185,0.105
AL606537.1,0.0,0.0,0.0,0.0
HHIPL1,0.0,0.0,0.0,0.0
FGF14-IT1,0.0,0.0,0.0,0.0
AC116535.1,0.084,0.159,0.12,0.113
RF01965,0.0,0.0,0.0,0.0
AC011611.3,3.1719999999999997,2.479,1.3530000000000002,1.9669999999999999
AC020661.3,0.0,0.0,0.0,0.0
