"","SYMBOL","GENEID","len"
"19018","MIR1229","ENSG00000221394",69
"19019","SQSTM1","ENSG00000161011",7535
"19020","C5orf45","ENSG00000161010",8469
"19021","TBC1D9B","ENSG00000197226",11473
"19022","RNF130","ENSG00000113269",12817
"19023","MIR340","ENSG00000198995",95
"19024","RASGEF1C","ENSG00000146090",3015
"19025","MAPK9","ENSG00000050748",8955
"19026","GFPT2","ENSG00000131459",4721
"19027","CNOT6","ENSG00000113300",6572
"19028","SCGB3A1","ENSG00000161055",803
"19029","FLT4","ENSG00000037280",8852
"19030","OR2Y1","ENSG00000174339",1058
"19031","MGAT1","ENSG00000131446",11576
"19032","HEIH","ENSG00000278970",2205
"19033","LINC00847","ENSG00000245060",6088
"19034","ZFP62","ENSG00000196670",4197
"19035","BTNL8","ENSG00000113303",3924
"19036","BTNL3","ENSG00000168903",2439
"19037","BTNL9","ENSG00000165810",5563
"19038","OR2V1","ENSG00000185372",2785
"19039","OR2V2","ENSG00000182613",4777
"19040","TRIM7","ENSG00000146054",7338
"19041","MIR4638","ENSG00000264732",68
"19042","TRIM41","ENSG00000146063",12811
"19043","GNB2L1","ENSG00000204628",5740
"19044","SNORD96A","ENSG00000272296",79
"19045","SNORD95","ENSG00000200969",68
"19046","SNORD95","ENSG00000264549",68
"19047","TRIM52","ENSG00000183718",6562
"19048","DUSP22","ENSG00000112679",5686
"19049","IRF4","ENSG00000137265",5881
"19050","EXOC2","ENSG00000112685",4990
"19051","HUS1B","ENSG00000188996",1025
"19052","FOXQ1","ENSG00000164379",2661
"19053","FOXF2","ENSG00000137273",2451
"19054","FOXC1","ENSG00000054598",3983
"19055","GMDS","ENSG00000112699",4217
"19056","C6orf195","ENSG00000164385",3108
"19057","MYLK4","ENSG00000145949",6015
"19058","WRNIP1","ENSG00000124535",3898
"19059","SERPINB1","ENSG00000021355",3047
"19060","MIR4645","ENSG00000266750",77
"19061","SERPINB9","ENSG00000170542",4143
"19062","SERPINB6","ENSG00000124570",13201
"19063","NQO2","ENSG00000124588",11558
"19064","HTATSF1P2","ENSG00000271361",631
"19065","RIPK1","ENSG00000137275",4161
"19066","BPHL","ENSG00000137274",5780
"19067","TUBB2A","ENSG00000137267",1748
"19068","TUBB2B","ENSG00000137285",2096
"19069","PSMG4","ENSG00000180822",10418
"19070","SLC22A23","ENSG00000137266",8898
"19071","PXDC1","ENSG00000168994",2474
"19072","FAM50B","ENSG00000145945",1948
"19073","PRPF4B","ENSG00000112739",8429
"19074","FAM217A","ENSG00000145975",3133
"19075","C6orf201","ENSG00000185689",3322
"19076","ECI2","ENSG00000198721",4579
"19077","CDYL","ENSG00000153046",4562
"19078","RPP40","ENSG00000124787",1977
"19079","PPP1R3G","ENSG00000219607",4907
"19080","LYRM4","ENSG00000214113",9443
"19081","MIR3691","ENSG00000265083",90
"19082","FARS2","ENSG00000145982",4835
"19083","NRN1","ENSG00000124785",2286
"19084","F13A1","ENSG00000124491",4554
"19085","LY86-AS1","ENSG00000216863",11806
"19086","LY86","ENSG00000112799",1203
"19087","RREB1","ENSG00000124782",17254
"19088","SSR1","ENSG00000124783",11349
"19089","CAGE1","ENSG00000164304",3511
"19090","RIOK1","ENSG00000124784",2940
"19091","DSP","ENSG00000096696",10048
"19093","SNRNP48","ENSG00000168566",5837
"19094","BMP6","ENSG00000153162",3784
"19095","BLOC1S5-TXNDC5","ENSG00000259040",3030
"19096","TXNDC5","ENSG00000239264",4361
"19097","PIP5K1P1","ENSG00000219294",1656
"19098","BLOC1S5","ENSG00000188428",3297
"19099","EEF1E1","ENSG00000124802",2088
"19100","SLC35B3","ENSG00000124786",2828
"19102","HULC","ENSG00000276019",240
"19103","TFAP2A","ENSG00000137203",8218
"19104","LINC00518","ENSG00000183674",2036
"19105","MIR5689","ENSG00000263705",78
"19106","GCNT2","ENSG00000111846",9072
"19107","C6orf52","ENSG00000137434",884
"19108","PAK1IP1","ENSG00000111845",1523
"19109","TMEM14C","ENSG00000111843",1321
"19110","TMEM14B","ENSG00000137210",4815
"19111","MAK","ENSG00000111837",4226
"19112","GCM2","ENSG00000124827",2541
"19113","SYCP2L","ENSG00000153157",3962
"19114","ELOVL2","ENSG00000197977",3988
"19115","ELOVL2-AS1","ENSG00000230314",2557
"19116","SMIM13","ENSG00000224531",4887
"19117","ERVFRD-1","ENSG00000244476",3235
"19118","NEDD9","ENSG00000111859",10359
"19119","TMEM170B","ENSG00000205269",8891
"19120","ADTRP","ENSG00000111863",4150
"19121","HIVEP1","ENSG00000095951",11005
"19122","EDN1","ENSG00000078401",2035
"19123","PHACTR1","ENSG00000112137",11198
"19124","TBC1D7","ENSG00000145979",8300
"19125","GFOD1","ENSG00000145990",10686
"19126","SIRT5","ENSG00000124523",6525
"19127","NOL7","ENSG00000225921",2364
"19128","RANBP9","ENSG00000010017",3618
"19129","RNF182","ENSG00000180537",4098
"19130","CD83","ENSG00000112149",2384
"19131","JARID2","ENSG00000008083",6244
"19132","DTNBP1","ENSG00000047579",3052
"19133","MYLIP","ENSG00000007944",3072
"19134","MIR4639","ENSG00000263712",69
"19135","GMPR","ENSG00000137198",2225
"19136","ATXN1","ENSG00000124788",17812
"19137","STMND1","ENSG00000230873",3096
"19138","RBM24","ENSG00000112183",3425
"19139","CAP2","ENSG00000112186",3346
"19140","FAM8A1","ENSG00000137414",4726
"19141","NUP153","ENSG00000124789",6030
"19142","KIF13A","ENSG00000137177",11138
"19143","NHLRC1","ENSG00000187566",2238
"19144","TPMT","ENSG00000137364",3184
"19145","KDM1B","ENSG00000165097",5619
"19146","DEK","ENSG00000124795",7249
"19147","RNF144B","ENSG00000137393",5175
"19148","MIR548A1","ENSG00000207775",97
"19149","ID4","ENSG00000172201",3873
"19150","MBOAT1","ENSG00000172197",4325
"19151","E2F3","ENSG00000112242",5190
"19152","CDKAL1","ENSG00000145996",4602
"19153","SOX4","ENSG00000124766",4869
"19154","PRL","ENSG00000172179",1431
"19155","HDGFL1","ENSG00000112273",2101
"19156","NRSN1","ENSG00000152954",4122
"19157","DCDC2","ENSG00000146038",5004
"19158","KAAG1","ENSG00000146049",1383
"19159","MRS2","ENSG00000124532",5133
"19160","GPLD1","ENSG00000112293",7221
"19161","ALDH5A1","ENSG00000112294",6047
"19162","KIAA0319","ENSG00000137261",7208
"19163","TDP2","ENSG00000111802",2977
"19164","ACOT13","ENSG00000112304",4394
"19165","C6orf62","ENSG00000112308",2591
"19166","GMNN","ENSG00000112312",2476
"19167","FAM65B","ENSG00000111913",9435
"19168","CMAHP","ENSG00000168405",8477
"19169","LRRC16A","ENSG00000079691",6853
"19170","SCGN","ENSG00000079689",1482
"19171","HIST1H2AA","ENSG00000164508",396
"19172","HIST1H2BA","ENSG00000146047",516
"19173","HIST1H2APS1","ENSG00000216436",331
"19174","SLC17A4","ENSG00000146039",4641
"19175","SLC17A1","ENSG00000124568",2019
"19176","SLC17A3","ENSG00000124564",3594
"19177","SLC17A2","ENSG00000112337",2568
"19178","TRIM38","ENSG00000112343",9418
"19179","HIST1H1A","ENSG00000124610",648
"19180","HIST1H3A","ENSG00000275714",411
"19181","HIST1H4A","ENSG00000278637",312
"19182","HIST1H4B","ENSG00000278705",438
"19184","HIST1H2AB","ENSG00000278463",393
"19185","HIST1H2BB","ENSG00000276410",381
"19187","HIST1H1C","ENSG00000187837",642
"19188","HFE","ENSG00000010704",5675
"19190","HIST1H4C","ENSG00000197061",435
"19191","HIST1H1T","ENSG00000187475",718
"19192","HIST1H2BC","ENSG00000180596",834
"19193","HIST1H2AC","ENSG00000180573",1668
"19194","HIST1H1E","ENSG00000168298",754
"19195","HIST1H2BD","ENSG00000158373",871
"19196","HIST1H2BE","ENSG00000274290",2585
"19197","HIST1H4D","ENSG00000277157",312
"19198","HIST1H3D","ENSG00000197409",411
"19199","HIST1H2AD","ENSG00000196866",393
"19200","HIST1H2BF","ENSG00000277224",1196
"19201","HIST1H4E","ENSG00000276966",1487
"19202","HIST1H2BG","ENSG00000273802",1534
"19203","HIST1H2AE","ENSG00000277075",509
"19204","HIST1H3E","ENSG00000274750",2679
"19205","HIST1H1D","ENSG00000124575",666
"19206","HIST1H4F","ENSG00000274618",312
"19207","HIST1H4G","ENSG00000275663",297
"19208","HIST1H3F","ENSG00000277775",411
"19209","HIST1H2BH","ENSG00000275713",2060
"19210","HIST1H3G","ENSG00000273983",2411
"19211","HIST1H2BI","ENSG00000278588",381
"19212","HIST1H4H","ENSG00000158406",2163
"19213","BTN3A2","ENSG00000186470",7042
"19214","BTN2A2","ENSG00000124508",6398
"19215","BTN3A1","ENSG00000026950",5539
"19216","BTN2A3P","ENSG00000124549",4177
"19217","BTN3A3","ENSG00000111801",5658
"19218","BTN2A1","ENSG00000112763",3787
"19219","BTN1A1","ENSG00000124557",2895
"19220","HCG11","ENSG00000228223",5696
"19221","HMGN4","ENSG00000182952",1992
"19222","ABT1","ENSG00000146109",2943
"19223","ZNF322","ENSG00000181315",5059
"19224","GUSBP2","ENSG00000241549",2071
"19225","LINC00240","ENSG00000224843",8418
"19226","HIST1H2BJ","ENSG00000124635",950
"19227","HIST1H2AG","ENSG00000196787",2250
"19228","HIST1H2BK","ENSG00000197903",381
"19229","HIST1H4I","ENSG00000276180",1294
"19230","HIST1H2AH","ENSG00000274997",387
"19231","MIR3143","ENSG00000265565",63
"19232","PRSS16","ENSG00000112812",5290
"19233","POM121L2","ENSG00000158553",3354
"19234","VN1R10P","ENSG00000220758",875
"19235","ZNF204P","ENSG00000204789",2397
"19236","ZNF391","ENSG00000124613",4834
"19237","ZNF184","ENSG00000096654",3122
"19238","HIST1H2BL","ENSG00000185130",488
"19239","HIST1H2AI","ENSG00000196747",503
"19240","HIST1H3H","ENSG00000278828",1237
"19241","HIST1H2AJ","ENSG00000276368",387
"19242","HIST1H2BM","ENSG00000273703",381
"19243","HIST1H4J","ENSG00000197238",373
"19244","HIST1H4K","ENSG00000273542",312
"19245","HIST1H2AK","ENSG00000275221",393
"19246","HIST1H2BN","ENSG00000233822",5477
"19247","HIST1H2AL","ENSG00000276903",393
"19248","HIST1H1B","ENSG00000184357",681
"19249","HIST1H3I","ENSG00000275379",411
"19250","HIST1H4L","ENSG00000275126",312
"19251","HIST1H3J","ENSG00000197153",775
"19252","HIST1H2AM","ENSG00000278677",393
"19253","HIST1H2BO","ENSG00000274641",381
"19254","OR2B2","ENSG00000168131",1212
"19255","OR2B6","ENSG00000124657",942
"19256","ZNF165","ENSG00000197279",2514
"19257","ZSCAN12P1","ENSG00000219891",1657
"19258","ZSCAN16","ENSG00000196812",1279
"19259","ZKSCAN8","ENSG00000198315",7580
"19260","TOB2P1","ENSG00000176933",992
"19261","ZSCAN9","ENSG00000137185",3705
"19262","ZKSCAN4","ENSG00000187626",5346
"19263","NKAPL","ENSG00000189134",1662
"19264","ZSCAN26","ENSG00000197062",2933
"19265","PGBD1","ENSG00000137338",3100
"19266","ZSCAN31","ENSG00000235109",4957
"19267","ZKSCAN3","ENSG00000189298",4804
"19268","ZSCAN12","ENSG00000158691",5495
"19269","ZSCAN23","ENSG00000187987",3283
"19270","GPX6","ENSG00000198704",2018
"19271","GPX6","ENSG00000281185",219
"19272","GPX5","ENSG00000224586",2049
"19273","GPX5","ENSG00000257770",1452
"19274","TRIM27","ENSG00000204713",7985
"19275","TRIM27","ENSG00000215641",7988
"19276","TRIM27","ENSG00000229006",7983
"19277","TRIM27","ENSG00000233948",6192
"19278","TRIM27","ENSG00000234495",7987
"19279","TRIM27","ENSG00000237071",7983
"19280","TRIM27","ENSG00000237462",1619
"19281","ZNF311","ENSG00000169260",3176
"19282","ZNF311","ENSG00000197935",3176
"19283","ZNF311","ENSG00000223687",3175
"19284","ZNF311","ENSG00000225351",3176
"19285","ZNF311","ENSG00000233831",3174
"19286","ZNF311","ENSG00000235178",3176
"19287","ZNF311","ENSG00000235589",3176
"19288","OR2W1","ENSG00000204704",1028
"19289","OR2W1","ENSG00000206525",1028
"19290","OR2W1","ENSG00000226463",1028
"19291","OR2W1","ENSG00000227639",1028
"19292","OR2W1","ENSG00000228652",1028
"19293","OR2W1","ENSG00000228977",1028
"19294","OR2W1","ENSG00000229328",1028
"19295","OR2W1","ENSG00000234101",1028
"19296","OR2B3","ENSG00000204703",1106
"19297","OR2B3","ENSG00000206524",1106
"19298","OR2B3","ENSG00000225736",1007
"19299","OR2B3","ENSG00000226832",1007
"19300","OR2B3","ENSG00000231319",1007
"19301","OR2B3","ENSG00000233054",1007
"19302","OR2B3","ENSG00000233180",1007
"19303","OR2B3","ENSG00000233687",1007
"19304","OR2J3","ENSG00000204701",3820
"19305","OR2J3","ENSG00000206522",936
"19306","OR2J3","ENSG00000226271",936
"19307","OR2J3","ENSG00000229866",936
"19308","OR2J3","ENSG00000230855",774
"19309","OR2J3","ENSG00000232178",936
"19310","OR2J3","ENSG00000233618",936
"19311","OR2J3","ENSG00000233636",936
"19312","OR2J2","ENSG00000196231",1272
"19313","OR2J2","ENSG00000204700",2708
"19314","OR2J2","ENSG00000225550",1272
"19315","OR2J2","ENSG00000226000",1272
"19316","OR2J2","ENSG00000226347",1272
"19317","OR2J2","ENSG00000231676",1272
"19318","OR2J2","ENSG00000232945",1272
"19319","OR2J2","ENSG00000234746",1272
"19320","OR14J1","ENSG00000112459",966
"19321","OR14J1","ENSG00000204695",6479
"19322","OR14J1","ENSG00000225291",966
"19323","OR14J1","ENSG00000234100",966
"19324","OR14J1","ENSG00000234195",966
"19325","OR14J1","ENSG00000236927",966
"19326","OR14J1","ENSG00000237777",966
"19327","OR5V1","ENSG00000112461",1266
"19328","OR5V1","ENSG00000227137",1335
"19329","OR5V1","ENSG00000230742",218
"19330","OR5V1","ENSG00000233046",1335
"19331","OR5V1","ENSG00000240130",218
"19332","OR5V1","ENSG00000242289",218
"19333","OR5V1","ENSG00000243441",1335
"19334","OR5V1","ENSG00000243729",2981
"19335","OR12D3","ENSG00000112462",1869
"19336","OR12D3","ENSG00000204692",2011
"19337","OR12D3","ENSG00000224487",2011
"19338","OR12D3","ENSG00000229181",146
"19339","OR12D3","ENSG00000242022",2011
"19340","OR12D3","ENSG00000250364",2011
"19341","OR12D3","ENSG00000251394",2011
"19343","OR12D2","ENSG00000204690",1069
"19344","OR12D2","ENSG00000225247",1069
"19345","OR12D2","ENSG00000227446",1069
"19346","OR12D2","ENSG00000233481",1069
"19347","OR12D2","ENSG00000235966",1069
"19348","OR12D2","ENSG00000280236",1639
"19349","OR11A1","ENSG00000204694",2951
"19350","OR11A1","ENSG00000206472",2864
"19351","OR11A1","ENSG00000206517",2864
"19352","OR11A1","ENSG00000223898",2864
"19353","OR11A1","ENSG00000230780",2864
"19354","OR11A1","ENSG00000232289",2864
"19355","OR11A1","ENSG00000234347",2864
"19356","OR11A1","ENSG00000237258",2864
"19357","OR10C1","ENSG00000204689",1672
"19358","OR10C1","ENSG00000206474",1672
"19359","OR10C1","ENSG00000220550",1672
"19360","OR10C1","ENSG00000224234",1672
"19361","OR10C1","ENSG00000229412",1672
"19362","OR10C1","ENSG00000230505",1672
"19363","OR10C1","ENSG00000232397",1672
"19364","OR10C1","ENSG00000235441",1672
"19366","OR2H1","ENSG00000204688",3708
"19367","OR2H1","ENSG00000206471",3708
"19368","OR2H1","ENSG00000206516",3708
"19369","OR2H1","ENSG00000224395",3708
"19370","OR2H1","ENSG00000229125",3708
"19371","OR2H1","ENSG00000229408",3708
"19372","OR2H1","ENSG00000232984",3708
"19373","OR2H1","ENSG00000235132",3708
"19374","MAS1L","ENSG00000204687",1260
"19375","MAS1L","ENSG00000206470",1137
"19376","MAS1L","ENSG00000206515",1137
"19377","MAS1L","ENSG00000228377",1137
"19378","MAS1L","ENSG00000228515",1137
"19379","MAS1L","ENSG00000233141",1137
"19380","MAS1L","ENSG00000234954",1137
"19381","MAS1L","ENSG00000237284",1137
"19382","UBD","ENSG00000206468",990
"19383","UBD","ENSG00000206513",990
"19384","UBD","ENSG00000213886",894
"19385","UBD","ENSG00000224654",990
"19386","UBD","ENSG00000226898",990
"19387","UBD","ENSG00000228913",990
"19388","UBD","ENSG00000231968",990
"19389","SNORD32B","ENSG00000201330",84
"19390","SNORD32B","ENSG00000265013",84
"19391","SNORD32B","ENSG00000265634",84
"19392","SNORD32B","ENSG00000265663",84
"19393","SNORD32B","ENSG00000265926",84
"19394","SNORD32B","ENSG00000266132",84
"19395","SNORD32B","ENSG00000266672",84
"19396","OR2H2","ENSG00000204657",3276
"19397","OR2H2","ENSG00000206467",1584
"19398","OR2H2","ENSG00000206512",1584
"19399","OR2H2","ENSG00000224319",1584
"19400","OR2H2","ENSG00000227044",1584
"19401","OR2H2","ENSG00000229185",1584
"19402","OR2H2","ENSG00000229680",1584
"19403","GABBR1","ENSG00000204681",8468
"19404","GABBR1","ENSG00000206466",7011
"19405","GABBR1","ENSG00000206511",7011
"19406","GABBR1","ENSG00000232569",7010
"19407","GABBR1","ENSG00000232632",7011
"19408","GABBR1","ENSG00000237051",7011
"19409","GABBR1","ENSG00000237112",7011
"19410","MOG","ENSG00000137345",3062
"19411","MOG","ENSG00000204655",3175
"19412","MOG","ENSG00000230885",3054
"19413","MOG","ENSG00000232641",3032
"19414","MOG","ENSG00000234096",3058
"19415","MOG","ENSG00000234623",3058
"19416","MOG","ENSG00000236561",3054
"19417","MOG","ENSG00000237834",3062
"19418","ZFP57","ENSG00000204644",2149
"19419","ZFP57","ENSG00000206510",2149
"19420","ZFP57","ENSG00000223852",2149
"19421","ZFP57","ENSG00000223858",2149
"19422","ZFP57","ENSG00000226858",2149
"19423","ZFP57","ENSG00000227858",651
"19424","ZFP57","ENSG00000232099",2149
"19425","ZFP57","ENSG00000234669",2149
"19426","HLA-F","ENSG00000137403",4340
"19427","HLA-F","ENSG00000204642",4315
"19428","HLA-F","ENSG00000206509",4340
"19429","HLA-F","ENSG00000229698",4300
"19430","HLA-F","ENSG00000234487",1833
"19431","HLA-F","ENSG00000235220",4340
"19432","HLA-F","ENSG00000237508",4340
"19433","HLA-F-AS1","ENSG00000214922",4179
"19434","IFITM4P","ENSG00000228102",421
"19435","IFITM4P","ENSG00000228912",421
"19436","IFITM4P","ENSG00000229942",421
"19437","IFITM4P","ENSG00000230722",421
"19438","IFITM4P","ENSG00000233023",421
"19439","IFITM4P","ENSG00000233298",420
"19440","IFITM4P","ENSG00000235821",420
"19441","HCG4","ENSG00000176998",998
"19442","HCG4","ENSG00000224564",998
"19443","HCG4","ENSG00000225346",975
"19444","HCG4","ENSG00000226379",998
"19445","HCG4","ENSG00000228706",998
"19446","HCG4","ENSG00000235317",998
"19447","HCG4","ENSG00000236225",975
"19448","HCG4","ENSG00000237905",975
"19449","HLA-G","ENSG00000204632",1763
"19450","HLA-G","ENSG00000206506",1838
"19451","HLA-G","ENSG00000230413",1833
"19452","HLA-G","ENSG00000233095",1836
"19453","HLA-G","ENSG00000235346",1763
"19454","HLA-G","ENSG00000235680",1763
"19455","HLA-G","ENSG00000237216",1763
"19456","HLA-G","ENSG00000276051",1836
"19457","HLA-H","ENSG00000206341",1096
"19458","HLA-H","ENSG00000223463",1082
"19459","HLA-H","ENSG00000226893",1088
"19460","HLA-H","ENSG00000227296",1088
"19461","HLA-H","ENSG00000227669",1088
"19462","HLA-H","ENSG00000231904",1088
"19463","HLA-H","ENSG00000237218",1082
"19464","HLA-H","ENSG00000247700",1088
"19465","HCG4B","ENSG00000220391",991
"19466","HCG4B","ENSG00000226563",991
"19467","HCG4B","ENSG00000227262",991
"19468","HCG4B","ENSG00000227956",991
"19469","HCG4B","ENSG00000231287",991
"19470","HCG4B","ENSG00000231941",991
"19471","HCG4B","ENSG00000236033",991
"19472","HLA-A","ENSG00000206503",2710
"19473","HLA-A","ENSG00000206505",6825
"19474","HLA-A","ENSG00000223980",3299
"19475","HLA-A","ENSG00000224320",7498
"19476","HLA-A","ENSG00000227715",2204
"19477","HLA-A","ENSG00000229215",7498
"19478","HLA-A","ENSG00000231834",2708
"19479","HLA-A","ENSG00000235657",3155
"19480","HCG9","ENSG00000204625",700
"19481","HCG9","ENSG00000206504",663
"19482","HCG9","ENSG00000227647",656
"19483","HCG9","ENSG00000234313",663
"19484","HCG9","ENSG00000234599",663
"19485","HCG9","ENSG00000236579",660
"19486","HCG9","ENSG00000237812",655
"19487","ZNRD1-AS1","ENSG00000204623",17538
"19488","HLA-J","ENSG00000204622",1946
"19489","HLA-J","ENSG00000223439",1634
"19490","HLA-J","ENSG00000226586",1634
"19491","HLA-J","ENSG00000228220",1634
"19492","HLA-J","ENSG00000228524",1634
"19493","HLA-J","ENSG00000234074",1634
"19494","HLA-J","ENSG00000235309",1634
"19495","HLA-J","ENSG00000243336",1620
"19496","ZNRD1","ENSG00000066379",3672
"19497","ZNRD1","ENSG00000206502",3674
"19498","ZNRD1","ENSG00000224859",3672
"19499","ZNRD1","ENSG00000233795",3672
"19500","ZNRD1","ENSG00000235176",3669
"19501","ZNRD1","ENSG00000235443",3672
"19502","ZNRD1","ENSG00000236808",3672
"19503","ZNRD1","ENSG00000236949",3672
"19504","PPP1R11","ENSG00000204619",2428
"19505","PPP1R11","ENSG00000206501",2541
"19506","PPP1R11","ENSG00000227720",2538
"19507","PPP1R11","ENSG00000233314",2538
"19508","PPP1R11","ENSG00000234058",2538
"19509","PPP1R11","ENSG00000236560",2421
"19510","PPP1R11","ENSG00000237403",2538
"19511","PPP1R11","ENSG00000237829",2421
"19512","RNF39","ENSG00000204618",2206
"19513","RNF39","ENSG00000206500",2161
"19514","RNF39","ENSG00000227171",2206
"19515","RNF39","ENSG00000230332",2206
"19516","RNF39","ENSG00000230467",2206
"19517","RNF39","ENSG00000235022",2206
"19518","RNF39","ENSG00000236967",2206
"19519","RNF39","ENSG00000237733",2206
"19520","TRIM31","ENSG00000137397",3537
"19521","TRIM31","ENSG00000204616",3519
"19522","TRIM31","ENSG00000223531",3537
"19523","TRIM31","ENSG00000224168",3535
"19524","TRIM31","ENSG00000224542",1409
"19525","TRIM31","ENSG00000225130",3537
"19526","TRIM31","ENSG00000226402",3537
"19527","TRIM31","ENSG00000233573",3537
"19528","TRIM40","ENSG00000172524",2497
"19529","TRIM40","ENSG00000204614",2481
"19530","TRIM40","ENSG00000224496",2477
"19531","TRIM40","ENSG00000227458",2497
"19532","TRIM40","ENSG00000228001",2497
"19533","TRIM40","ENSG00000233931",2497
"19534","TRIM40","ENSG00000236399",2497
"19535","TRIM40","ENSG00000237046",2497
"19536","TRIM10","ENSG00000137394",3546
"19537","TRIM10","ENSG00000204613",3825
"19538","TRIM10","ENSG00000227472",3546
"19539","TRIM10","ENSG00000229346",3549
"19540","TRIM10","ENSG00000229381",3549
"19541","TRIM10","ENSG00000235025",3546
"19542","TRIM10","ENSG00000237192",3546
"19543","TRIM10","ENSG00000237703",3546
"19544","TRIM15","ENSG00000137384",2515
"19545","TRIM15","ENSG00000204610",2512
"19546","TRIM15","ENSG00000224145",2515
"19547","TRIM15","ENSG00000227147",2515
"19548","TRIM15","ENSG00000233599",2515
"19549","TRIM15","ENSG00000235259",2515
"19550","TRIM15","ENSG00000235905",2515
"19551","TRIM15","ENSG00000235960",2515
"19552","TRIM26","ENSG00000137313",4377
"19553","TRIM26","ENSG00000226060",4377
"19554","TRIM26","ENSG00000228881",4377
"19555","TRIM26","ENSG00000230230",4378
"19556","TRIM26","ENSG00000231002",4378
"19557","TRIM26","ENSG00000231641",4287
"19558","TRIM26","ENSG00000234046",4378
"19559","TRIM26","ENSG00000234127",4377
"19560","HCG17","ENSG00000236729",641
"19561","HCG17","ENSG00000240833",759
"19562","HCG17","ENSG00000240924",759
"19563","HCG17","ENSG00000241053",759
"19564","HCG17","ENSG00000241701",759
"19565","HCG17","ENSG00000244695",759
"19566","HCG17","ENSG00000270604",759
"19567","HLA-L","ENSG00000239618",4769
"19568","HLA-L","ENSG00000241166",4768
"19569","HLA-L","ENSG00000242227",4768
"19570","HLA-L","ENSG00000243492",4774
"19571","HLA-L","ENSG00000243753",5505
"19572","HLA-L","ENSG00000244721",4731
"19573","HCG18","ENSG00000224619",5633
"19574","HCG18","ENSG00000224705",5633
"19575","HCG18","ENSG00000228894",5633
"19576","HCG18","ENSG00000230660",5637
"19577","HCG18","ENSG00000231074",17631
"19578","HCG18","ENSG00000234893",5633
"19579","HCG18","ENSG00000235727",5419
"19580","TRIM39","ENSG00000204599",4226
"19581","TRIM39","ENSG00000206495",4226
"19582","TRIM39","ENSG00000224994",4226
"19583","TRIM39","ENSG00000226437",4226
"19584","TRIM39","ENSG00000229929",4226
"19585","TRIM39","ENSG00000230308",4226
"19586","TRIM39","ENSG00000232839",4226
"19587","TRIM39-RPP21","ENSG00000248167",1698
"19588","RPP21","ENSG00000239865",2719
"19589","RPP21","ENSG00000239927",2717
"19590","RPP21","ENSG00000241370",1606
"19591","RPP21","ENSG00000241779",2717
"19592","RPP21","ENSG00000241863",2717
"19593","RPP21","ENSG00000242726",2717
"19594","RPP21","ENSG00000243009",2717
"19595","HLA-E","ENSG00000204592",2922
"19596","HLA-E","ENSG00000206493",2975
"19597","HLA-E","ENSG00000225201",2975
"19598","HLA-E","ENSG00000229252",2975
"19599","HLA-E","ENSG00000230254",2975
"19600","HLA-E","ENSG00000233904",2975
"19601","HLA-E","ENSG00000236632",2975
"19602","GNL1","ENSG00000204590",8646
"19603","GNL1","ENSG00000206412",6707
"19604","GNL1","ENSG00000206492",8646
"19605","GNL1","ENSG00000226882",8646
"19606","GNL1","ENSG00000228581",8646
"19607","GNL1","ENSG00000229470",8646
"19608","GNL1","ENSG00000232143",8646
"19609","GNL1","ENSG00000235986",8646
"19610","PRR3","ENSG00000204576",4281
"19611","PRR3","ENSG00000206491",4281
"19612","PRR3","ENSG00000223766",4281
"19613","PRR3","ENSG00000223887",4281
"19614","PRR3","ENSG00000228186",4281
"19615","PRR3","ENSG00000229202",4281
"19616","PRR3","ENSG00000233564",4281
"19617","ABCF1","ENSG00000204574",4496
"19618","ABCF1","ENSG00000206490",4340
"19619","ABCF1","ENSG00000225989",4339
"19620","ABCF1","ENSG00000231129",4338
"19621","ABCF1","ENSG00000232169",4340
"19622","ABCF1","ENSG00000236149",4340
"19623","ABCF1","ENSG00000236342",4338
"19624","MIR877","ENSG00000216101",86
"19625","PPP1R10","ENSG00000204569",5202
"19626","PPP1R10","ENSG00000206489",5214
"19627","PPP1R10","ENSG00000227804",5215
"19628","PPP1R10","ENSG00000230995",5215
"19629","PPP1R10","ENSG00000231737",5215
"19630","PPP1R10","ENSG00000235291",5215
"19631","PPP1R10","ENSG00000238104",5215
"19632","MRPS18B","ENSG00000203624",1888
"19633","MRPS18B","ENSG00000204568",1757
"19634","MRPS18B","ENSG00000223775",1888
"19635","MRPS18B","ENSG00000226111",1888
"19636","MRPS18B","ENSG00000227420",1888
"19637","MRPS18B","ENSG00000229861",1888
"19638","MRPS18B","ENSG00000233813",1888
"19639","ATAT1","ENSG00000137343",4035
"19640","ATAT1","ENSG00000206488",4035
"19641","ATAT1","ENSG00000223752",4035
"19642","ATAT1","ENSG00000229061",4035
"19643","ATAT1","ENSG00000231257",4035
"19644","ATAT1","ENSG00000234549",4035
"19645","ATAT1","ENSG00000235658",4035
"19646","C6orf136","ENSG00000204564",2118
"19647","C6orf136","ENSG00000206487",1863
"19648","C6orf136","ENSG00000224120",1863
"19649","C6orf136","ENSG00000233164",1863
"19650","C6orf136","ENSG00000233641",1863
"19651","C6orf136","ENSG00000237012",1863
"19652","C6orf136","ENSG00000237100",1863
"19653","DHX16","ENSG00000204560",3977
"19654","DHX16","ENSG00000206486",4008
"19655","DHX16","ENSG00000226171",4009
"19656","DHX16","ENSG00000227222",2766
"19657","DHX16","ENSG00000231377",4008
"19658","DHX16","ENSG00000233049",4008
